"design","series","subsample","event_month","mean_car","boot_se","lo","hi","n"
"Hybrid SC","Runup placebo","Full sample",36,-0.20230263781348,0.0395822901110952,-0.276032878164189,-0.119222129647513,11416
"Monthly SC","Corrected","Full sample",0,0.0185892463144636,0.00256128604600254,0.0137230773067879,0.0234896429563768,10742
"Monthly SC","Corrected","Full sample",1,0.0187632883765506,0.00360577238519615,0.0110642844795341,0.0253728725283804,10742
"Monthly SC","Corrected","Full sample",2,0.0201065137356654,0.00379123889376067,0.0126607257530842,0.0272378586235082,10742
"Monthly SC","Corrected","Full sample",3,0.0180827162211375,0.00482447845543228,0.00808429706290875,0.026954598111701,10742
"Monthly SC","Corrected","Full sample",4,0.0140643804105324,0.00544081721456016,0.0030838872770873,0.0242868741448047,10742
"Monthly SC","Corrected","Full sample",5,0.0120052443678901,0.00578165789221639,0.000734549931953939,0.0226409044722657,10742
"Monthly SC","Corrected","Full sample",6,0.0114473471444084,0.00656618715279974,-0.00161026740344766,0.0239713588993079,10742
"Monthly SC","Corrected","Full sample",7,0.00702895337910551,0.00649944161731,-0.00604677128510511,0.0197991091440598,10742
"Monthly SC","Corrected","Full sample",8,0.0104226774774172,0.00707175165916074,-0.00335388693419584,0.0243824587263811,10742
"Monthly SC","Corrected","Full sample",9,0.00356666912441229,0.00820883851795181,-0.0119234508397754,0.0210804080261996,10742
"Monthly SC","Corrected","Full sample",10,0.00242551425292024,0.00861917499042718,-0.014200909342278,0.0195295588078873,10742
"Monthly SC","Corrected","Full sample",11,-0.00226553239627125,0.00939058354394526,-0.020719938741085,0.0163626529047998,10742
"Monthly SC","Corrected","Full sample",12,-0.00176810520371892,0.0105635058531986,-0.0225773790142117,0.0190396125590052,10742
"Monthly SC","Corrected","Full sample",13,-0.00524739490490349,0.0112587754619462,-0.0277633617214674,0.0168523667346292,10742
"Monthly SC","Corrected","Full sample",14,-0.00796188597546013,0.0117894212423104,-0.0310619877825227,0.0163234788541577,10742
"Monthly SC","Corrected","Full sample",15,-0.00830142348168682,0.0113867871507917,-0.0311604356467043,0.0146327037817386,10742
"Monthly SC","Corrected","Full sample",16,-0.0107844711032889,0.0111828176196712,-0.0325874387969965,0.0121542938640073,10742
"Monthly SC","Corrected","Full sample",17,-0.0128436495496895,0.0113991573441867,-0.0350029578340723,0.0111719685985577,10742
"Monthly SC","Corrected","Full sample",18,-0.0169587827132091,0.0114561676143516,-0.0395118144547902,0.0068731987565806,10742
"Monthly SC","Corrected","Full sample",19,-0.0224664660852167,0.011476627530257,-0.0450123703628582,0.00154930781132841,10742
"Monthly SC","Corrected","Full sample",20,-0.0249392913360722,0.012259086215564,-0.048392588768388,-0.000522618649534788,10742
"Monthly SC","Corrected","Full sample",21,-0.0273974517472733,0.0130206595283603,-0.0534010199156105,-0.0014925744399408,10742
"Monthly SC","Corrected","Full sample",22,-0.0301365017832498,0.0136192327134687,-0.0573576657970583,-0.00246307982365655,10742
"Monthly SC","Corrected","Full sample",23,-0.0309861614322937,0.0138551805388463,-0.0577900803252477,-0.00389439228964945,10742
"Monthly SC","Corrected","Full sample",24,-0.0358035390157118,0.0148777696344607,-0.0652374168052566,-0.007139141325408,10742
"Monthly SC","Corrected","Full sample",25,-0.0411527209599199,0.0156528140456115,-0.0707920613920243,-0.0113269599189988,10742
"Monthly SC","Corrected","Full sample",26,-0.042202111771393,0.0164082950997614,-0.0733332669329529,-0.0102546410818883,10742
"Monthly SC","Corrected","Full sample",27,-0.0435938024079766,0.0170610882719907,-0.0765721122314328,-0.0109300591238239,10742
"Monthly SC","Corrected","Full sample",28,-0.0463458498974149,0.0179288225949713,-0.081527044049306,-0.0126876116931685,10742
"Monthly SC","Corrected","Full sample",29,-0.0481276492842159,0.0183662012382394,-0.0833369164870996,-0.0133125073742659,10742
"Monthly SC","Corrected","Full sample",30,-0.0469429501565811,0.0189861878256959,-0.0834162748103008,-0.0105220895600424,10742
"Monthly SC","Corrected","Full sample",31,-0.0487793838462618,0.0197143281351921,-0.0880582205566643,-0.0115159587780277,10742
"Monthly SC","Corrected","Full sample",32,-0.0481215008192794,0.0192084791289303,-0.0866895834157711,-0.0111839199150604,10742
"Monthly SC","Corrected","Full sample",33,-0.0531815262371039,0.019822678962588,-0.0925108646679165,-0.0154482415969615,10742
"Monthly SC","Corrected","Full sample",34,-0.0563334712462739,0.021361622098455,-0.100388770308614,-0.0136345751608525,10742
"Monthly SC","Corrected","Full sample",35,-0.0587460173758394,0.0219176628248967,-0.102477723065798,-0.016583390793999,10742
"Monthly SC","Corrected","Full sample",36,-0.0580568767971344,0.0226131942686459,-0.103456254582622,-0.0144108989364272,10742
"Gsynth","Corrected","Full sample",0,0.0183930294266415,0.00281031339128413,0.0127828142809326,0.0238398277661765,10742
"Gsynth","Corrected","Full sample",1,0.0159174502975021,0.00337872739247991,0.00907096812562543,0.0221609665380478,10742
"Gsynth","Corrected","Full sample",2,0.0147132616863591,0.0041691039022538,0.00665153197119437,0.0232545415576037,10742
"Gsynth","Corrected","Full sample",3,0.0138692433369687,0.00516891484623294,0.00355672670999584,0.024498196790143,10742
"Gsynth","Corrected","Full sample",4,0.0122728348679197,0.00688773802691357,-0.00168011410517035,0.0255390428265589,10742
"Gsynth","Corrected","Full sample",5,0.00935816519627006,0.0071753169403233,-0.00460420906640841,0.0230511709400189,10742
"Gsynth","Corrected","Full sample",6,0.00604028609080973,0.00842617643075351,-0.0112832653484821,0.021345788673016,10742
"Gsynth","Corrected","Full sample",7,0.00378107079752594,0.0101650551993161,-0.0152602562924283,0.0251903421678965,10742
"Gsynth","Corrected","Full sample",8,0.0081652542077137,0.0111879919768573,-0.0119679080121198,0.0317666865430495,10742
"Gsynth","Corrected","Full sample",9,0.000698913156624972,0.0132870281700845,-0.0231975555055675,0.0285803641811878,10742
"Gsynth","Corrected","Full sample",10,-0.00118608972701383,0.0137342329343753,-0.0258759731083662,0.0273963924140599,10742
"Gsynth","Corrected","Full sample",11,-0.00686636879512741,0.0149127558049188,-0.0339105919993235,0.0236608118791252,10742
"Gsynth","Corrected","Full sample",12,-0.00559421849371682,0.015975411448504,-0.0346783980657959,0.0268593372913857,10742
"Gsynth","Corrected","Full sample",13,-0.00502220607050909,0.0170556983625388,-0.0361045409617861,0.029098379239751,10742
"Gsynth","Corrected","Full sample",14,-0.0117478640911206,0.0185363000505714,-0.0449733577609889,0.0245571053697173,10742
"Gsynth","Corrected","Full sample",15,-0.00615948238207317,0.0186254675099482,-0.040802829214338,0.0308412261201804,10742
"Gsynth","Corrected","Full sample",16,-0.00765371556464185,0.0184746948696079,-0.0417086646669959,0.0295281923534086,10742
"Gsynth","Corrected","Full sample",17,-0.00849726105118831,0.0204476813549167,-0.0461690066788565,0.0313538181030244,10742
"Gsynth","Corrected","Full sample",18,-0.010291283784322,0.021168980987853,-0.0491286658260015,0.031367480869232,10742
"Gsynth","Corrected","Full sample",19,-0.0167488435409003,0.0215817731142034,-0.0559066563692326,0.0264121426376691,10742
"Gsynth","Corrected","Full sample",20,-0.0182641902348728,0.0217271198059229,-0.05854004171381,0.0256887329147059,10742
"Gsynth","Corrected","Full sample",21,-0.024671397023392,0.0229034248567691,-0.0679794522413923,0.0211881867501381,10742
"Gsynth","Corrected","Full sample",22,-0.0242099658956903,0.0232466833609165,-0.067472318121561,0.021598822978656,10742
"Gsynth","Corrected","Full sample",23,-0.0252722240387225,0.0227120482934956,-0.0680097553914652,0.0197480452425821,10742
"Gsynth","Corrected","Full sample",24,-0.0264468166277033,0.0241493338067334,-0.0717922525408504,0.0211959036259812,10742
"Gsynth","Corrected","Full sample",25,-0.0289204654758463,0.0249708670872199,-0.07605377458248,0.0204307318409001,10742
"Gsynth","Corrected","Full sample",26,-0.0309617403835604,0.0250296042796824,-0.0773675044789848,0.0189284041781728,10742
"Gsynth","Corrected","Full sample",27,-0.0295796252236795,0.0255636585962165,-0.0768507051202141,0.0215253184115048,10742
"Gsynth","Corrected","Full sample",28,-0.0298624821515225,0.0268755241723295,-0.0794413449352849,0.0251699783241599,10742
"Gsynth","Corrected","Full sample",29,-0.0307676277799323,0.027027218639831,-0.080349771397874,0.0256984902697769,10742
"Gsynth","Corrected","Full sample",30,-0.0269333708129783,0.0280487607329599,-0.0787949085778645,0.0312830602173432,10742
"Gsynth","Corrected","Full sample",31,-0.0317921197581414,0.0289578057969681,-0.0860196369523324,0.0288729352480934,10742
"Gsynth","Corrected","Full sample",32,-0.0326375172519171,0.0290144653336969,-0.0872931172443238,0.0262070003197541,10742
"Gsynth","Corrected","Full sample",33,-0.0330791882845777,0.0290594276450182,-0.0869332069537503,0.0272295026463446,10742
"Gsynth","Corrected","Full sample",34,-0.0354333462614707,0.0290297301904518,-0.0892856265066678,0.0256305141344116,10742
"Gsynth","Corrected","Full sample",35,-0.038430976238401,0.0279697844706579,-0.0894460416327444,0.0202648455294194,10742
"Gsynth","Corrected","Full sample",36,-0.0405921277783682,0.0289925920389528,-0.0925334353221724,0.0200849586244716,10742
"Hybrid SC","Corrected","Full sample",0,0.0225229885626257,0.00561520173090774,0.0132664282936733,0.0350423218879864,11416
"Hybrid SC","Corrected","Full sample",1,0.0231527548793154,0.0062058918837283,0.0125203979671872,0.0368620478659344,11416
"Hybrid SC","Corrected","Full sample",2,0.0208006945983077,0.00505008728557325,0.0119375882084846,0.0315312653462534,11416
"Hybrid SC","Corrected","Full sample",3,0.0141829243214903,0.00654477490954688,0.00255894063293321,0.0278587098757367,11416
"Hybrid SC","Corrected","Full sample",4,0.00367788817383224,0.00967626057952774,-0.0153909542363816,0.0224834726612929,11416
"Hybrid SC","Corrected","Full sample",5,-0.00707734744353577,0.0118704157312769,-0.0309183891819977,0.0150191965633907,11416
"Hybrid SC","Corrected","Full sample",6,-0.0123195000302761,0.0119364687311777,-0.0354565502071302,0.0107144231445153,11416
"Hybrid SC","Corrected","Full sample",7,-0.0139044211710631,0.0113952813636232,-0.0366301990097089,0.00828038897979201,11416
"Hybrid SC","Corrected","Full sample",8,-0.0116529177628671,0.0100456436284734,-0.0301553791808677,0.00870472916101257,11416
"Hybrid SC","Corrected","Full sample",9,-0.0164618594606331,0.0107365072337988,-0.0366858013557908,0.00494244901766445,11416
"Hybrid SC","Corrected","Full sample",10,-0.0249505463957789,0.0134304507843587,-0.0504650226067038,0.000949166074193294,11416
"Hybrid SC","Corrected","Full sample",11,-0.0322012081947696,0.0161949950877552,-0.0644795891225781,-0.00160362743740346,11416
"Hybrid SC","Corrected","Full sample",12,-0.0399204961890616,0.0190066142550416,-0.0783312511904499,-0.00564875248702609,11416
"Hybrid SC","Corrected","Full sample",13,-0.0431381034235549,0.0205060211466864,-0.0865554576703218,-0.00707047091939551,11416
"Hybrid SC","Corrected","Full sample",14,-0.0441867249018976,0.0209671747750914,-0.0884294982167945,-0.00610487229075145,11416
"Hybrid SC","Corrected","Full sample",15,-0.0474056695285812,0.0216157770500156,-0.0923204506666945,-0.00844065241072584,11416
"Hybrid SC","Corrected","Full sample",16,-0.051496253514371,0.0225821848199208,-0.098361215833272,-0.010552877497622,11416
"Hybrid SC","Corrected","Full sample",17,-0.0574068642582119,0.0241329521891304,-0.108024397872152,-0.0129753418761301,11416
"Hybrid SC","Corrected","Full sample",18,-0.0661321985605385,0.0261184244760784,-0.119738568744739,-0.0164469165154192,11416
"Hybrid SC","Corrected","Full sample",19,-0.0733401983999828,0.028456806899373,-0.132196871594649,-0.0198799710889073,11416
"Hybrid SC","Corrected","Full sample",20,-0.0836693403532595,0.0322429608467131,-0.149386782736575,-0.0233412118877613,11416
"Hybrid SC","Corrected","Full sample",21,-0.0938110771038949,0.0359467284721415,-0.168196915583307,-0.026686155402966,11416
"Hybrid SC","Corrected","Full sample",22,-0.101567252768415,0.0389734774896282,-0.180417445191019,-0.0298063522590701,11416
"Hybrid SC","Corrected","Full sample",23,-0.109222716944347,0.0436871464645191,-0.194946482697665,-0.0283211030213389,11416
"Hybrid SC","Corrected","Full sample",24,-0.111179377609072,0.0477545651449594,-0.206504300707183,-0.0252998425544845,11416
"Hybrid SC","Corrected","Full sample",25,-0.115392616245627,0.0513942042546239,-0.217999291289979,-0.0249418986551937,11416
"Hybrid SC","Corrected","Full sample",26,-0.116437495601528,0.0510551182451572,-0.217628092536454,-0.0255295038664851,11416
"Hybrid SC","Corrected","Full sample",27,-0.120758559634352,0.0515439660645589,-0.222998119016621,-0.0284815679943999,11416
"Hybrid SC","Corrected","Full sample",28,-0.123670081808532,0.05205684789979,-0.227145599917044,-0.0314551013216897,11416
"Hybrid SC","Corrected","Full sample",29,-0.126432826934731,0.0540354775810883,-0.23378878100748,-0.0311322733940667,11416
"Hybrid SC","Corrected","Full sample",30,-0.141717885643322,0.0619469884314608,-0.264253987209545,-0.0345083127995818,11416
"Hybrid SC","Corrected","Full sample",31,-0.149343900527687,0.0691341302486301,-0.290065552823431,-0.0338591203955186,11416
"Hybrid SC","Corrected","Full sample",32,-0.156715839605414,0.073610887582618,-0.307696066458039,-0.0349932608892336,11416
"Hybrid SC","Corrected","Full sample",33,-0.166189125728691,0.0797560174551085,-0.330070889253272,-0.0366933962754615,11416
"Hybrid SC","Corrected","Full sample",34,-0.178920965367655,0.0898539511464779,-0.362154927401367,-0.0369352159333232,11416
"Hybrid SC","Corrected","Full sample",35,-0.193029315476957,0.101874405376367,-0.403297321274524,-0.0352755136807715,11416
"Hybrid SC","Corrected","Full sample",36,-0.205947537408884,0.113354438833852,-0.44389951591271,-0.0341502050270189,11416
"Monthly SC","Treated","Cash merger",0,0.00731151977583951,0.00310207541883648,0.0011909671836481,0.0132511598856655,7083
"Monthly SC","Treated","Cash merger",1,0.00103052847082045,0.00530741666355579,-0.00966872282090625,0.010812211592115,7083
"Monthly SC","Treated","Cash merger",2,-0.00706008725883359,0.00761177792622759,-0.0218984313763505,0.00664507601285721,7083
"Monthly SC","Treated","Cash merger",3,-0.019006558678999,0.00948296300582657,-0.0380063506163844,-0.00188429272351175,7083
"Monthly SC","Treated","Cash merger",4,-0.0274495903140987,0.0115068368266862,-0.0500559560463956,-0.00694354529543633,7083
"Monthly SC","Treated","Cash merger",5,-0.0362099727699663,0.0132871241136302,-0.0622804603940568,-0.012132942252185,7083
"Monthly SC","Treated","Cash merger",6,-0.0442813076826834,0.0155688103204784,-0.0749945894264706,-0.0162986950554298,7083
"Monthly SC","Treated","Cash merger",7,-0.0535996744185573,0.0173591553697652,-0.0876519114809946,-0.021749151291968,7083
"Monthly SC","Treated","Cash merger",8,-0.0611096120368732,0.0193635050017592,-0.0987311282708626,-0.0243203897667575,7083
"Monthly SC","Treated","Cash merger",9,-0.0706553880577289,0.0211285297185982,-0.112481053562211,-0.0308597246008353,7083
"Monthly SC","Treated","Cash merger",10,-0.0799682620741785,0.0232541675669153,-0.124921528616001,-0.0363434403954305,7083
"Monthly SC","Treated","Cash merger",11,-0.0879221110848701,0.0250506776144344,-0.136499640877137,-0.0406890437439086,7083
"Monthly SC","Treated","Cash merger",12,-0.0935007227676163,0.0267456020797691,-0.145050104498091,-0.0424701038073881,7083
"Monthly SC","Treated","Cash merger",13,-0.101232062938739,0.0288127177638336,-0.156180350142146,-0.0457835925569887,7083
"Monthly SC","Treated","Cash merger",14,-0.108683592363885,0.0298724038312264,-0.166436218420198,-0.0500092159967586,7083
"Monthly SC","Treated","Cash merger",15,-0.11589443374032,0.0318759129410446,-0.177236764525976,-0.0541785258952621,7083
"Monthly SC","Treated","Cash merger",16,-0.122134592612109,0.0333558743789635,-0.184499438001373,-0.0566558746032094,7083
"Monthly SC","Treated","Cash merger",17,-0.128879455991483,0.0348916155514819,-0.196235124594694,-0.0615684177721874,7083
"Monthly SC","Treated","Cash merger",18,-0.13642855736925,0.0358494291093504,-0.205879346715314,-0.0678897900071688,7083
"Monthly SC","Treated","Cash merger",19,-0.14248022619339,0.0374618985547562,-0.215592411331309,-0.0713811363650703,7083
"Monthly SC","Treated","Cash merger",20,-0.149906653861085,0.0387589980410291,-0.227505879684836,-0.0782982772572873,7083
"Monthly SC","Treated","Cash merger",21,-0.15614307454828,0.0403175351456502,-0.235379939241224,-0.081393497515118,7083
"Monthly SC","Treated","Cash merger",22,-0.162037544240228,0.0415042569606855,-0.243786794564123,-0.0849936905617136,7083
"Monthly SC","Treated","Cash merger",23,-0.170216046083142,0.0429290821784191,-0.253832896634188,-0.0923946335179531,7083
"Monthly SC","Treated","Cash merger",24,-0.173291838179339,0.0432935508105748,-0.259907313929411,-0.0937841682909509,7083
"Monthly SC","Treated","Cash merger",25,-0.180512647887212,0.0445975235138548,-0.270763020500718,-0.098357831873354,7083
"Monthly SC","Treated","Cash merger",26,-0.185487819807932,0.045706344611153,-0.277181999142153,-0.101641678605505,7083
"Monthly SC","Treated","Cash merger",27,-0.191047804678951,0.0464303811121583,-0.2845097295266,-0.105471178766075,7083
"Monthly SC","Treated","Cash merger",28,-0.192470822817735,0.0470982052170342,-0.288195140490788,-0.104067456388967,7083
"Monthly SC","Treated","Cash merger",29,-0.196466691430354,0.0475587348891223,-0.292654650182527,-0.105508778721715,7083
"Monthly SC","Treated","Cash merger",30,-0.196651894243129,0.0477372663651414,-0.293344585899711,-0.106738993740511,7083
"Monthly SC","Treated","Cash merger",31,-0.201407174334584,0.0476298505897168,-0.296612161395767,-0.113174311945465,7083
"Monthly SC","Treated","Cash merger",32,-0.203456749982759,0.0477036664856445,-0.299522281860835,-0.114358693027225,7083
"Monthly SC","Treated","Cash merger",33,-0.206950219794121,0.0479359403545399,-0.302156270990099,-0.116112426780767,7083
"Monthly SC","Treated","Cash merger",34,-0.209314169489052,0.0486831214481039,-0.305748896078783,-0.118957289227241,7083
"Monthly SC","Treated","Cash merger",35,-0.211469214984371,0.0481361857926689,-0.305355841973592,-0.120495507524615,7083
"Monthly SC","Treated","Cash merger",36,-0.210406002996537,0.0474319900978543,-0.302151309729381,-0.119799292646673,7083
"Monthly SC","Random placebo","Cash merger",0,-0.00638759398358571,0.00230182253001176,-0.0108192376063321,-0.00194579229561417,9171
"Monthly SC","Random placebo","Cash merger",1,-0.0170143425107284,0.00445775877002349,-0.0264807127596015,-0.00880594228088645,9171
"Monthly SC","Random placebo","Cash merger",2,-0.0250398870793882,0.00676696148425279,-0.0392473973761975,-0.0129742485437184,9171
"Monthly SC","Random placebo","Cash merger",3,-0.0352494520189416,0.0087478885226031,-0.0547760063081184,-0.0196345421117767,9171
"Monthly SC","Random placebo","Cash merger",4,-0.040785594450183,0.0103989066957421,-0.0638576631403798,-0.0223108999750737,9171
"Monthly SC","Random placebo","Cash merger",5,-0.0477140293968061,0.0120929022501727,-0.0743431701263997,-0.0273861446130826,9171
"Monthly SC","Random placebo","Cash merger",6,-0.0561129526764644,0.0141528482239267,-0.0866886884975925,-0.032094810817547,9171
"Monthly SC","Random placebo","Cash merger",7,-0.0627823724675048,0.0153189316501299,-0.0959539088007424,-0.0355717581446864,9171
"Monthly SC","Random placebo","Cash merger",8,-0.0684093317844696,0.0169664388929025,-0.105843798878122,-0.0376673614457377,9171
"Monthly SC","Random placebo","Cash merger",9,-0.0745930324400338,0.0189745252562196,-0.115033092548302,-0.0410231676304866,9171
"Monthly SC","Random placebo","Cash merger",10,-0.0798989983053709,0.0207835281334322,-0.125622082027643,-0.0424896982289448,9171
"Monthly SC","Random placebo","Cash merger",11,-0.0876689759832826,0.0230814761219498,-0.1369781013716,-0.0459332990993437,9171
"Monthly SC","Random placebo","Cash merger",12,-0.0957668655688083,0.0244160665952561,-0.147864648226528,-0.0506746653304565,9171
"Monthly SC","Random placebo","Cash merger",13,-0.106085274662032,0.0257914182842742,-0.15956073602027,-0.0584651484241357,9171
"Monthly SC","Random placebo","Cash merger",14,-0.113864612383647,0.0268821549144559,-0.170464578553973,-0.0648276270294572,9171
"Monthly SC","Random placebo","Cash merger",15,-0.118501705365022,0.0276812998209313,-0.17470589936303,-0.0685813923848671,9171
"Monthly SC","Random placebo","Cash merger",16,-0.124442890155839,0.0292262461276905,-0.182597141582153,-0.0697925825099983,9171
"Monthly SC","Random placebo","Cash merger",17,-0.128451231167301,0.0300883056014044,-0.187155615917145,-0.0708096034735815,9171
"Monthly SC","Random placebo","Cash merger",18,-0.13613660585709,0.0320299623388183,-0.198445643291778,-0.0748305968740589,9171
"Monthly SC","Random placebo","Cash merger",19,-0.140437816557899,0.0323723671011951,-0.202655153618034,-0.0787510212480105,9171
"Monthly SC","Random placebo","Cash merger",20,-0.146246297608112,0.0338539277168979,-0.211343510017555,-0.082684570129338,9171
"Monthly SC","Random placebo","Cash merger",21,-0.151631164095767,0.0349785858083805,-0.220139217928859,-0.0858035748441166,9171
"Monthly SC","Random placebo","Cash merger",22,-0.155790995062317,0.0362768915677116,-0.227352862752833,-0.0866744304188473,9171
"Monthly SC","Random placebo","Cash merger",23,-0.159079133088569,0.0366594749727356,-0.230437876311219,-0.0897877399413718,9171
"Monthly SC","Random placebo","Cash merger",24,-0.162810693370795,0.0364851496367118,-0.232573343699116,-0.0917214917326763,9171
"Monthly SC","Random placebo","Cash merger",25,-0.167916126428008,0.0379951742634264,-0.238617363984228,-0.0947190767284188,9171
"Monthly SC","Random placebo","Cash merger",26,-0.171834980604824,0.0393169601043228,-0.246499264574036,-0.0967031638416282,9171
"Monthly SC","Random placebo","Cash merger",27,-0.174095267917287,0.0403794497474481,-0.252595951475744,-0.0993645496007574,9171
"Monthly SC","Random placebo","Cash merger",28,-0.178458243300276,0.0405099296176989,-0.258909097937102,-0.104610696886885,9171
"Monthly SC","Random placebo","Cash merger",29,-0.181936131724966,0.0406021922509661,-0.262921733474763,-0.107034922059294,9171
"Monthly SC","Random placebo","Cash merger",30,-0.186842971999941,0.0405254610068855,-0.268237990285821,-0.113120268421357,9171
"Monthly SC","Random placebo","Cash merger",31,-0.188453037992054,0.0401615439944256,-0.267676081125076,-0.116065136071971,9171
"Monthly SC","Random placebo","Cash merger",32,-0.192679816167197,0.0405247066867293,-0.272328937437135,-0.117168009755423,9171
"Monthly SC","Random placebo","Cash merger",33,-0.195832931391076,0.0407838939644677,-0.274229424990623,-0.120677901607002,9171
"Monthly SC","Random placebo","Cash merger",34,-0.196617028518727,0.0412876211363371,-0.277047005671553,-0.119689911991331,9171
"Monthly SC","Random placebo","Cash merger",35,-0.199435295924451,0.0411234321900074,-0.278918203000994,-0.123197916900838,9171
"Monthly SC","Random placebo","Cash merger",36,-0.196538802407813,0.0411302018363364,-0.278286477416597,-0.118986448117291,9171
"Monthly SC","Runup placebo","Cash merger",0,-0.00874237520658451,0.00245434294900058,-0.0137879154061858,-0.00412504024303636,7083
"Monthly SC","Runup placebo","Cash merger",1,-0.0114188186086051,0.00486007344715724,-0.0207406693527236,-0.00179380786320903,7083
"Monthly SC","Runup placebo","Cash merger",2,-0.0201975986869487,0.00661266476622312,-0.0332465928581751,-0.00756876149197238,7083
"Monthly SC","Runup placebo","Cash merger",3,-0.0264324762920614,0.008271234255697,-0.0426566121311032,-0.0110788742790921,7083
"Monthly SC","Runup placebo","Cash merger",4,-0.0327623264765874,0.010171466767005,-0.0526765345678054,-0.0130391195238211,7083
"Monthly SC","Runup placebo","Cash merger",5,-0.0376075696886387,0.0116163236042168,-0.0607370586006165,-0.0145770727074847,7083
"Monthly SC","Runup placebo","Cash merger",6,-0.0449052575096959,0.0142111575653168,-0.0730172281142096,-0.0182735311052427,7083
"Monthly SC","Runup placebo","Cash merger",7,-0.0543107352121334,0.0151920713648871,-0.0861118305404077,-0.0256631505475136,7083
"Monthly SC","Runup placebo","Cash merger",8,-0.065957171140434,0.0166649132415172,-0.100394299990316,-0.0355864039984031,7083
"Monthly SC","Runup placebo","Cash merger",9,-0.0720445296779797,0.0185377479205017,-0.110156455339923,-0.0387126589426637,7083
"Monthly SC","Runup placebo","Cash merger",10,-0.0782478526520732,0.0199241306301211,-0.118552793556716,-0.0404821602895972,7083
"Monthly SC","Runup placebo","Cash merger",11,-0.0826012853945377,0.021968077062637,-0.12711539755675,-0.0412840589255345,7083
"Monthly SC","Runup placebo","Cash merger",12,-0.0895130748981118,0.0238925610639531,-0.13710581412446,-0.0439890080553095,7083
"Monthly SC","Runup placebo","Cash merger",13,-0.0957440883530104,0.0255324530975477,-0.146478775326237,-0.0471501115364445,7083
"Monthly SC","Runup placebo","Cash merger",14,-0.100454107359745,0.0266158906697047,-0.153253055143575,-0.0492704205200681,7083
"Monthly SC","Runup placebo","Cash merger",15,-0.105206831722609,0.0281946300424578,-0.161341735469724,-0.051227937624218,7083
"Monthly SC","Runup placebo","Cash merger",16,-0.111506052234709,0.0289973923247477,-0.167735049238032,-0.0544175784411219,7083
"Monthly SC","Runup placebo","Cash merger",17,-0.116313313487877,0.0294002683387905,-0.173677774923642,-0.058393790968601,7083
"Monthly SC","Runup placebo","Cash merger",18,-0.120831435883664,0.0310676152254498,-0.179907446834986,-0.058844998247888,7083
"Monthly SC","Runup placebo","Cash merger",19,-0.12397851564512,0.0318946970220845,-0.186080035390167,-0.062071630520804,7083
"Monthly SC","Runup placebo","Cash merger",20,-0.130419190726574,0.0319987922063639,-0.193127165863614,-0.0692553726404647,7083
"Monthly SC","Runup placebo","Cash merger",21,-0.136414535434616,0.0339640691361004,-0.204363231745005,-0.0734423920036241,7083
"Monthly SC","Runup placebo","Cash merger",22,-0.141410196905385,0.0351116009807462,-0.210600185035442,-0.0750207746586632,7083
"Monthly SC","Runup placebo","Cash merger",23,-0.148399086373609,0.0360255556818645,-0.220114606354835,-0.0809058427651569,7083
"Monthly SC","Runup placebo","Cash merger",24,-0.152942598125901,0.0369014223515561,-0.226728466749527,-0.0828037483719192,7083
"Monthly SC","Runup placebo","Cash merger",25,-0.156812664152359,0.0379260107700651,-0.232324040465318,-0.0860661055502765,7083
"Monthly SC","Runup placebo","Cash merger",26,-0.160871610864248,0.0386488105195682,-0.237714648817094,-0.0888907796001051,7083
"Monthly SC","Runup placebo","Cash merger",27,-0.1684533903844,0.0397331678018042,-0.248642205096753,-0.0949015187190952,7083
"Monthly SC","Runup placebo","Cash merger",28,-0.168966327876605,0.0403133562328987,-0.249907110699486,-0.0934857526039971,7083
"Monthly SC","Runup placebo","Cash merger",29,-0.173082657782425,0.0404226202734986,-0.253566763643424,-0.0996380649395359,7083
"Monthly SC","Runup placebo","Cash merger",30,-0.176178618019574,0.0408410014992278,-0.257591921948654,-0.101575827529976,7083
"Monthly SC","Runup placebo","Cash merger",31,-0.178390959696461,0.0408947384269192,-0.259010047992953,-0.10365975409578,7083
"Monthly SC","Runup placebo","Cash merger",32,-0.183819736875715,0.0417207766594647,-0.264375505333402,-0.107907598665493,7083
"Monthly SC","Runup placebo","Cash merger",33,-0.181223181376759,0.0415768686995366,-0.263830062740461,-0.104281580821119,7083
"Monthly SC","Runup placebo","Cash merger",34,-0.180726168058981,0.0412240221914791,-0.261184980734455,-0.103874683374584,7083
"Monthly SC","Runup placebo","Cash merger",35,-0.17915769584356,0.0412267106651858,-0.26021833021171,-0.103950502898157,7083
"Monthly SC","Runup placebo","Cash merger",36,-0.17829830820686,0.0409235157416679,-0.25743489603166,-0.102684675793712,7083
"Gsynth","Treated","Cash merger",0,0.0125397157111806,0.00215906711849311,0.00834902327492133,0.0168682111462142,7083
"Gsynth","Treated","Cash merger",1,0.00869322362611446,0.00361231449156653,0.00156277583761325,0.0154082193974573,7083
"Gsynth","Treated","Cash merger",2,0.00319490812945766,0.00523488838743816,-0.00772011490520056,0.0132833345128739,7083
"Gsynth","Treated","Cash merger",3,-0.00250895385660566,0.00577444768996704,-0.0147938343178463,0.00862977021876383,7083
"Gsynth","Treated","Cash merger",4,-0.00572139482924305,0.00588591454110241,-0.017794447472824,0.00565224880513527,7083
