"design","series","subsample","event_month","mean_car","boot_se","lo","hi","n"
"Monthly SC","Runup placebo","Full sample",28,-0.188357737308061,0.0415665328688986,-0.269991558436294,-0.106377036526932,10742
"Monthly SC","Runup placebo","Full sample",29,-0.192406015541778,0.0414565881247286,-0.273432620191502,-0.109080122564237,10742
"Monthly SC","Runup placebo","Full sample",30,-0.196696196748605,0.041546625751806,-0.277730078962782,-0.115064071952155,10742
"Monthly SC","Runup placebo","Full sample",31,-0.199360782799694,0.0408360746180786,-0.278064934442167,-0.119722557413268,10742
"Monthly SC","Runup placebo","Full sample",32,-0.203574094638264,0.0409250435253949,-0.282212360095398,-0.125442776512719,10742
"Monthly SC","Runup placebo","Full sample",33,-0.202827156805549,0.0406772851538155,-0.281745908429742,-0.123687235671715,10742
"Monthly SC","Runup placebo","Full sample",34,-0.202481074062149,0.0399427786774471,-0.278873246070914,-0.12389253297422,10742
"Monthly SC","Runup placebo","Full sample",35,-0.201685435458533,0.0403549315128356,-0.278201670270833,-0.123919832642606,10742
"Monthly SC","Runup placebo","Full sample",36,-0.20014199634374,0.0396619744501456,-0.274274958557372,-0.12258750960489,10742
"Gsynth","Treated","Full sample",0,0.010073492601254,0.00167234056048095,0.00670154745071558,0.0131717435051597,10742
"Gsynth","Treated","Full sample",1,0.00286316020483454,0.0029218747531746,-0.00288926213529327,0.00853236837406763,10742
"Gsynth","Treated","Full sample",2,-0.00535156883020141,0.00454292698359965,-0.0143246780510201,0.00347176016390887,10742
"Gsynth","Treated","Full sample",3,-0.014036801849266,0.00569256427494279,-0.0259231619902881,-0.00303998670061074,10742
"Gsynth","Treated","Full sample",4,-0.0225436890327098,0.00654030581417372,-0.035970578300964,-0.00958480906816651,10742
"Gsynth","Treated","Full sample",5,-0.033642884982452,0.00819952327791147,-0.0498349669360302,-0.0169476436625721,10742
"Gsynth","Treated","Full sample",6,-0.0416517064319413,0.00917016975460326,-0.0599048039870588,-0.0225139496185451,10742
"Gsynth","Treated","Full sample",7,-0.0483667254819499,0.0101388233758522,-0.0685202070069625,-0.0275445581304263,10742
"Gsynth","Treated","Full sample",8,-0.0565045998038735,0.0117256622930977,-0.079993872281463,-0.032707881945591,10742
"Gsynth","Treated","Full sample",9,-0.0656204405730379,0.01260915900641,-0.0905379760578774,-0.0399742639067293,10742
"Gsynth","Treated","Full sample",10,-0.0733468222015835,0.013889777791446,-0.100901033380696,-0.0460585266377052,10742
"Gsynth","Treated","Full sample",11,-0.0830888753301024,0.0154888465163813,-0.113177083417311,-0.0524675365821545,10742
"Gsynth","Treated","Full sample",12,-0.0894418185715112,0.017630015946682,-0.123421013052807,-0.054662954169543,10742
"Gsynth","Treated","Full sample",13,-0.0970227488187352,0.0190590055937714,-0.133043912446854,-0.0593689302048938,10742
"Gsynth","Treated","Full sample",14,-0.105179624698341,0.0205828494696664,-0.144882632404651,-0.0647913141831708,10742
"Gsynth","Treated","Full sample",15,-0.110418779439409,0.0220607458820813,-0.151726166198049,-0.0674100819844505,10742
"Gsynth","Treated","Full sample",16,-0.117956138696263,0.0230991527243456,-0.161233624245874,-0.0730323861118109,10742
"Gsynth","Treated","Full sample",17,-0.127579007728618,0.0242404827556496,-0.17455341170075,-0.0802885558265459,10742
"Gsynth","Treated","Full sample",18,-0.134875199628503,0.0253104856014261,-0.1836063655349,-0.0858810700760565,10742
"Gsynth","Treated","Full sample",19,-0.144059742240101,0.0271409789721443,-0.197262144331668,-0.0915007864481889,10742
"Gsynth","Treated","Full sample",20,-0.153432083024122,0.0282845612016569,-0.206747788536673,-0.0991025070882079,10742
"Gsynth","Treated","Full sample",21,-0.164369688557517,0.0296665035680094,-0.223654921328686,-0.108221035877525,10742
"Gsynth","Treated","Full sample",22,-0.168410738888851,0.0306170577443076,-0.229196576377402,-0.110403810620894,10742
"Gsynth","Treated","Full sample",23,-0.178615926922412,0.0320741479837848,-0.242054721450558,-0.117283918647507,10742
"Gsynth","Treated","Full sample",24,-0.183549695856508,0.0334432369785076,-0.250480643187925,-0.118901751699744,10742
"Gsynth","Treated","Full sample",25,-0.190131662230562,0.0343523634814063,-0.259078498924948,-0.123378053733573,10742
"Gsynth","Treated","Full sample",26,-0.196831506628547,0.0353381948518413,-0.267063779258537,-0.128239950471556,10742
"Gsynth","Treated","Full sample",27,-0.204514986531405,0.0367087699817324,-0.276048130593651,-0.133849694589988,10742
"Gsynth","Treated","Full sample",28,-0.20783987195219,0.0388315271268765,-0.284615264852867,-0.132287462834435,10742
"Gsynth","Treated","Full sample",29,-0.214696378905279,0.0406508066237832,-0.295070279800256,-0.134899539304268,10742
"Gsynth","Treated","Full sample",30,-0.217665319641673,0.042457094915165,-0.298987957526262,-0.134252852437218,10742
"Gsynth","Treated","Full sample",31,-0.22734472632935,0.0440655428393627,-0.311763939596189,-0.142310530223833,10742
"Gsynth","Treated","Full sample",32,-0.235215249634995,0.0466177360397817,-0.323781931952752,-0.146220843494373,10742
"Gsynth","Treated","Full sample",33,-0.240421706972425,0.047773944552292,-0.33326528659471,-0.148391584011055,10742
"Gsynth","Treated","Full sample",34,-0.248248013619459,0.0491796466765206,-0.344644850868779,-0.153834559631626,10742
"Gsynth","Treated","Full sample",35,-0.255619466719338,0.0513739521223087,-0.354928681894774,-0.157807293663133,10742
"Gsynth","Treated","Full sample",36,-0.25740950504523,0.0525909139276391,-0.359056744466486,-0.15544100554149,10742
"Gsynth","Random placebo","Full sample",0,-0.000125093279068517,0.00178751438208957,-0.00341657288430852,0.00328326161065412,14713
"Gsynth","Random placebo","Full sample",1,-0.000848539474753162,0.0027187904603166,-0.00610785251239055,0.00459788356587033,14713
"Gsynth","Random placebo","Full sample",2,-0.00214202745973015,0.00343243576330388,-0.00885998130275601,0.00462408318986697,14713
"Gsynth","Random placebo","Full sample",3,-0.00299523645896956,0.00448458610267003,-0.0121595383678495,0.00570618570515934,14713
"Gsynth","Random placebo","Full sample",4,-0.00215742149589025,0.00546589231112716,-0.0128619369346218,0.00877356416355867,14713
"Gsynth","Random placebo","Full sample",5,-0.00523344685743574,0.00651579947955107,-0.0177623399894953,0.00719046245873911,14713
"Gsynth","Random placebo","Full sample",6,-0.0053582731082189,0.0074886435046558,-0.0192974962147065,0.00895622162476695,14713
"Gsynth","Random placebo","Full sample",7,-0.00691102859634123,0.00844486483870003,-0.0231514348668243,0.00973897084903573,14713
"Gsynth","Random placebo","Full sample",8,-0.00780609753252767,0.00904230169335347,-0.0254018023196345,0.0100598103727166,14713
"Gsynth","Random placebo","Full sample",9,-0.00636619497358782,0.0100818712654825,-0.0262437977853182,0.0134119850369594,14713
"Gsynth","Random placebo","Full sample",10,-0.00845166266911732,0.0111470786503554,-0.0307404777748226,0.0126806214182071,14713
"Gsynth","Random placebo","Full sample",11,-0.0113970621032179,0.0124670318005385,-0.0366201312754196,0.0122323389108127,14713
"Gsynth","Random placebo","Full sample",12,-0.0116707882502716,0.0128108407264045,-0.0373986034086178,0.0122930236434791,14713
"Gsynth","Random placebo","Full sample",13,-0.0157107709804919,0.0133003234602096,-0.042741685227001,0.0102545497117527,14713
"Gsynth","Random placebo","Full sample",14,-0.0152637645283222,0.0141666564063748,-0.0442175766020389,0.0130383916413584,14713
"Gsynth","Random placebo","Full sample",15,-0.0154331245638321,0.0147279050810214,-0.0449871232725353,0.0145123803281402,14713
"Gsynth","Random placebo","Full sample",16,-0.0141637352042237,0.014773813675259,-0.0433716273040486,0.0149354793226469,14713
"Gsynth","Random placebo","Full sample",17,-0.0135664640026967,0.0141284802742685,-0.0413493612595644,0.0139468797427124,14713
"Gsynth","Random placebo","Full sample",18,-0.0147962570952507,0.0158042664596361,-0.0469481827387353,0.0173619850461968,14713
"Gsynth","Random placebo","Full sample",19,-0.0159432325568617,0.0157779205925105,-0.0466907145007817,0.0158375072513209,14713
"Gsynth","Random placebo","Full sample",20,-0.0174175492980266,0.0172922929362928,-0.0511404361605394,0.0165919777161887,14713
"Gsynth","Random placebo","Full sample",21,-0.0206166528719056,0.0183538539034175,-0.05692925083743,0.0151421499973674,14713
"Gsynth","Random placebo","Full sample",22,-0.0230374814976229,0.0191287635434574,-0.0607068304483162,0.0144431906278086,14713
"Gsynth","Random placebo","Full sample",23,-0.021934817934626,0.0187542799039294,-0.0589679862311011,0.0152767750863955,14713
"Gsynth","Random placebo","Full sample",24,-0.022088241936048,0.0192263943495648,-0.0591467054064801,0.0164020902252852,14713
"Gsynth","Random placebo","Full sample",25,-0.0225838430676319,0.0199794900831195,-0.060513182976203,0.0162730368758634,14713
"Gsynth","Random placebo","Full sample",26,-0.0186301931326423,0.0204202608771706,-0.0580217618359711,0.0219334861862665,14713
"Gsynth","Random placebo","Full sample",27,-0.0183477399330279,0.0216279805002935,-0.0595619159841241,0.024332661087313,14713
"Gsynth","Random placebo","Full sample",28,-0.0215479087149915,0.0229372989693811,-0.0654145498806527,0.0234534003575514,14713
"Gsynth","Random placebo","Full sample",29,-0.0230092649608499,0.0229893998719982,-0.0674108627436105,0.0224947523995822,14713
"Gsynth","Random placebo","Full sample",30,-0.0229429636566799,0.0237963699755133,-0.0684899746315061,0.0229437773002118,14713
"Gsynth","Random placebo","Full sample",31,-0.023797449486796,0.0245669961039702,-0.07134200161262,0.0232721527054019,14713
"Gsynth","Random placebo","Full sample",32,-0.0253601635404447,0.0250245278986645,-0.0734645282450237,0.0222089151407288,14713
"Gsynth","Random placebo","Full sample",33,-0.024549424196749,0.0259234435309775,-0.07364708787134,0.0256295139636903,14713
"Gsynth","Random placebo","Full sample",34,-0.0204843815470532,0.0264880338801769,-0.0710865413464189,0.0307894740311211,14713
"Gsynth","Random placebo","Full sample",35,-0.0160953407997907,0.0272055330681099,-0.0691730361941932,0.0378322664308583,14713
"Gsynth","Random placebo","Full sample",36,-0.0165161582108674,0.0280738046533071,-0.0693522204235291,0.0407886556288098,14713
"Gsynth","Runup placebo","Full sample",0,-0.00831953682538747,0.00206645070572132,-0.0125049726700305,-0.00428934945975524,10742
"Gsynth","Runup placebo","Full sample",1,-0.0130542900926676,0.00416395793275024,-0.0207377019545842,-0.00442273443871913,10742
"Gsynth","Runup placebo","Full sample",2,-0.0200648305165605,0.00542048420987864,-0.0304154965911942,-0.00919655215348037,10742
"Gsynth","Runup placebo","Full sample",3,-0.0279060451862346,0.00706972871321292,-0.0406833604720672,-0.0137462797492755,10742
"Gsynth","Runup placebo","Full sample",4,-0.0348165239006295,0.00994551313223129,-0.0529031977165526,-0.0152671504969213,10742
"Gsynth","Runup placebo","Full sample",5,-0.043001050178722,0.0110416616786831,-0.0630715248141365,-0.0212583515583723,10742
"Gsynth","Runup placebo","Full sample",6,-0.047691992522751,0.0130549098801965,-0.0713798902199286,-0.020827718101649,10742
"Gsynth","Runup placebo","Full sample",7,-0.0521477962794758,0.0138986548655886,-0.0774528984122161,-0.0244476937609203,10742
"Gsynth","Runup placebo","Full sample",8,-0.0646698540115872,0.0153812325029555,-0.0917063019920807,-0.0345686121209369,10742
"Gsynth","Runup placebo","Full sample",9,-0.0663193537296629,0.0155418106267574,-0.0959143360119427,-0.0360567330006019,10742
"Gsynth","Runup placebo","Full sample",10,-0.0721607324745697,0.0166672114059871,-0.103035842120931,-0.0391194421053904,10742
"Gsynth","Runup placebo","Full sample",11,-0.076222506534975,0.0187878481697862,-0.110145479851238,-0.0394132932479075,10742
"Gsynth","Runup placebo","Full sample",12,-0.0838476000777944,0.0205284427390357,-0.120888430949795,-0.0441838158191073,10742
"Gsynth","Runup placebo","Full sample",13,-0.0920005427482261,0.0219402601705804,-0.132200140878141,-0.0482707434684809,10742
"Gsynth","Runup placebo","Full sample",14,-0.0934317606072206,0.023406564482368,-0.135524837069176,-0.0482700954176581,10742
"Gsynth","Runup placebo","Full sample",15,-0.104259297057336,0.0247584914435348,-0.148496610464803,-0.055044562752454,10742
"Gsynth","Runup placebo","Full sample",16,-0.110302423131621,0.0246385190258639,-0.154778247632691,-0.0611282488886698,10742
"Gsynth","Runup placebo","Full sample",17,-0.11908174667743,0.0260290270119878,-0.166509290992779,-0.0665987580469529,10742
"Gsynth","Runup placebo","Full sample",18,-0.124583915844181,0.0268648639186629,-0.173541078167395,-0.0704840314193347,10742
"Gsynth","Runup placebo","Full sample",19,-0.127310898699201,0.0279813809067952,-0.178242172788468,-0.0701370185282144,10742
"Gsynth","Runup placebo","Full sample",20,-0.135167892789249,0.0283141861663206,-0.186029623523693,-0.0751706028932997,10742
"Gsynth","Runup placebo","Full sample",21,-0.139698291534125,0.0289337430717606,-0.193588944094419,-0.0798008626374275,10742
"Gsynth","Runup placebo","Full sample",22,-0.144200772993161,0.0300275770734334,-0.199097817296575,-0.0831456792268517,10742
"Gsynth","Runup placebo","Full sample",23,-0.153343702883689,0.0310095351523776,-0.210407874595335,-0.0908104706516066,10742
"Gsynth","Runup placebo","Full sample",24,-0.157102879228804,0.0326653352396892,-0.217301309704554,-0.0912820890203473,10742
"Gsynth","Runup placebo","Full sample",25,-0.161211196754716,0.0336618522301427,-0.224283016879732,-0.0943258999484388,10742
"Gsynth","Runup placebo","Full sample",26,-0.165869766244987,0.0354488509517829,-0.233755864141903,-0.0961089426916605,10742
"Gsynth","Runup placebo","Full sample",27,-0.174935361307725,0.0372258288763662,-0.245205538131159,-0.0994522354150831,10742
"Gsynth","Runup placebo","Full sample",28,-0.177977389800668,0.0385874482923895,-0.252363590815326,-0.101627382353149,10742
"Gsynth","Runup placebo","Full sample",29,-0.183928751125347,0.0383820998667017,-0.257469457525247,-0.108103035640603,10742
"Gsynth","Runup placebo","Full sample",30,-0.190731948828695,0.039251731721456,-0.266776556955561,-0.114653670113124,10742
"Gsynth","Runup placebo","Full sample",31,-0.195552606571209,0.0401260180671527,-0.274159821467837,-0.117159228449574,10742
"Gsynth","Runup placebo","Full sample",32,-0.202577732383077,0.0407779760386211,-0.283589788139039,-0.122897996914489,10742
"Gsynth","Runup placebo","Full sample",33,-0.207342518687848,0.0417628638647617,-0.289383583611301,-0.124540684792889,10742
"Gsynth","Runup placebo","Full sample",34,-0.212814667357989,0.0425196915051796,-0.298477069556087,-0.12895771110646,10742
"Gsynth","Runup placebo","Full sample",35,-0.217188490480937,0.0464578180666719,-0.310498202734561,-0.128441942800047,10742
"Gsynth","Runup placebo","Full sample",36,-0.216817377266862,0.0464805991886537,-0.310628194178504,-0.129435121210507,10742
"Hybrid SC","Treated","Full sample",0,0.0133359554859358,0.00494730469015065,0.0051448268264638,0.0237767195778656,11416
"Hybrid SC","Treated","Full sample",1,0.00862814643031937,0.00642557074614852,-0.00325522901754456,0.0214595863384375,11416
"Hybrid SC","Treated","Full sample",2,-0.00149141119810517,0.00669313029592076,-0.0141763252344225,0.0119013010266796,11416
"Hybrid SC","Treated","Full sample",3,-0.0189126769170628,0.00888916911703214,-0.0357476579643512,-0.000984536553184145,11416
"Hybrid SC","Treated","Full sample",4,-0.0376455683490377,0.0126880422238959,-0.0619526468661746,-0.0129031811750097,11416
"Hybrid SC","Treated","Full sample",5,-0.0535101248549168,0.0151566358294114,-0.0840130185027707,-0.0234519370087001,11416
"Hybrid SC","Treated","Full sample",6,-0.0667451107912523,0.0167655228496062,-0.0999149206751861,-0.0333304011090693,11416
"Hybrid SC","Treated","Full sample",7,-0.0771053492880322,0.0178992012606138,-0.113453800083378,-0.0415207285872212,11416
"Hybrid SC","Treated","Full sample",8,-0.084719610514212,0.0194732516648231,-0.123569928466879,-0.0474558483225684,11416
"Hybrid SC","Treated","Full sample",9,-0.0971673465294952,0.0213790583308198,-0.14001424239275,-0.0558201275923978,11416
"Hybrid SC","Treated","Full sample",10,-0.11123595141044,0.0238970004314159,-0.158877247562202,-0.0632067421406839,11416
"Hybrid SC","Treated","Full sample",11,-0.12570052631341,0.0260514394095823,-0.17769611255319,-0.0743009229963272,11416
"Hybrid SC","Treated","Full sample",12,-0.139787532402838,0.0286149887062253,-0.195072218502023,-0.0808379122774914,11416
"Hybrid SC","Treated","Full sample",13,-0.150776430771485,0.031337094587541,-0.211407351771523,-0.0870567055156776,11416
"Hybrid SC","Treated","Full sample",14,-0.158292157877096,0.0330375427944045,-0.224547553785374,-0.0922232886070737,11416
"Hybrid SC","Treated","Full sample",15,-0.167783548201402,0.0357202101776365,-0.236231911150484,-0.0970104881384548,11416
"Hybrid SC","Treated","Full sample",16,-0.178083518237513,0.0386334484228557,-0.252060240980323,-0.100540160636674,11416
"Hybrid SC","Treated","Full sample",17,-0.189809170139245,0.0414837800178854,-0.270054937839323,-0.106135376572596,11416
"Hybrid SC","Treated","Full sample",18,-0.205487914731951,0.044840158240222,-0.292265582247874,-0.114461002346222,11416
"Hybrid SC","Treated","Full sample",19,-0.219531343632708,0.0482997110148489,-0.313048821056182,-0.121640689588677,11416
"Hybrid SC","Treated","Full sample",20,-0.234924913473887,0.0525080766882052,-0.334837250938354,-0.128569069079073,11416
"Hybrid SC","Treated","Full sample",21,-0.249565903279649,0.0566278910463488,-0.357383207363608,-0.136836623807738,11416
"Hybrid SC","Treated","Full sample",22,-0.261256045537483,0.0607130405083612,-0.377047234200263,-0.142167754722351,11416
"Hybrid SC","Treated","Full sample",23,-0.274345806401257,0.0652210610438324,-0.398806310198417,-0.150848990756474,11416
"Hybrid SC","Treated","Full sample",24,-0.283597890925686,0.069487733625975,-0.416279154083624,-0.15132975352862,11416
"Hybrid SC","Treated","Full sample",25,-0.29290690074673,0.0740735119258656,-0.435397823055556,-0.154481606384238,11416
"Hybrid SC","Treated","Full sample",26,-0.298790355408324,0.0761590236487857,-0.44388128374908,-0.158298557106961,11416
"Hybrid SC","Treated","Full sample",27,-0.305730201105373,0.0777678603575394,-0.457446952388285,-0.161576691769891,11416
"Hybrid SC","Treated","Full sample",28,-0.309617271410643,0.0798849818394843,-0.465518040394291,-0.162161339419409,11416
"Hybrid SC","Treated","Full sample",29,-0.317525166371379,0.0826131156737037,-0.478577667669292,-0.166926842687228,11416
"Hybrid SC","Treated","Full sample",30,-0.329800694343393,0.0891169783334935,-0.50153972990855,-0.168575945500903,11416
"Hybrid SC","Treated","Full sample",31,-0.341922225491836,0.0952257731408633,-0.525834511900295,-0.168449847258826,11416
"Hybrid SC","Treated","Full sample",32,-0.353062357449926,0.100649642852618,-0.551431013257199,-0.170146367879409,11416
"Hybrid SC","Treated","Full sample",33,-0.365996606928445,0.107018823113156,-0.582918366351734,-0.174360487548625,11416
"Hybrid SC","Treated","Full sample",34,-0.379942591169652,0.116808737762419,-0.622531131352387,-0.174945744246376,11416
"Hybrid SC","Treated","Full sample",35,-0.395568301641164,0.127777389030032,-0.656066040580255,-0.178907068689069,11416
"Hybrid SC","Treated","Full sample",36,-0.408250175222364,0.139003714502402,-0.697777210005487,-0.178854350495954,11416
"Hybrid SC","Random placebo","Full sample",0,-0.00634094565981453,0.00198484971407564,-0.0101419461824933,-0.00246658263180534,15526
"Hybrid SC","Random placebo","Full sample",1,-0.0166271716148014,0.0040647739481909,-0.0244540841641492,-0.00895189720139048,15526
"Hybrid SC","Random placebo","Full sample",2,-0.022296376733564,0.00557577039834264,-0.0334042494693047,-0.0116335229010835,15526
"Hybrid SC","Random placebo","Full sample",3,-0.030735812901473,0.00723333820908524,-0.0453572519944859,-0.0172646324600146,15526
"Hybrid SC","Random placebo","Full sample",4,-0.04248362143471,0.00919335279591118,-0.0606841819839949,-0.0254848220233584,15526
"Hybrid SC","Random placebo","Full sample",5,-0.0521250955998165,0.0117843024321965,-0.076119665830003,-0.0313003574043629,15526
"Hybrid SC","Random placebo","Full sample",6,-0.0609541674882257,0.0140379997323678,-0.089525548418034,-0.035216386204969,15526
"Hybrid SC","Random placebo","Full sample",7,-0.0697358714674721,0.0162932561996577,-0.102744533293137,-0.0406786683394023,15526
"Hybrid SC","Random placebo","Full sample",8,-0.0778898217170808,0.0183919805998795,-0.115461908758585,-0.0448699010548672,15526
"Hybrid SC","Random placebo","Full sample",9,-0.0839108697866866,0.0206219624871127,-0.125798793381097,-0.0461557969941893,15526
"Hybrid SC","Random placebo","Full sample",10,-0.0916327327374782,0.0224302423585657,-0.13692955099436,-0.0512321515082963,15526
"Hybrid SC","Random placebo","Full sample",11,-0.0987411262848649,0.0244070409423363,-0.148868013220543,-0.0532340379950249,15526
"Hybrid SC","Random placebo","Full sample",12,-0.103976006652722,0.026122439732287,-0.158418027852092,-0.055605270760956,15526
"Hybrid SC","Random placebo","Full sample",13,-0.113377469738298,0.0281384724504508,-0.172249606079851,-0.0615392113844798,15526
"Hybrid SC","Random placebo","Full sample",14,-0.121339114853429,0.0298054244383912,-0.184105630034076,-0.0666025045515127,15526
"Hybrid SC","Random placebo","Full sample",15,-0.128753927627515,0.0310454923050321,-0.192635638027013,-0.0712683281353543,15526
"Hybrid SC","Random placebo","Full sample",16,-0.134167880915906,0.0318614922362353,-0.198498328538142,-0.0753010668920246,15526
"Hybrid SC","Random placebo","Full sample",17,-0.13807350092841,0.0324468987375373,-0.202373438294313,-0.0779952601696566,15526
"Hybrid SC","Random placebo","Full sample",18,-0.143903846458398,0.033857862812968,-0.210964759942679,-0.0815032656168826,15526
"Hybrid SC","Random placebo","Full sample",19,-0.149480970822231,0.0346991317631191,-0.219401059326291,-0.0853461479022043,15526
"Hybrid SC","Random placebo","Full sample",20,-0.15602241456573,0.0361590414799221,-0.227710547559494,-0.089196346019983,15526
"Hybrid SC","Random placebo","Full sample",21,-0.164253936572738,0.0376952861070622,-0.240729926390756,-0.094174760052509,15526
"Hybrid SC","Random placebo","Full sample",22,-0.17083827504312,0.0389437071695583,-0.250861118448055,-0.0987416692613944,15526
"Hybrid SC","Random placebo","Full sample",23,-0.173085910154598,0.0396342459317484,-0.25405206859908,-0.0985449581354206,15526
"Hybrid SC","Random placebo","Full sample",24,-0.174938258299627,0.039686842042351,-0.255901186377121,-0.0997351462765579,15526
"Hybrid SC","Random placebo","Full sample",25,-0.178016972214544,0.0398752547165896,-0.257347509394156,-0.100807224723208,15526
"Hybrid SC","Random placebo","Full sample",26,-0.182037763397603,0.040104509522277,-0.260998260226338,-0.104079985048596,15526
"Hybrid SC","Random placebo","Full sample",27,-0.185511899155334,0.0400271886220456,-0.263092740520579,-0.106480404581225,15526
"Hybrid SC","Random placebo","Full sample",28,-0.190300875792206,0.0413640869391329,-0.266930593942684,-0.108609558709131,15526
"Hybrid SC","Random placebo","Full sample",29,-0.193789571634634,0.0415129090890635,-0.269225892172454,-0.109080158495101,15526
"Hybrid SC","Random placebo","Full sample",30,-0.196992634000134,0.0414679481973911,-0.272367228076022,-0.112052524649156,15526
"Hybrid SC","Random placebo","Full sample",31,-0.195242293650631,0.0405226329103109,-0.269180607025168,-0.110833938100749,15526
"Hybrid SC","Random placebo","Full sample",32,-0.19607547471062,0.0402403009856604,-0.268877220150791,-0.111713322324175,15526
"Hybrid SC","Random placebo","Full sample",33,-0.197935963923073,0.0401774129790905,-0.271641233989005,-0.114997677383807,15526
"Hybrid SC","Random placebo","Full sample",34,-0.203389414144326,0.0408337692345894,-0.277994625341232,-0.117050059030703,15526
"Hybrid SC","Random placebo","Full sample",35,-0.206330356037424,0.0407881144520192,-0.280080138563987,-0.120330372760742,15526
"Hybrid SC","Random placebo","Full sample",36,-0.206099657317971,0.0405232420471728,-0.278314751661496,-0.118520946901666,15526
"Hybrid SC","Runup placebo","Full sample",0,-0.00918703307668992,0.00243049714928394,-0.0137174357747922,-0.00425434776141784,11416
"Hybrid SC","Runup placebo","Full sample",1,-0.0145246084489961,0.0038826489176078,-0.0219429732462922,-0.00681918676449195,11416
"Hybrid SC","Runup placebo","Full sample",2,-0.0222921057964129,0.00568021885099259,-0.0332042922299111,-0.0114417342294029,11416
"Hybrid SC","Runup placebo","Full sample",3,-0.0330956012385531,0.00751261409286851,-0.0476544188277718,-0.0190664762605652,11416
"Hybrid SC","Runup placebo","Full sample",4,-0.04132345652287,0.00972018612780083,-0.06018312654854,-0.0228826208296354,11416
"Hybrid SC","Runup placebo","Full sample",5,-0.046432777411381,0.011301557198313,-0.067800141891879,-0.0251748879726669,11416
"Hybrid SC","Runup placebo","Full sample",6,-0.0544256107609762,0.0130152740998793,-0.0797578920999956,-0.0301519549760501,11416
"Hybrid SC","Runup placebo","Full sample",7,-0.0632009281169691,0.0149368895281169,-0.0916727344179867,-0.0350780814920362,11416
"Hybrid SC","Runup placebo","Full sample",8,-0.0730666927513448,0.0163642885718038,-0.104202881833142,-0.0419768590838083,11416
"Hybrid SC","Runup placebo","Full sample",9,-0.0807054870688621,0.0180446186741287,-0.115214795565357,-0.0461024738082496,11416
"Hybrid SC","Runup placebo","Full sample",10,-0.0862854050146616,0.0198226388507638,-0.124185621141536,-0.0487388891854825,11416
"Hybrid SC","Runup placebo","Full sample",11,-0.0934993181186405,0.0212125958865505,-0.136429339674917,-0.0526006666047091,11416
"Hybrid SC","Runup placebo","Full sample",12,-0.0998670362137764,0.0229067539792273,-0.145828494694421,-0.0560599917326368,11416
"Hybrid SC","Runup placebo","Full sample",13,-0.10763832734793,0.0246574189701795,-0.157422128417215,-0.0601027610186034,11416
"Hybrid SC","Runup placebo","Full sample",14,-0.114105432975198,0.0261807902263388,-0.166526757161906,-0.0627876784063763,11416
"Hybrid SC","Runup placebo","Full sample",15,-0.12037787867282,0.0277213594090421,-0.176028762509326,-0.0658588467914958,11416
"Hybrid SC","Runup placebo","Full sample",16,-0.126587264723142,0.0293480976825343,-0.184680575310553,-0.0690783989974944,11416
"Hybrid SC","Runup placebo","Full sample",17,-0.132402305881033,0.0304445403258965,-0.192992087905655,-0.0738161564164714,11416
"Hybrid SC","Runup placebo","Full sample",18,-0.139355716171413,0.0317217706740217,-0.201672354693817,-0.077999034102074,11416
"Hybrid SC","Runup placebo","Full sample",19,-0.146191145232725,0.0331189992867451,-0.212761236528041,-0.0826066578488834,11416
"Hybrid SC","Runup placebo","Full sample",20,-0.151255573120628,0.0341319413085605,-0.219827260326397,-0.0851819120719817,11416
"Hybrid SC","Runup placebo","Full sample",21,-0.155754826175755,0.0352252702061759,-0.225372607803103,-0.0865654351297631,11416
"Hybrid SC","Runup placebo","Full sample",22,-0.159688792769068,0.0357472253085448,-0.231062926106372,-0.089164691185186,11416
"Hybrid SC","Runup placebo","Full sample",23,-0.16512308945691,0.0358036824358946,-0.237584967771321,-0.0941901110908919,11416
"Hybrid SC","Runup placebo","Full sample",24,-0.172418513316614,0.0359747819344558,-0.245087432750186,-0.101036256131437,11416
"Hybrid SC","Runup placebo","Full sample",25,-0.177514284501103,0.0364875628474529,-0.250621030205175,-0.103819512323663,11416
"Hybrid SC","Runup placebo","Full sample",26,-0.182352859806796,0.0381068316073983,-0.257555010929635,-0.105095075627805,11416
"Hybrid SC","Runup placebo","Full sample",27,-0.184971641471021,0.0383768552453599,-0.258547507995323,-0.10766187192429,11416
"Hybrid SC","Runup placebo","Full sample",28,-0.185947189602111,0.0390824044626264,-0.260588857042609,-0.107962752287128,11416
"Hybrid SC","Runup placebo","Full sample",29,-0.191092339436649,0.0395092877083559,-0.265148727044588,-0.110980854875463,11416
"Hybrid SC","Runup placebo","Full sample",30,-0.188082808700071,0.0393990168387918,-0.262747289595666,-0.109402917430823,11416
"Hybrid SC","Runup placebo","Full sample",31,-0.192578324964149,0.0391738715730593,-0.267536294085912,-0.114185381336074,11416
"Hybrid SC","Runup placebo","Full sample",32,-0.196346517844512,0.0399039369488277,-0.271194393369278,-0.115283382801229,11416
"Hybrid SC","Runup placebo","Full sample",33,-0.199807481199754,0.0401015847671549,-0.274235236926323,-0.119344764290689,11416
"Hybrid SC","Runup placebo","Full sample",34,-0.201021625801997,0.0400275096913915,-0.27524017298811,-0.118804508942032,11416
"Hybrid SC","Runup placebo","Full sample",35,-0.202538986164207,0.039324627905303,-0.275977578283658,-0.121283161321595,11416
