"method","subsample","event_date","mean_car","se","boot_se","lo","hi","n","metric"
"Gsynth","Stock merger",79,-0.0516597238013074,0.0052919673537894,0.013889961269959,-0.0806095203296091,-0.0263776454843558,5592,"arith"
"Gsynth","Stock merger",80,-0.0524838062810643,0.00535399262294825,0.0138920540476762,-0.0814988238701049,-0.027056796160171,5592,"arith"
"Gsynth","Stock merger",81,-0.0531305796879454,0.0053913452012237,0.0135859455409826,-0.0812199784212093,-0.0279851047511243,5592,"arith"
"Gsynth","Stock merger",82,-0.0543125637735343,0.00543250094855606,0.0134921765238612,-0.081987983754948,-0.0294184413392136,5592,"arith"
"Gsynth","Stock merger",83,-0.0551729503730167,0.00548516734155936,0.0136622881284243,-0.0832281213184227,-0.0298378754071486,5592,"arith"
"Gsynth","Stock merger",84,-0.0554923309886936,0.00554130572159915,0.0138242846830347,-0.0841539023225076,-0.030018132792915,5592,"arith"
"Gsynth","Stock merger",85,-0.056768135066372,0.00556795887605603,0.0140875081320894,-0.0861449128290967,-0.0311897289119523,5592,"arith"
"Gsynth","Stock merger",86,-0.057307971089806,0.00561423079716774,0.0143168276958331,-0.0872685879140767,-0.0313533768047055,5592,"arith"
"Gsynth","Stock merger",87,-0.0585003292245417,0.00562262938473494,0.0148366149868423,-0.0898629982487415,-0.0315659940870521,5592,"arith"
"Gsynth","Stock merger",88,-0.0595382312637903,0.00565337377718374,0.0147537235927246,-0.0902341995969375,-0.0322519046714343,5592,"arith"
"Gsynth","Stock merger",89,-0.0600901547871577,0.005681185228929,0.014817647926406,-0.0912628696204076,-0.0330112519380997,5592,"arith"
"Gsynth","Stock merger",90,-0.0623520046504506,0.00571900920167721,0.0149328536581971,-0.0936506812521064,-0.0351098320992652,5592,"arith"
"Gsynth","Stock merger",91,-0.0634777390060748,0.00575569500540426,0.0149326155307078,-0.0948756001731076,-0.0359444699179981,5592,"arith"
"Gsynth","Stock merger",92,-0.0628386754672493,0.00580398797593699,0.0153405539273875,-0.0952602999683992,-0.0351597926935572,5592,"arith"
"Gsynth","Stock merger",93,-0.0635914992995598,0.0058297581819874,0.0154897496372675,-0.0966246558465297,-0.0355268282375372,5592,"arith"
"Gsynth","Stock merger",94,-0.0645469629201161,0.00584450846242166,0.0157488095955067,-0.0980566126317185,-0.0362297721323428,5592,"arith"
"Gsynth","Stock merger",95,-0.064747658477035,0.00588443923339264,0.0157969461717986,-0.098132959265695,-0.0362726918075115,5592,"arith"
"Gsynth","Stock merger",96,-0.0663110159025144,0.00592148220117978,0.0160744646358543,-0.10012471925167,-0.0371544406754716,5592,"arith"
"Gsynth","Stock merger",97,-0.0673828128546101,0.00596616039422146,0.0161912897895365,-0.101786023608609,-0.0381884358155325,5592,"arith"
"Gsynth","Stock merger",98,-0.0693807760343861,0.00601082631734643,0.0164713867283738,-0.104341249908098,-0.0396281041294464,5592,"arith"
"Gsynth","Stock merger",99,-0.0698921912700561,0.00604020943526236,0.0163671070395345,-0.104641169709992,-0.0396571219218772,5592,"arith"
"Gsynth","Stock merger",100,-0.0704751288866001,0.00606627578732571,0.0165418817154913,-0.105555778948893,-0.0398589918494318,5592,"arith"
"Gsynth","Stock merger",101,-0.0726510615438113,0.00610746756425774,0.0170610275364342,-0.108008402126153,-0.0409960294211223,5592,"arith"
"Gsynth","Stock merger",102,-0.0728594804426792,0.0061422210171843,0.0170951177938821,-0.109087630606367,-0.0408006299652652,5592,"arith"
"Gsynth","Stock merger",103,-0.0742993908073019,0.00615231675320685,0.0170474557216665,-0.110604591203482,-0.0428316240052535,5592,"arith"
"Gsynth","Stock merger",104,-0.0753153219314628,0.00617169507814517,0.0171686007175707,-0.111805810057887,-0.0438968108210124,5592,"arith"
"Gsynth","Stock merger",105,-0.0749188466003398,0.00621414522377068,0.0174869071675926,-0.11231470756377,-0.0430912906804778,5592,"arith"
"Gsynth","Stock merger",106,-0.076343420624954,0.00624089683085103,0.0176640205392951,-0.113282143996805,-0.0442151507680224,5592,"arith"
"Gsynth","Stock merger",107,-0.0773463062781102,0.00626428119646528,0.0175202775843019,-0.113944436080825,-0.0452181731968567,5592,"arith"
"Gsynth","Stock merger",108,-0.0776767158505496,0.00631392800348178,0.0179411655929395,-0.114808028023331,-0.0446436869872717,5592,"arith"
"Gsynth","Stock merger",109,-0.0792625163561109,0.00634088869833846,0.0175660745462015,-0.115777259869489,-0.0469595852457754,5592,"arith"
"Gsynth","Stock merger",110,-0.0804979282094646,0.00637765968780897,0.017627906279517,-0.116936301678604,-0.047541701358386,5592,"arith"
"Gsynth","Stock merger",111,-0.081281193350338,0.00642185437277574,0.0182943164250965,-0.11888051752174,-0.0472789605804536,5592,"arith"
"Gsynth","Stock merger",112,-0.0830950735377163,0.00644273424801763,0.0183197052458325,-0.120561839254566,-0.0487307076787146,5592,"arith"
"Gsynth","Stock merger",113,-0.0834700083415382,0.00651074999384552,0.0181478581393432,-0.120839009152597,-0.049523364362426,5592,"arith"
"Gsynth","Stock merger",114,-0.0838611448304657,0.00656752861800452,0.018402376715947,-0.121758145983071,-0.0492142445355165,5592,"arith"
"Gsynth","Stock merger",115,-0.0850276195003956,0.00657844627303681,0.0185183823263551,-0.122906080401523,-0.0503482896820347,5592,"arith"
"Gsynth","Stock merger",116,-0.0858180694620283,0.00662982680667627,0.0188377265418343,-0.124716560918907,-0.0505784849200637,5592,"arith"
"Gsynth","Stock merger",117,-0.0872421199282357,0.00665259854808133,0.0189483629419979,-0.126520965433681,-0.0516738953470287,5592,"arith"
"Gsynth","Stock merger",118,-0.0872778602152877,0.00672992848814945,0.0193815919024916,-0.127421270653307,-0.0504919382965894,5592,"arith"
"Gsynth","Stock merger",119,-0.0887964237751951,0.00676102009039948,0.0197158266713567,-0.129395030913987,-0.0516685613922829,5592,"arith"
"Gsynth","Stock merger",120,-0.0901022620785591,0.00679411345821361,0.0200059113302467,-0.131638537696319,-0.0524824156076417,5592,"arith"
"Gsynth","Stock merger",121,-0.0912100374648982,0.00681395878501293,0.0198607188632151,-0.132350297934039,-0.0539758843461241,5592,"arith"
"Gsynth","Stock merger",122,-0.0915727204698924,0.00685379630484381,0.0200640797791301,-0.132771033924369,-0.0541575246650868,5592,"arith"
"Gsynth","Stock merger",123,-0.0920649356417268,0.00689853637841853,0.0198224458015581,-0.132945105095604,-0.0546603770691141,5592,"arith"
"Gsynth","Stock merger",124,-0.0920663067031967,0.00694766502199228,0.0197313387744407,-0.132925020154607,-0.054448643734949,5592,"arith"
"Gsynth","Stock merger",125,-0.0935552809422917,0.00699753176601044,0.0198839402485028,-0.134275631737653,-0.0562790830759547,5592,"arith"
"Gsynth","Stock merger",126,-0.0937977806331894,0.00702372360470631,0.0202761138021176,-0.13553313981229,-0.0556829610496599,5592,"arith"
"Gsynth","Stock merger",127,-0.0947903142762724,0.00704150312921727,0.0202953867806638,-0.136484085630608,-0.0567580679803223,5592,"arith"
"Gsynth","Stock merger",128,-0.0965139095985421,0.00707886749137461,0.0202428424169131,-0.137783824018211,-0.0581512541818097,5592,"arith"
"Gsynth","Stock merger",129,-0.0983550755178312,0.00711619042101853,0.020643985139183,-0.140289499092756,-0.0595273118913161,5592,"arith"
"Gsynth","Stock merger",130,-0.0996303283474379,0.00717158033144271,0.0205859760763265,-0.141253176198361,-0.0611861016382389,5592,"arith"
"Gsynth","Stock merger",131,-0.100274759248472,0.00721866675170975,0.0211022485549058,-0.143491388946183,-0.0610600876435624,5592,"arith"
"Gsynth","Stock merger",132,-0.102070652812159,0.00726116120896552,0.0210857182239771,-0.145317338421638,-0.0631916405292303,5592,"arith"
"Gsynth","Stock merger",133,-0.101950082458873,0.00733959799676216,0.0210245470845526,-0.145196344731228,-0.0627579818841469,5592,"arith"
"Gsynth","Stock merger",134,-0.103963958401686,0.00739008484218098,0.0209076729390816,-0.146691688833707,-0.0642486633173908,5592,"arith"
"Gsynth","Stock merger",135,-0.10546630354311,0.00742142668151496,0.0210330434027238,-0.148787448216804,-0.0657456730804504,5592,"arith"
"Gsynth","Stock merger",136,-0.105577916100151,0.00742240751910792,0.0210415457095047,-0.149141137792513,-0.0663196924492073,5592,"arith"
"Gsynth","Stock merger",137,-0.105616005057289,0.00748017384618508,0.0208723898889871,-0.1492584258198,-0.0662575783931194,5592,"arith"
"Gsynth","Stock merger",138,-0.106438542056922,0.0075162728924585,0.0209510359828274,-0.149360177391059,-0.0664475087813158,5592,"arith"
"Gsynth","Stock merger",139,-0.106703965360841,0.00756196980954951,0.021228426685331,-0.150527981163018,-0.0665486877045359,5592,"arith"
"Gsynth","Stock merger",140,-0.108034195060752,0.0076039814860133,0.0213743989126667,-0.152565961760499,-0.0681581302297172,5592,"arith"
"Gsynth","Stock merger",141,-0.108704743131526,0.00762265059036722,0.0216721716774426,-0.153367898069627,-0.0685045439816223,5592,"arith"
"Gsynth","Stock merger",142,-0.107925463656178,0.007654600641664,0.0219289064060751,-0.15277706191314,-0.0669500661153804,5592,"arith"
"Gsynth","Stock merger",143,-0.109353321725101,0.00772122173516328,0.0221124320528076,-0.153807724861985,-0.0676886212981432,5592,"arith"
"Gsynth","Stock merger",144,-0.109668017384712,0.00777854629323842,0.022408992689969,-0.154426567090832,-0.0672809769073191,5592,"arith"
"Gsynth","Stock merger",145,-0.110259624185517,0.00783381025447612,0.0224283676585984,-0.155371940105525,-0.0677226159909936,5592,"arith"
"Gsynth","Stock merger",146,-0.110994369567926,0.00786634241007642,0.0225539281271941,-0.155537843211389,-0.0684021170383896,5592,"arith"
"Gsynth","Stock merger",147,-0.112329266352815,0.00790821239632064,0.0225447387446365,-0.157035405152863,-0.0696261793759049,5592,"arith"
"Gsynth","Stock merger",148,-0.112904792801349,0.00795888691931758,0.0227013618324181,-0.157934512660756,-0.0699270944160586,5592,"arith"
"Gsynth","Stock merger",149,-0.113922897470926,0.00799299826606701,0.0225039483642397,-0.157999706952314,-0.0710840030716051,5592,"arith"
"Gsynth","Stock merger",150,-0.115453470680136,0.00804281894228118,0.0228870131664846,-0.161417787195619,-0.0712960426426859,5592,"arith"
"Gsynth","Stock merger",151,-0.115183576361317,0.00807812994543518,0.0232853804376732,-0.161341517649572,-0.0702694367911375,5592,"arith"
"Gsynth","Stock merger",152,-0.115716564468413,0.00810235141532159,0.0234117378743678,-0.161884662596728,-0.0706070769477764,5592,"arith"
"Gsynth","Stock merger",153,-0.117189148572066,0.00814721029233506,0.0237765853036945,-0.164072698741919,-0.0707176529157422,5592,"arith"
"Gsynth","Stock merger",154,-0.117609570329978,0.0081814796400683,0.0236218709610252,-0.164366879176389,-0.0716940643789583,5592,"arith"
"Gsynth","Stock merger",155,-0.117937838084201,0.00822782294664555,0.0234525061705135,-0.164154757817017,-0.0725572654960053,5592,"arith"
"Gsynth","Stock merger",156,-0.118404314572502,0.00827200496274814,0.0234327837199656,-0.164452148318348,-0.0733482323925602,5592,"arith"
"Gsynth","Stock merger",157,-0.119806029679195,0.0083052090991431,0.0240628871205576,-0.166678159865734,-0.0736333036261241,5592,"arith"
"Gsynth","Stock merger",158,-0.119767907369151,0.00834954665983101,0.0242820155596762,-0.167565883510847,-0.0734408986447027,5592,"arith"
"Gsynth","Stock merger",159,-0.12049251699986,0.00840946626710094,0.024377663791987,-0.168321062451207,-0.0738798150774713,5592,"arith"
"Gsynth","Stock merger",160,-0.120537460818851,0.00844704910909847,0.0242518435901237,-0.168073377330407,-0.0736677159442295,5592,"arith"
"Gsynth","Stock merger",161,-0.121480097445355,0.00847800045999706,0.024583450207694,-0.169922488135697,-0.0738174925157141,5592,"arith"
"Gsynth","Stock merger",162,-0.123460256374305,0.00850315014899887,0.0247590168106678,-0.172973262018919,-0.0753904786886264,5592,"arith"
"Gsynth","Stock merger",163,-0.124552500394134,0.00854414958598198,0.0251139423012656,-0.17428921754538,-0.0760460114358397,5592,"arith"
"Gsynth","Stock merger",164,-0.126378942868831,0.00859062971317129,0.0253290371480454,-0.1756303165035,-0.0773612546437893,5592,"arith"
"Gsynth","Stock merger",165,-0.12694216439207,0.00862304763300187,0.0254100273434686,-0.176840867123013,-0.0771050074138613,5592,"arith"
"Gsynth","Stock merger",166,-0.127330247974291,0.00864303543846703,0.0254568385750178,-0.176874458566295,-0.0778781699859945,5592,"arith"
"Gsynth","Stock merger",167,-0.127630159599288,0.00869183310927049,0.0256735173045477,-0.177642354004503,-0.0772362203930113,5592,"arith"
"Gsynth","Stock merger",168,-0.128718833451215,0.00875369987124761,0.0259116269750931,-0.178876097270619,-0.077760267825461,5592,"arith"
"Gsynth","Stock merger",169,-0.129325429079448,0.00879220311702221,0.0261807370095468,-0.179668513350489,-0.0777910823740388,5592,"arith"
"Gsynth","Stock merger",170,-0.130699790217168,0.00882179356721771,0.0261037192244168,-0.181082921921358,-0.0794263481646392,5592,"arith"
"Gsynth","Stock merger",171,-0.131493826970681,0.00888014169532563,0.0262058861863796,-0.181882899166093,-0.0806823404182412,5592,"arith"
"Gsynth","Stock merger",172,-0.131969372951881,0.00891056073580367,0.0262294270693186,-0.182739314769871,-0.080830883680782,5592,"arith"
"Gsynth","Stock merger",173,-0.133048262903308,0.00897037890490869,0.0263419268718267,-0.184475452165669,-0.0818904095106854,5592,"arith"
"Gsynth","Stock merger",174,-0.133681115469792,0.00902294008738704,0.0264173515662926,-0.185228154925994,-0.0823374637703162,5592,"arith"
"Gsynth","Stock merger",175,-0.134424769425545,0.00904115955836987,0.0264579880781942,-0.186115373503426,-0.0828583219681147,5592,"arith"
"Gsynth","Stock merger",176,-0.13503788935055,0.00906124842331276,0.0263304194382162,-0.186644032904719,-0.0841189661138762,5592,"arith"
"Gsynth","Stock merger",177,-0.135285689130848,0.00909103719292281,0.0263328445446998,-0.187185899095237,-0.0840889164122737,5592,"arith"
"Gsynth","Stock merger",178,-0.135660705435297,0.00911654673726173,0.0262540714891927,-0.18747180649383,-0.0846749466579998,5592,"arith"
"Gsynth","Stock merger",179,-0.137817521793368,0.00916418755025959,0.026341184818242,-0.1892143581049,-0.0865059633032546,5592,"arith"
"Gsynth","Stock merger",180,-0.14016382167234,0.00919402658418677,0.0266382305005556,-0.192141693845715,-0.0888151691128502,5592,"arith"
"Gsynth","Stock merger",181,-0.140482718958543,0.00923873020085266,0.0264048814493963,-0.192002406904603,-0.0892725381020872,5592,"arith"
"Gsynth","Stock merger",182,-0.141179071549757,0.00930150482811191,0.0261874502293766,-0.192982441113394,-0.0908208309561537,5592,"arith"
"Gsynth","Stock merger",183,-0.141182711628261,0.00933869264402838,0.0261913805512952,-0.192732366719937,-0.0901636956047658,5592,"arith"
"Gsynth","Stock merger",184,-0.141260244137705,0.00940029553057031,0.0265204795491336,-0.193268880936614,-0.0888800993748153,5592,"arith"
"Gsynth","Stock merger",185,-0.142431373651542,0.00942322231761785,0.0267568451976679,-0.194602476427435,-0.0902395612866123,5592,"arith"
"Gsynth","Stock merger",186,-0.143506972671891,0.00948941042047738,0.0267407996839877,-0.195734042529492,-0.0907408920625664,5592,"arith"
"Gsynth","Stock merger",187,-0.14417155530455,0.00953689463554604,0.026818172336541,-0.196483157424938,-0.0915679036692894,5592,"arith"
"Gsynth","Stock merger",188,-0.144054758656706,0.00958312292189935,0.0271120627913379,-0.196978678008259,-0.0913856756230888,5592,"arith"
"Gsynth","Stock merger",189,-0.144944676448112,0.00962940141989578,0.0268904480132526,-0.197186411057759,-0.0921162729271826,5592,"arith"
"Gsynth","Stock merger",190,-0.145309721743961,0.00967495239361436,0.0269104281616232,-0.197402770591528,-0.0929417305580398,5592,"arith"
"Gsynth","Stock merger",191,-0.146199963461174,0.00970527984133436,0.0270181624699476,-0.198840096019726,-0.0927658707047158,5592,"arith"
"Gsynth","Stock merger",192,-0.146440508730732,0.00973878373779649,0.0270467197631013,-0.199313461568525,-0.0940486040292485,5592,"arith"
"Gsynth","Stock merger",193,-0.14765492986796,0.00977994297146841,0.0270106238464821,-0.200338029589094,-0.0941619902135978,5592,"arith"
"Gsynth","Stock merger",194,-0.14867655537465,0.00981181767183538,0.026873124043982,-0.200935509835012,-0.0953565561762805,5592,"arith"
"Gsynth","Stock merger",195,-0.149971696246763,0.00987454485760513,0.0272787962811272,-0.203560154827591,-0.0956509336897732,5592,"arith"
"Gsynth","Stock merger",196,-0.151709332525457,0.00992019087331225,0.0274243080269956,-0.205559123253405,-0.0983681246786971,5592,"arith"
"Gsynth","Stock merger",197,-0.151547422468681,0.00996620398371339,0.0275740477052381,-0.20513394461876,-0.0973563087755842,5592,"arith"
"Gsynth","Stock merger",198,-0.153748133450281,0.0100196670006939,0.02769442553056,-0.208303200308954,-0.0995446449038854,5592,"arith"
"Gsynth","Stock merger",199,-0.154161807333335,0.0100339196382727,0.0278206988157551,-0.208714166955022,-0.101510761950178,5592,"arith"
"Gsynth","Stock merger",200,-0.154153925536138,0.0100655311938711,0.0281121310705976,-0.20949377653043,-0.100264212079354,5592,"arith"
"Gsynth","Stock merger",201,-0.153935566353499,0.0101079961231371,0.0279777142579382,-0.208890737220669,-0.100491405518894,5592,"arith"
"Gsynth","Stock merger",202,-0.154437869712648,0.0101424706402685,0.0281132273121353,-0.209765780924494,-0.101405973574695,5592,"arith"
"Gsynth","Stock merger",203,-0.156074523355657,0.0101966882655548,0.0284849506431025,-0.212282071604851,-0.102563671641362,5592,"arith"
"Gsynth","Stock merger",204,-0.157408587518466,0.0102335050847441,0.0286909302327033,-0.21384901712764,-0.103356576435587,5592,"arith"
"Gsynth","Stock merger",205,-0.158461462820284,0.0103127864761048,0.0289185137874571,-0.215160923344928,-0.103283752120527,5592,"arith"
"Gsynth","Stock merger",206,-0.159291738042751,0.010331102065664,0.029031890666734,-0.216526523473999,-0.103156873253926,5592,"arith"
"Gsynth","Stock merger",207,-0.1594425833071,0.010398559778125,0.029337127511706,-0.217335413715147,-0.102289354367451,5592,"arith"
"Gsynth","Stock merger",208,-0.160569456843394,0.0104083376239014,0.0292037931526278,-0.218061656390171,-0.104041291137212,5592,"arith"
"Gsynth","Stock merger",209,-0.160522517730518,0.0104361970480135,0.0292808441206772,-0.21816509700042,-0.103897063064241,5592,"arith"
"Gsynth","Stock merger",210,-0.161396448561125,0.0104919353996896,0.0294303205165429,-0.21929634901772,-0.104020636691626,5592,"arith"
"Gsynth","Stock merger",211,-0.163643652811015,0.0105401614848634,0.0298307219177468,-0.22199717305169,-0.105158331137325,5592,"arith"
"Gsynth","Stock merger",212,-0.164601301283641,0.0105791080131509,0.0300292522963121,-0.223524869177233,-0.105537031754112,5592,"arith"
"Gsynth","Stock merger",213,-0.164662293432293,0.0106207468657373,0.0296643870228637,-0.222691096629573,-0.106032411392859,5592,"arith"
"Gsynth","Stock merger",214,-0.165416652999541,0.0106735318788475,0.0297577177775296,-0.223263038328562,-0.106561452605385,5592,"arith"
"Gsynth","Stock merger",215,-0.167262722748667,0.0107188809806896,0.0301609075307563,-0.225331613915245,-0.107676059446327,5592,"arith"
"Gsynth","Stock merger",216,-0.167781507253472,0.0107402185757542,0.0300772078826736,-0.225508698714409,-0.108318052054461,5592,"arith"
"Gsynth","Stock merger",217,-0.168219948597934,0.0107555549629938,0.0301945472004582,-0.22600828597891,-0.10902896884533,5592,"arith"
"Gsynth","Stock merger",218,-0.168312589460643,0.0107893779711876,0.0304382398777286,-0.226805628336779,-0.109038504753576,5592,"arith"
"Gsynth","Stock merger",219,-0.168967801985645,0.0108343859031996,0.0306628799440195,-0.227904842671649,-0.109416857729099,5592,"arith"
"Gsynth","Stock merger",220,-0.170596072211991,0.0108667418571062,0.0305331994940878,-0.229407080006793,-0.111385073234993,5592,"arith"
"Gsynth","Stock merger",221,-0.172929481404683,0.0108995452010559,0.0307431394216799,-0.231988898378325,-0.112923498295516,5592,"arith"
"Gsynth","Stock merger",222,-0.173264547400599,0.0109557264273021,0.0312640147176102,-0.233720435876183,-0.112630959297138,5592,"arith"
"Gsynth","Stock merger",223,-0.174512809582283,0.0109779804373671,0.0311497566492217,-0.234671578571795,-0.114196338303127,5592,"arith"
"Gsynth","Stock merger",224,-0.175062666133645,0.0110229044911561,0.0310128303271386,-0.235308968977225,-0.115112746866822,5592,"arith"
"Gsynth","Stock merger",225,-0.176137012927545,0.0110550507143677,0.0311067040340227,-0.236243899207663,-0.115649854515094,5592,"arith"
"Gsynth","Stock merger",226,-0.176442152688256,0.0110868361101011,0.0315047335273189,-0.237666308955235,-0.114608482511876,5592,"arith"
"Gsynth","Stock merger",227,-0.177033299906659,0.0111389019433761,0.0316444895002346,-0.238392573405863,-0.115529133771524,5592,"arith"
"Gsynth","Stock merger",228,-0.178452843031425,0.0111727315898588,0.0315279444163789,-0.239643551548569,-0.11626858141838,5592,"arith"
"Gsynth","Stock merger",229,-0.177725108080887,0.0112206411475716,0.031594767887768,-0.237792233001601,-0.11570780558417,5592,"arith"
"Gsynth","Stock merger",230,-0.178509049216623,0.0112711884273685,0.0317092206121374,-0.238651374935985,-0.117561623691928,5592,"arith"
"Gsynth","Stock merger",231,-0.180071568873707,0.0113372660317174,0.0318451534323941,-0.242173886149723,-0.116613417364545,5592,"arith"
"Gsynth","Stock merger",232,-0.181687029656096,0.0113587927604018,0.0320293017177505,-0.244047336821006,-0.119507399141297,5592,"arith"
"Gsynth","Stock merger",233,-0.182473789824828,0.0114185387401419,0.032128278074724,-0.244230322999329,-0.119908999636981,5592,"arith"
"Gsynth","Stock merger",234,-0.183255351545049,0.011445853258204,0.0321431769594408,-0.24482885162407,-0.120237997681445,5592,"arith"
"Gsynth","Stock merger",235,-0.18432837485904,0.0114788366695887,0.0322941075863859,-0.246675106782324,-0.12188823220468,5592,"arith"
"Gsynth","Stock merger",236,-0.184549881441662,0.0115575219999301,0.031953914379733,-0.245566380881359,-0.122214548396684,5592,"arith"
"Gsynth","Stock merger",237,-0.184122372945102,0.0115825261209248,0.0322473025184262,-0.245536809570549,-0.120932193543266,5592,"arith"
"Gsynth","Stock merger",238,-0.1852741677464,0.0115863388456341,0.0319397165727734,-0.246478773537758,-0.122829099964843,5592,"arith"
"Gsynth","Stock merger",239,-0.185905956794542,0.0116288729927295,0.0320919389241667,-0.246979447974441,-0.123179776126683,5592,"arith"
"Gsynth","Stock merger",240,-0.186585425157327,0.0116717980974582,0.0316968751060903,-0.246872269914659,-0.124586506328556,5592,"arith"
"Gsynth","Stock merger",241,-0.187605558165812,0.0116970536961144,0.0317804097157327,-0.248324376018044,-0.125518877062855,5592,"arith"
"Gsynth","Stock merger",242,-0.189037789850874,0.0117481463551519,0.0317005593930864,-0.249992475077389,-0.127322654455104,5592,"arith"
"Gsynth","Stock merger",243,-0.188827323439457,0.0118211477988207,0.0320487848359612,-0.250738830350895,-0.126958425834576,5592,"arith"
"Gsynth","Stock merger",244,-0.189011604873546,0.0118489103714597,0.0320685420751552,-0.251346445274943,-0.127123964956392,5592,"arith"
"Gsynth","Stock merger",245,-0.191025752144677,0.0118979760352567,0.0319191011916315,-0.25279099403517,-0.129047909157443,5592,"arith"
"Gsynth","Stock merger",246,-0.191837364546786,0.0119725907297902,0.0322709298478796,-0.254425401133241,-0.1293748798928,5592,"arith"
"Gsynth","Stock merger",247,-0.1931246531827,0.011994813481094,0.0323723225711348,-0.255396278509697,-0.130438936942717,5592,"arith"
"Gsynth","Stock merger",248,-0.192745305804584,0.0120545984729366,0.0328461895026735,-0.255839825761035,-0.12931703968817,5592,"arith"
"Gsynth","Stock merger",249,-0.19415440662621,0.0120981494037382,0.0326185902984587,-0.257484512289602,-0.130902527914274,5592,"arith"
"Gsynth","Stock merger",250,-0.194997177273542,0.012132338572034,0.0330680127577731,-0.258762312319468,-0.131059653495973,5592,"arith"
"Gsynth","Full sample",-1,0.00063098294380159,0.000289379196091415,0.000270302878179567,8.91365202818194e-05,0.00117245038160724,14847,"log"
"Gsynth","Full sample",0,0.00474246792244974,0.000540999121416728,0.000802484718576011,0.00319202388960591,0.00632197700141455,14847,"log"
"Gsynth","Full sample",1,0.00657885635553093,0.000700690623399296,0.00139598579600864,0.00371065773108967,0.0093059087816766,14847,"log"
"Gsynth","Full sample",2,0.0060658058439323,0.000763191810738434,0.00160193582876759,0.00268055951352523,0.00912338848836484,14847,"log"
"Gsynth","Full sample",3,0.00456327959409353,0.000803645020650842,0.00187338357290532,0.000559080576111933,0.00793496026385678,14847,"log"
"Gsynth","Full sample",4,0.00382286044637129,0.000844094939903757,0.00189827778665175,-0.000365608863230382,0.0071685640830564,14847,"log"
"Gsynth","Full sample",5,0.00312932351915193,0.000889676725453101,0.00200052201040867,-0.00120334206626736,0.00672488836577249,14847,"log"
"Gsynth","Full sample",6,0.00215303552295311,0.000922152967019382,0.00212183818085235,-0.00232722699945158,0.0059425269751084,14847,"log"
"Gsynth","Full sample",7,0.00129514869106704,0.000952209655393144,0.0021933449625584,-0.00341373397514583,0.00515722749764271,14847,"log"
"Gsynth","Full sample",8,0.000387265428892519,0.000976842247470658,0.00222669670430367,-0.00431974656762282,0.00436951793524832,14847,"log"
"Gsynth","Full sample",9,-8.01437690743351e-05,0.00101323081401688,0.00253379874351072,-0.00548049459938136,0.00441992657390936,14847,"log"
"Gsynth","Full sample",10,-0.000898493045695668,0.00106028094425392,0.00256991098728072,-0.00637590287734493,0.00375487545776205,14847,"log"
"Gsynth","Full sample",11,-0.00128374540131484,0.00108963647116063,0.00264985864213629,-0.00692217807721268,0.00343441279790586,14847,"log"
"Gsynth","Full sample",12,-0.00237318884962815,0.00111620753541068,0.0027193548371863,-0.0081998244393392,0.00259303468706722,14847,"log"
"Gsynth","Full sample",13,-0.00333219466494743,0.00114343538380297,0.00283267147665089,-0.00951784106191018,0.0018054767177276,14847,"log"
"Gsynth","Full sample",14,-0.00369952393588672,0.00117107805583299,0.00292789676122169,-0.00994893661171884,0.00151024173605162,14847,"log"
"Gsynth","Full sample",15,-0.00459512130750084,0.0012007944175768,0.00307127877436802,-0.0110674792286032,0.000978098079379235,14847,"log"
"Gsynth","Full sample",16,-0.00608700249941563,0.00122599646381174,0.00330189068313631,-0.013382803195119,3.45716649813353e-06,14847,"log"
"Gsynth","Full sample",17,-0.00697721527418135,0.00125047171280523,0.00338533926144592,-0.0142694575375799,-0.000820799232473993,14847,"log"
"Gsynth","Full sample",18,-0.00765085833960921,0.00128181333498053,0.00359020246167877,-0.0154342251325473,-0.00110914319057227,14847,"log"
"Gsynth","Full sample",19,-0.00808610678229823,0.00133363884179265,0.0036868728631404,-0.0160908360026655,-0.0013694002306413,14847,"log"
"Gsynth","Full sample",20,-0.00930048506902578,0.00135907157954869,0.00392936240710272,-0.017844523180594,-0.00211929092526431,14847,"log"
"Gsynth","Full sample",21,-0.00995037547198679,0.00137971560010413,0.00405230749197286,-0.0188052309910331,-0.00251047838605998,14847,"log"
"Gsynth","Full sample",22,-0.0109806501300224,0.00140292908460731,0.00412961270700739,-0.0199091377887795,-0.00360064167902364,14847,"log"
"Gsynth","Full sample",23,-0.0120063893017852,0.00143592148726764,0.00424713500694209,-0.0210893956937408,-0.00426819329378248,14847,"log"
"Gsynth","Full sample",24,-0.0129542721508884,0.00145386410215952,0.004584239882036,-0.0225600714220498,-0.0044969846352528,14847,"log"
"Gsynth","Full sample",25,-0.0138721801257357,0.00148167784009957,0.00468373286503118,-0.0237083018344076,-0.00533932235815465,14847,"log"
"Gsynth","Full sample",26,-0.0148737293487766,0.00149628814462341,0.00476165359981372,-0.0248696735035212,-0.00624468158393516,14847,"log"
"Gsynth","Full sample",27,-0.0162215876250834,0.0015180552262738,0.00488459515036429,-0.0264279770072258,-0.00717237026507629,14847,"log"
"Gsynth","Full sample",28,-0.0170528413802158,0.00154628315233895,0.00501937480715197,-0.0278255150658102,-0.00780818911002738,14847,"log"
"Gsynth","Full sample",29,-0.0177667850098572,0.00157903141421254,0.00524179576156465,-0.0289726488922107,-0.00804776470129371,14847,"log"
