"design","subsample","event_date","mean_car","boot_se","lo","hi","n"
"SC baseline","Stock merger",231,-0.372554376935685,0.0521054051246929,-0.459408272936004,-0.252299748726061,5592
"SC baseline","Stock merger",232,-0.37373306005563,0.0523621515578154,-0.460867225591315,-0.253251348616261,5592
"SC baseline","Stock merger",233,-0.37425180032085,0.0527599334605144,-0.461221324677078,-0.253337099286446,5592
"SC baseline","Stock merger",234,-0.375450629229232,0.052879862396326,-0.462513677363802,-0.253715125412205,5592
"SC baseline","Stock merger",235,-0.377480187620899,0.0530624899614538,-0.464856754064015,-0.256448415938715,5592
"SC baseline","Stock merger",236,-0.378094700415224,0.053419398697867,-0.467048814842761,-0.256248860899802,5592
"SC baseline","Stock merger",237,-0.379276547258969,0.053861481329221,-0.468378858811728,-0.256943060905833,5592
"SC baseline","Stock merger",238,-0.379818694950711,0.0537540259413533,-0.468361094321253,-0.256679487572509,5592
"SC baseline","Stock merger",239,-0.380086465736403,0.0539579450192436,-0.469110572024638,-0.256442757073299,5592
"SC baseline","Stock merger",240,-0.381572666214234,0.0543623478608531,-0.471479815417555,-0.255955398900681,5592
"SC baseline","Stock merger",241,-0.383923197091184,0.0542728523388495,-0.472863291497226,-0.258018622009934,5592
"SC baseline","Stock merger",242,-0.385253610109118,0.0545452789704998,-0.474456891293292,-0.259957555037524,5592
"SC baseline","Stock merger",243,-0.387493229973153,0.0545587929651789,-0.476075864748622,-0.262398285092657,5592
"SC baseline","Stock merger",244,-0.389275543917938,0.0546941106791846,-0.477960749616337,-0.262888758963594,5592
"SC baseline","Stock merger",245,-0.39110636623766,0.054912367802109,-0.480032786766132,-0.264093324599036,5592
"SC baseline","Stock merger",246,-0.392151640232746,0.0554076303725589,-0.481199356591897,-0.264852837215303,5592
"SC baseline","Stock merger",247,-0.393291240852483,0.0553471532334509,-0.482006627657094,-0.266077758163941,5592
"SC baseline","Stock merger",248,-0.395332985266167,0.0554116267935053,-0.48428311461181,-0.267288604217683,5592
"SC baseline","Stock merger",249,-0.397338763765551,0.0556193596018349,-0.48639339885082,-0.267469255829075,5592
"SC baseline","Stock merger",250,-0.398881260532306,0.0555479257893462,-0.487658960632215,-0.268785057850318,5592
"SC + intercept","Full sample",-1,-1.29176740503209e-05,0.000290348100566763,-0.000549033752394419,0.000570484979858122,14847
"SC + intercept","Full sample",0,0.000446285217948521,0.00057067123196455,-0.000617430689412323,0.00163031569645808,14847
"SC + intercept","Full sample",1,0.000694042433634208,0.000705281147179939,-0.000656105796751261,0.00219260930458929,14847
"SC + intercept","Full sample",2,-8.09606722472989e-05,0.000865292399994019,-0.00178933755288519,0.00170475471907156,14847
"SC + intercept","Full sample",3,-5.43815319975731e-05,0.000998971792744558,-0.0019392778093183,0.00206249798734045,14847
"SC + intercept","Full sample",4,-0.000336929915757934,0.00117563063444621,-0.00257355440173339,0.00201629442469741,14847
"SC + intercept","Full sample",5,-0.00105331713626724,0.00124438173437056,-0.00361317504661369,0.00130569645139165,14847
"SC + intercept","Full sample",6,-0.000806642696636943,0.00133520804640141,-0.00325742756252385,0.00171854007161145,14847
"SC + intercept","Full sample",7,-0.000562851758353043,0.0014270408916305,-0.00317603198070318,0.00223554417081099,14847
"SC + intercept","Full sample",8,-0.000660313887423346,0.00161372711347111,-0.00372730325940556,0.00254198397354358,14847
"SC + intercept","Full sample",9,-0.00086846264439297,0.00182218646869519,-0.00421704583784715,0.00273729355650471,14847
"SC + intercept","Full sample",10,-0.000808754413818647,0.00196161415319956,-0.00432440756662085,0.00311092670322112,14847
"SC + intercept","Full sample",11,-0.00126095369285395,0.00209611865750091,-0.00510176105428213,0.00295615393136521,14847
"SC + intercept","Full sample",12,-0.00145015539565877,0.00221993487463861,-0.00542453419670972,0.00297028650005671,14847
"SC + intercept","Full sample",13,-0.00160438138453589,0.0023275506614276,-0.00590661596363767,0.00294301727125581,14847
"SC + intercept","Full sample",14,-0.00174568750360443,0.00240973329160652,-0.00622915990118026,0.00313768749541455,14847
"SC + intercept","Full sample",15,-0.00181624191533393,0.00251360487928571,-0.00634347953769062,0.00317497899393382,14847
"SC + intercept","Full sample",16,-0.0021726539086661,0.00261455507213932,-0.00689447642627197,0.00305011821013805,14847
"SC + intercept","Full sample",17,-0.00266954302223039,0.00276000662783785,-0.00794744219666141,0.00286512390129575,14847
"SC + intercept","Full sample",18,-0.00303634603449324,0.00299764344424645,-0.00868419726499058,0.00281366434267921,14847
"SC + intercept","Full sample",19,-0.00279738591937753,0.00312190405975087,-0.00862346535093393,0.00334928702755023,14847
"SC + intercept","Full sample",20,-0.00257669148761993,0.00320401543472827,-0.00857078811816825,0.00366926954753037,14847
"SC + intercept","Full sample",21,-0.00245913678405811,0.00344345013481457,-0.00930400328848438,0.00415971047237702,14847
"SC + intercept","Full sample",22,-0.00285845129678693,0.00369468861779761,-0.0101800603603733,0.00409904439495431,14847
"SC + intercept","Full sample",23,-0.0026842205722339,0.00363493395214698,-0.00993438954798748,0.00442442201524345,14847
"SC + intercept","Full sample",24,-0.00292741405146,0.00371785684980479,-0.0104321813583325,0.00398952503583741,14847
"SC + intercept","Full sample",25,-0.00285808271005854,0.00392529186688209,-0.0106863133681801,0.00491431069125604,14847
"SC + intercept","Full sample",26,-0.00289517640056024,0.00403775201074485,-0.0108365763326312,0.00489116948549365,14847
"SC + intercept","Full sample",27,-0.00352566715175204,0.0041757262698981,-0.0118267430270062,0.00450773350556952,14847
"SC + intercept","Full sample",28,-0.00322849538402464,0.00429847544150687,-0.0118430888623241,0.00490828198969784,14847
"SC + intercept","Full sample",29,-0.00320669171761901,0.00431025702505362,-0.0118508470236064,0.00500491323194845,14847
"SC + intercept","Full sample",30,-0.00431198624219782,0.00455194870977536,-0.013406085774798,0.00428540688843381,14847
"SC + intercept","Full sample",31,-0.00320829655999183,0.00460239810340417,-0.0125108446416663,0.0054484024129355,14847
"SC + intercept","Full sample",32,-0.00322742071433734,0.004833149313861,-0.0130055994930818,0.00593177448042255,14847
"SC + intercept","Full sample",33,-0.00321362364338163,0.00494172929542173,-0.013223102552595,0.0061950552115392,14847
"SC + intercept","Full sample",34,-0.00258562832150084,0.00511235170461278,-0.0129414176959278,0.00689257070348511,14847
"SC + intercept","Full sample",35,-0.00277862311248362,0.00515320123465115,-0.0133172635559566,0.0066397505083908,14847
"SC + intercept","Full sample",36,-0.00318356390897137,0.00531381144720604,-0.0140413058539627,0.00647498008605958,14847
"SC + intercept","Full sample",37,-0.00294866731624894,0.00552943387516595,-0.0140723869036569,0.00710093164718276,14847
"SC + intercept","Full sample",38,-0.00315345659763729,0.00565019502676197,-0.0145772790195394,0.00732518894200704,14847
"SC + intercept","Full sample",39,-0.00357176810221305,0.0056488066386772,-0.0150662498215032,0.00666810323669203,14847
"SC + intercept","Full sample",40,-0.00335122215292361,0.00577435318961741,-0.0149491201679821,0.00723486368606055,14847
"SC + intercept","Full sample",41,-0.0035368242578779,0.00584228246958081,-0.0152508524329355,0.00714754854912483,14847
"SC + intercept","Full sample",42,-0.00345813345536521,0.00611899989828123,-0.0159233398819983,0.00746435906615926,14847
"SC + intercept","Full sample",43,-0.00378206048406366,0.00609495315720118,-0.0162894439100742,0.00750940374925155,14847
"SC + intercept","Full sample",44,-0.00424527242742135,0.00612170184904106,-0.0167578349392491,0.00705062042037638,14847
"SC + intercept","Full sample",45,-0.00455636929278319,0.006392025027618,-0.0175561614128883,0.00741960937340296,14847
"SC + intercept","Full sample",46,-0.00469574500643281,0.0063605689678094,-0.0177839213239251,0.00686984743317501,14847
"SC + intercept","Full sample",47,-0.00489520549459362,0.00655267637491243,-0.0182784568084822,0.00699451346301025,14847
"SC + intercept","Full sample",48,-0.0053229592950708,0.0066641306893493,-0.0189803673465403,0.00684219683376047,14847
"SC + intercept","Full sample",49,-0.00470008165606499,0.00679199011912344,-0.0185830573588614,0.0073382781455661,14847
"SC + intercept","Full sample",50,-0.00454845023696296,0.00687310613369161,-0.018457284683612,0.00814038154344734,14847
"SC + intercept","Full sample",51,-0.00485885573492555,0.0071613514305946,-0.0195382194618829,0.00809575768279032,14847
"SC + intercept","Full sample",52,-0.00503232882308425,0.00737441550041291,-0.019675353854434,0.00825033566615139,14847
"SC + intercept","Full sample",53,-0.00503763787429259,0.00748740476646872,-0.01992481856215,0.00848307373084109,14847
"SC + intercept","Full sample",54,-0.00486676949248806,0.00751973273293034,-0.0196863835320676,0.00870686790336979,14847
"SC + intercept","Full sample",55,-0.00512120704770078,0.00772637042856133,-0.0206414042726958,0.00891723921390931,14847
"SC + intercept","Full sample",56,-0.00478672015669764,0.0078468838474857,-0.020652296908706,0.00945867984296077,14847
"SC + intercept","Full sample",57,-0.00456202355676356,0.00777910636467431,-0.0201477163593334,0.0101377811784656,14847
"SC + intercept","Full sample",58,-0.0043205870473056,0.00794858460899102,-0.020189005108379,0.0107844784793982,14847
"SC + intercept","Full sample",59,-0.00434620453502628,0.0081561735105407,-0.0208818833991173,0.0110698737253338,14847
"SC + intercept","Full sample",60,-0.00408892627706164,0.00828168518342465,-0.0205808595582748,0.0114764650975775,14847
"SC + intercept","Full sample",61,-0.00419441413140105,0.00839694266328622,-0.0209828508503392,0.0115818106275514,14847
"SC + intercept","Full sample",62,-0.0046127180645956,0.00853545387220878,-0.0212337342563557,0.0113324541867851,14847
"SC + intercept","Full sample",63,-0.00425052126365496,0.00863139960488521,-0.0211399538852829,0.0118557006000637,14847
"SC + intercept","Full sample",64,-0.00486456421391131,0.00871522137524203,-0.0218645536603175,0.0116731690453788,14847
"SC + intercept","Full sample",65,-0.00478032586540395,0.00883022618221751,-0.0220699320410584,0.0119392240628223,14847
"SC + intercept","Full sample",66,-0.00423539792307903,0.00905837306236922,-0.0223241229855951,0.0130787072404721,14847
"SC + intercept","Full sample",67,-0.00396298676930713,0.00910533177641876,-0.0219054917062869,0.0130930503697673,14847
"SC + intercept","Full sample",68,-0.0039923182094795,0.00918961178571983,-0.0222547017657858,0.013625419198009,14847
"SC + intercept","Full sample",69,-0.00394873161837524,0.00932531800993852,-0.0221250876485852,0.0134508914250438,14847
"SC + intercept","Full sample",70,-0.00383605447631099,0.00957254529971353,-0.0226232675717656,0.0137970903715962,14847
"SC + intercept","Full sample",71,-0.00354746856831668,0.00972124173300537,-0.0228385390842385,0.0145680841841975,14847
"SC + intercept","Full sample",72,-0.00333093851443916,0.00968202474610506,-0.0223964829702265,0.0146330687341162,14847
"SC + intercept","Full sample",73,-0.00233685065537457,0.00990781375087516,-0.0219445381083936,0.0160255430890028,14847
"SC + intercept","Full sample",74,-0.00210941930358931,0.00995919223133665,-0.0217382136853461,0.0164705861671492,14847
"SC + intercept","Full sample",75,-0.00291625035184229,0.0101841220657304,-0.0230222039435372,0.015959636184384,14847
"SC + intercept","Full sample",76,-0.00301444123555,0.0104345631854969,-0.0237296384440225,0.016369606893962,14847
"SC + intercept","Full sample",77,-0.00336240699284216,0.010587196211211,-0.0243309069215474,0.0162154060816486,14847
"SC + intercept","Full sample",78,-0.00333232378340259,0.0107449721084179,-0.024848843645306,0.0167207377392605,14847
"SC + intercept","Full sample",79,-0.00363034640614341,0.0110522100703421,-0.0255094472455813,0.0169174636405577,14847
"SC + intercept","Full sample",80,-0.00350088509002948,0.0111058349813086,-0.0255294355519665,0.0171457641909615,14847
"SC + intercept","Full sample",81,-0.00301632675890177,0.0111120034758778,-0.0249075378723394,0.0177506179071508,14847
"SC + intercept","Full sample",82,-0.0037442279906177,0.0112615593033566,-0.0256757058236215,0.0172274363565528,14847
"SC + intercept","Full sample",83,-0.00314792454281986,0.0115262173028934,-0.0257721789833065,0.0181717425332508,14847
"SC + intercept","Full sample",84,-0.00290545608170587,0.0117024129692109,-0.0261464254451144,0.0190620011706138,14847
"SC + intercept","Full sample",85,-0.00275199816848844,0.0118232927194998,-0.0262594568464862,0.0191305911547035,14847
"SC + intercept","Full sample",86,-0.00326452197211512,0.0120231109737751,-0.0273233680977642,0.0192137247205725,14847
"SC + intercept","Full sample",87,-0.00323252188808561,0.01228925991189,-0.0276964485057966,0.0197571442104673,14847
"SC + intercept","Full sample",88,-0.00314171851887376,0.0122693394115889,-0.0280408852021244,0.0199480197925007,14847
"SC + intercept","Full sample",89,-0.00307797399450503,0.0124810982464771,-0.0280951472888609,0.0205784073583528,14847
"SC + intercept","Full sample",90,-0.00349897017217895,0.0126446572328688,-0.0285896284015825,0.0204222533532524,14847
"SC + intercept","Full sample",91,-0.00345472206434182,0.0127175690188753,-0.028976483988191,0.0207901502587142,14847
"SC + intercept","Full sample",92,-0.00327312609863606,0.0128457082798458,-0.0289011057843261,0.0210996228957514,14847
"SC + intercept","Full sample",93,-0.003190231302107,0.0128704524662887,-0.0290603804101716,0.0211242685940426,14847
"SC + intercept","Full sample",94,-0.00299431618539636,0.0130351445614731,-0.0290517116312614,0.0215010805447844,14847
"SC + intercept","Full sample",95,-0.00346233340192098,0.0132840317314188,-0.0300745215343051,0.02147600135826,14847
"SC + intercept","Full sample",96,-0.00396408367116711,0.0135318943754296,-0.0312507936293846,0.0213592453804336,14847
"SC + intercept","Full sample",97,-0.00409544189198569,0.0138976879601566,-0.0318460648651377,0.021816701572578,14847
"SC + intercept","Full sample",98,-0.00525855070220051,0.0141111802699394,-0.0334879018349356,0.0207574050409562,14847
"SC + intercept","Full sample",99,-0.00497204452759591,0.0143015533381676,-0.0333018649319091,0.0212043375523728,14847
"SC + intercept","Full sample",100,-0.0052157654372788,0.0145484712693018,-0.0343620339161985,0.0215071559037873,14847
"SC + intercept","Full sample",101,-0.00544838373127043,0.0147000349240085,-0.0345547021170482,0.0214034620728973,14847
"SC + intercept","Full sample",102,-0.00577680607304431,0.0149430621278356,-0.0352719286860399,0.0216019648283456,14847
"SC + intercept","Full sample",103,-0.00603688418943025,0.015074072492871,-0.0358123304773359,0.0220288788653372,14847
"SC + intercept","Full sample",104,-0.00547766185412551,0.0151093219782571,-0.0348278219464293,0.0228358579618037,14847
"SC + intercept","Full sample",105,-0.00538451017008353,0.0153554974613841,-0.0355591673131146,0.023434677728453,14847
"SC + intercept","Full sample",106,-0.00538749731971622,0.0153635928024799,-0.0357721077810886,0.0235866392659045,14847
"SC + intercept","Full sample",107,-0.00474789692397364,0.0153247239291383,-0.0353862546441121,0.0241184118976588,14847
"SC + intercept","Full sample",108,-0.00460338131062048,0.0154348313790585,-0.0352898181607604,0.0245519873434902,14847
"SC + intercept","Full sample",109,-0.00478716402944153,0.0156398897083675,-0.0358995673606597,0.0244644361548642,14847
"SC + intercept","Full sample",110,-0.004768645850493,0.0158153860314995,-0.036510659482728,0.0254223542230936,14847
"SC + intercept","Full sample",111,-0.00482506780215665,0.0158555082907419,-0.03664555236803,0.02547938303287,14847
"SC + intercept","Full sample",112,-0.00408562685311525,0.0160295094354367,-0.0364471148897613,0.026107199249018,14847
"SC + intercept","Full sample",113,-0.00456128389140624,0.0161658292356095,-0.0369181840024722,0.0264995554368213,14847
"SC + intercept","Full sample",114,-0.0042333502469213,0.0162951738591347,-0.0371145008351798,0.0269319985538733,14847
"SC + intercept","Full sample",115,-0.00416206005347366,0.016411768009406,-0.0372802620045737,0.0270945619470019,14847
"SC + intercept","Full sample",116,-0.00375730882969865,0.0166540695169924,-0.0369111687159158,0.02789224668509,14847
"SC + intercept","Full sample",117,-0.00326633954121954,0.0167226327192366,-0.0363194270563427,0.0286327035556498,14847
"SC + intercept","Full sample",118,-0.00338546811923775,0.0168049625121604,-0.0363409248618189,0.0287465305504378,14847
"SC + intercept","Full sample",119,-0.00389946047240661,0.0169909364783039,-0.0374434260384832,0.0286098067046959,14847
"SC + intercept","Full sample",120,-0.00417034479122871,0.0171053077538224,-0.0379361514063614,0.0287390246916113,14847
"SC + intercept","Full sample",121,-0.0037941281815061,0.0173456666632273,-0.0378534681697461,0.0289612927672057,14847
"SC + intercept","Full sample",122,-0.00439038195032656,0.0174542595893688,-0.0388117238565313,0.028542372805023,14847
"SC + intercept","Full sample",123,-0.00420002323372352,0.0176204943600495,-0.0386769096450619,0.0288178902492709,14847
"SC + intercept","Full sample",124,-0.00414443609775735,0.0178161126804471,-0.0394582694284493,0.0291859438517406,14847
"SC + intercept","Full sample",125,-0.00355466810653766,0.0179419261670071,-0.0384500780361062,0.0296556637669844,14847
"SC + intercept","Full sample",126,-0.00357840602751338,0.0181454872285948,-0.0385222429301365,0.0301234345194045,14847
"SC + intercept","Full sample",127,-0.00376433865601804,0.018282336366298,-0.0390652885185596,0.0305404391369267,14847
"SC + intercept","Full sample",128,-0.00318062250210118,0.0185490030540817,-0.0388918817730276,0.0312172552029547,14847
"SC + intercept","Full sample",129,-0.0027261673379892,0.0185637527264917,-0.0382877717176788,0.032001074425826,14847
"SC + intercept","Full sample",130,-0.0029362537511628,0.0187534939730731,-0.039278227850316,0.0318870950204409,14847
"SC + intercept","Full sample",131,-0.00278223075879821,0.0188035238231009,-0.038940068757614,0.0322496575892475,14847
"SC + intercept","Full sample",132,-0.00244185100666302,0.0188959141021024,-0.0388879931404124,0.0326270645920056,14847
"SC + intercept","Full sample",133,-0.00202816087298474,0.0190875164831119,-0.0386427169442061,0.0339613822742218,14847
"SC + intercept","Full sample",134,-0.00221066506595573,0.019169580004737,-0.0391005555705216,0.0335769001451647,14847
"SC + intercept","Full sample",135,-0.00229754968024406,0.0193484719179449,-0.0396051271367332,0.0333889235092509,14847
"SC + intercept","Full sample",136,-0.00179628375821371,0.0192945071044153,-0.0400882848739153,0.0348616300358667,14847
"SC + intercept","Full sample",137,-0.00178138620958523,0.0194773525145423,-0.0400702004339768,0.0351058852224819,14847
"SC + intercept","Full sample",138,-0.00185933561836553,0.0197468585571015,-0.0400116924731862,0.0357049942822151,14847
"SC + intercept","Full sample",139,-0.00129786250677835,0.0199192609030416,-0.0394689560968376,0.0365076524109721,14847
"SC + intercept","Full sample",140,-0.00132137059340666,0.0199751250196718,-0.0395649703101317,0.0364979730588511,14847
"SC + intercept","Full sample",141,-0.00128325647416491,0.0201525759222979,-0.039996905879578,0.0366779769607479,14847
"SC + intercept","Full sample",142,-0.00115682325043194,0.0202740568649094,-0.0403544919011216,0.03736690863152,14847
"SC + intercept","Full sample",143,-0.00114876280275781,0.0204457172337479,-0.0408458625921696,0.0379164449738592,14847
"SC + intercept","Full sample",144,-0.000775354505939653,0.0206577219612825,-0.0407647372318556,0.0384770091003122,14847
"SC + intercept","Full sample",145,-0.00066221869618346,0.0208713200130128,-0.0409642420991837,0.0387112226290524,14847
"SC + intercept","Full sample",146,-0.000417101321114284,0.0210458056474387,-0.0408180631836582,0.0392787739765917,14847
"SC + intercept","Full sample",147,0.000129234175040496,0.0211460470974196,-0.040472572694727,0.0405598094135186,14847
"SC + intercept","Full sample",148,0.00050883248626325,0.021325422540388,-0.0406593711693823,0.0410245488412991,14847
"SC + intercept","Full sample",149,0.00116871861350222,0.021568002137,-0.0402203029804342,0.042470998078036,14847
"SC + intercept","Full sample",150,0.001117741405,0.0217116843258976,-0.0406379695075666,0.0425824128535354,14847
"SC + intercept","Full sample",151,0.00163080389074548,0.0217697683806716,-0.04015270327461,0.0431541217549302,14847
"SC + intercept","Full sample",152,0.00198866485519621,0.021999395032429,-0.0403646509977544,0.0440147860551919,14847
"SC + intercept","Full sample",153,0.00237443002806295,0.0221374349714702,-0.0402769288916613,0.0444893662536915,14847
"SC + intercept","Full sample",154,0.00225467438224206,0.0223274933587812,-0.04069848325932,0.0450657121784864,14847
"SC + intercept","Full sample",155,0.00192848178049704,0.0223406478296091,-0.0413940384095329,0.0446129643982583,14847
"SC + intercept","Full sample",156,0.00276710285901696,0.0224784134266114,-0.0408426293529576,0.0458961780661297,14847
"SC + intercept","Full sample",157,0.0025152207452825,0.0228367054558479,-0.0413263055564678,0.0461516809097998,14847
"SC + intercept","Full sample",158,0.00240983404428535,0.0228809856440864,-0.0416091670362701,0.0458333774935388,14847
"SC + intercept","Full sample",159,0.00260704879517234,0.0231150637866515,-0.0420614469392377,0.046512882940519,14847
"SC + intercept","Full sample",160,0.00216488670317997,0.0233700682941247,-0.0430936712549737,0.0466092032106983,14847
"SC + intercept","Full sample",161,0.00261229081867126,0.0235268495805778,-0.0428919584779001,0.047355217762222,14847
"SC + intercept","Full sample",162,0.00312306061888137,0.0237179868865556,-0.0428407718974311,0.0483195518481978,14847
"SC + intercept","Full sample",163,0.00304062772771648,0.0239030222861807,-0.0431394790387809,0.0485963723494628,14847
"SC + intercept","Full sample",164,0.00227916239450132,0.024037995099558,-0.0439487359127012,0.0483979361781469,14847
"SC + intercept","Full sample",165,0.00270071091291284,0.0242033230440853,-0.0436706996584985,0.0492546442516263,14847
"SC + intercept","Full sample",166,0.00260867619115787,0.0242456639132905,-0.0439287400704741,0.0494897389221193,14847
"SC + intercept","Full sample",167,0.00303262739855705,0.0245198654404335,-0.0438575354884095,0.0504560201161328,14847
"SC + intercept","Full sample",168,0.00355530755476224,0.0246352153594139,-0.0435729207811314,0.0512910451446326,14847
"SC + intercept","Full sample",169,0.00298373107619875,0.0246982480866348,-0.0442205383487338,0.0501804737139782,14847
"SC + intercept","Full sample",170,0.00281415738660231,0.0249056860296785,-0.0447691526906218,0.050359844154099,14847
"SC + intercept","Full sample",171,0.00315536741229493,0.0251286453566964,-0.0457846904098683,0.0511830852068039,14847
"SC + intercept","Full sample",172,0.00372412717604059,0.0251289472400708,-0.0449004576561192,0.0517812141026769,14847
"SC + intercept","Full sample",173,0.00399781167461193,0.0253388952885409,-0.0451787848249398,0.05271018027893,14847
"SC + intercept","Full sample",174,0.00383156079640886,0.0255938067567425,-0.0455799835676433,0.0526516974496591,14847
"SC + intercept","Full sample",175,0.00388260418000253,0.0258233817579825,-0.045917530327954,0.0532929505966204,14847
"SC + intercept","Full sample",176,0.00388214720063997,0.0260676618508244,-0.0462158344976117,0.0540320917844864,14847
"SC + intercept","Full sample",177,0.00402255261597003,0.0261829090018877,-0.0463719245274027,0.0542234756461093,14847
"SC + intercept","Full sample",178,0.0042585162621178,0.0263817331216276,-0.0465523717620298,0.0547230325662145,14847
"SC + intercept","Full sample",179,0.00510886249603425,0.0265705518810824,-0.0458613798514115,0.0561227718256119,14847
"SC + intercept","Full sample",180,0.00562178895925004,0.0267054947408222,-0.0457849345283982,0.0564590991584207,14847
"SC + intercept","Full sample",181,0.00551082237020029,0.0268891217183484,-0.0462195228092408,0.0568775641644708,14847
"SC + intercept","Full sample",182,0.0055590593691855,0.0269348053120373,-0.0461178877776198,0.0572032374656772,14847
"SC + intercept","Full sample",183,0.00571944223884544,0.0271422651476526,-0.0463954340619214,0.0577633735011587,14847
"SC + intercept","Full sample",184,0.00537608965583983,0.0273643724402026,-0.0475904104427467,0.0580363361213045,14847
"SC + intercept","Full sample",185,0.0059197095199144,0.0274666903837151,-0.046987812696481,0.0587823391792255,14847
"SC + intercept","Full sample",186,0.00641770553572408,0.0275680851592906,-0.0467854364860972,0.05939173547038,14847
"SC + intercept","Full sample",187,0.00641948793241207,0.0277325129393234,-0.0472877069734038,0.059502595607237,14847
"SC + intercept","Full sample",188,0.00661610309677881,0.0278528887662239,-0.0475516134600515,0.0602973343660351,14847
"SC + intercept","Full sample",189,0.0069774854959492,0.0280900323255907,-0.047371362051813,0.0606831647319381,14847
"SC + intercept","Full sample",190,0.00713924720465639,0.0282232182461768,-0.0474109368290052,0.0611213404526225,14847
"SC + intercept","Full sample",191,0.00771271603680876,0.0284747499916538,-0.0470360866966764,0.062358627231529,14847
"SC + intercept","Full sample",192,0.00748248685707735,0.0284379027737628,-0.0470296111470828,0.0620854895829718,14847
"SC + intercept","Full sample",193,0.00794927451681224,0.0285894803038481,-0.0471197254419132,0.0627301804460778,14847
"SC + intercept","Full sample",194,0.00827381582545474,0.0286233998848508,-0.0470674572423515,0.0630240910670562,14847
"SC + intercept","Full sample",195,0.00893320412146061,0.0285438103903502,-0.0460854430589233,0.0633723787528876,14847
"SC + intercept","Full sample",196,0.00858275656063517,0.0287443566533288,-0.046851358802238,0.0632899020525707,14847
"SC + intercept","Full sample",197,0.0101902817825852,0.0289965729211851,-0.0461224016242217,0.0654593367456545,14847
"SC + intercept","Full sample",198,0.00992075089893653,0.029185182889753,-0.0465506177598112,0.065690163286387,14847
"SC + intercept","Full sample",199,0.0105079606450689,0.0293249507281563,-0.0463321063021712,0.0666855245572568,14847
"SC + intercept","Full sample",200,0.0104730884789675,0.029639115302588,-0.0465591073925597,0.0673077473081619,14847
"SC + intercept","Full sample",201,0.0108969233630924,0.0297034480026362,-0.0461510464353517,0.0679739078401301,14847
"SC + intercept","Full sample",202,0.0110776570312321,0.029941523794411,-0.0472206521424942,0.0688372133370248,14847
"SC + intercept","Full sample",203,0.0115928623046437,0.0300756160103457,-0.0471332406473681,0.0693995580680269,14847
"SC + intercept","Full sample",204,0.0121698637788586,0.0300917292853957,-0.0463734403215975,0.070193707739328,14847
"SC + intercept","Full sample",205,0.0119758599843163,0.030364813665897,-0.0474742520005205,0.0702064345453974,14847
"SC + intercept","Full sample",206,0.0119564593801894,0.0306392352467597,-0.0478405983866823,0.0706517977158354,14847
"SC + intercept","Full sample",207,0.0119700080104543,0.0306808634085888,-0.0483989626703272,0.0712909367337924,14847
"SC + intercept","Full sample",208,0.0123309873670272,0.0308341184487437,-0.0482149163191998,0.0722155576168994,14847
"SC + intercept","Full sample",209,0.0127280450464265,0.0308864198131432,-0.0475412425980035,0.0727328004787782,14847
"SC + intercept","Full sample",210,0.0136455392325581,0.0310536800394078,-0.0469818309702065,0.0735654587101023,14847
"SC + intercept","Full sample",211,0.0136268652989294,0.0311760255664397,-0.0465907782821718,0.0741613940652413,14847
"SC + intercept","Full sample",212,0.014224628665689,0.0311780938394724,-0.0461999982135222,0.0747383076457382,14847
"SC + intercept","Full sample",213,0.0144040883249721,0.0314404818775825,-0.0465318631910632,0.0756230375849103,14847
"SC + intercept","Full sample",214,0.0148765160227704,0.0315115788468502,-0.0466207588347271,0.0763247663960481,14847
"SC + intercept","Full sample",215,0.0145719853069735,0.031830075058341,-0.0476394436351869,0.076753792253553,14847
"SC + intercept","Full sample",216,0.0146495859455663,0.032034634718071,-0.0474241692020157,0.0773746011338094,14847
"SC + intercept","Full sample",217,0.0141517307843917,0.03211633848204,-0.0477331443602813,0.0764587876826382,14847
"SC + intercept","Full sample",218,0.0140154806960673,0.0323580682308424,-0.0481665595990146,0.0767677073911175,14847
"SC + intercept","Full sample",219,0.0140327763382084,0.0325364535993177,-0.0485219659129908,0.0771404388461297,14847
"SC + intercept","Full sample",220,0.0145792376929108,0.0326856732655559,-0.0483425078256867,0.0778432733464987,14847
"SC + intercept","Full sample",221,0.0147438936932992,0.0328485456764772,-0.0483766956662008,0.0781728617696642,14847
"SC + intercept","Full sample",222,0.0146755887270498,0.032948160064346,-0.048684795535153,0.0782786286826467,14847
"SC + intercept","Full sample",223,0.0144558688759497,0.0331792288532236,-0.0494409782894831,0.0788978672293113,14847
"SC + intercept","Full sample",224,0.0153807303258779,0.0332138125901787,-0.0481351360828636,0.0803741564440799,14847
"SC + intercept","Full sample",225,0.0157463475479122,0.0334662386897846,-0.0481600009873237,0.0808636293227024,14847
"SC + intercept","Full sample",226,0.0157906035993272,0.0336242911097317,-0.0485437748617794,0.0810249047561346,14847
"SC + intercept","Full sample",227,0.0154421911688646,0.0338662228190095,-0.0493734401904901,0.0809178231693893,14847
"SC + intercept","Full sample",228,0.0154345016178779,0.0342166040039074,-0.050078063589226,0.0817638472119788,14847
"SC + intercept","Full sample",229,0.0161520950738437,0.0344004530169359,-0.0494752327419808,0.0825666717785734,14847
"SC + intercept","Full sample",230,0.0161680988232044,0.0346140104124626,-0.0498294943357872,0.0829212473497821,14847
"SC + intercept","Full sample",231,0.0163057087536889,0.0347178231765824,-0.0499047454541786,0.0828471083524487,14847
