"method","subsample","event_date","mean_car","boot_se","lo","hi","n"
"Gsynth","Cash merger",238,-0.0341754590545985,0.0144360103124881,-0.063904097973761,-0.00837579749183384,5676
"Gsynth","Cash merger",239,-0.0335884760887944,0.0143160764010717,-0.063371148645229,-0.00825317712317456,5676
"Gsynth","Cash merger",240,-0.0342489669798445,0.0143187693935888,-0.0639175724791074,-0.00871657409351283,5676
"Gsynth","Cash merger",241,-0.0339195485775217,0.0142244374379324,-0.0633547132169078,-0.00857137969973214,5676
"Gsynth","Cash merger",242,-0.0342874570778539,0.0143628052834263,-0.0640501398418479,-0.00862304975573046,5676
"Gsynth","Cash merger",243,-0.0341360535393799,0.0143666935351601,-0.0638632146744366,-0.00853658634080958,5676
"Gsynth","Cash merger",244,-0.0346528211016738,0.0146108135620322,-0.0641614328841524,-0.00858757921161884,5676
"Gsynth","Cash merger",245,-0.0336309619014368,0.0143779325900106,-0.0626551604551555,-0.00806318466458411,5676
"Gsynth","Cash merger",246,-0.0337392549800739,0.0145772241678429,-0.0630512743958194,-0.00745192368683154,5676
"Gsynth","Cash merger",247,-0.033741253368133,0.0145328859507101,-0.0630467610535301,-0.00781330517652615,5676
"Gsynth","Cash merger",248,-0.0338012756065406,0.0147783245050884,-0.0635495574984606,-0.00741015230746555,5676
"Gsynth","Cash merger",249,-0.033759357086034,0.0148944496551857,-0.0639956006124587,-0.00707412786801869,5676
"Gsynth","Cash merger",250,-0.034201281319899,0.0152096975944257,-0.0654448251473409,-0.0069355645308243,5676
"Gsynth","Stock merger",-1,0.00261412422615392,0.000940917963465552,0.000953050472611867,0.00462778685596954,1255
"Gsynth","Stock merger",0,0.00797694260457433,0.00385805898101574,0.00191093333457016,0.0169680727621576,1255
"Gsynth","Stock merger",1,0.012687805651314,0.00441360500267484,0.00518034196856423,0.0217785907250105,1255
"Gsynth","Stock merger",2,0.0123266255105792,0.00415795836225406,0.00400757174231528,0.020041335759233,1255
"Gsynth","Stock merger",3,0.0087326657399256,0.00403683850571165,0.00109946540625948,0.0166244862044354,1255
"Gsynth","Stock merger",4,0.00769214534878717,0.00392425689747652,0.00028837327255637,0.0154430201117366,1255
"Gsynth","Stock merger",5,0.00861284535706454,0.00387545776110089,0.00123415963203113,0.0165207974996088,1255
"Gsynth","Stock merger",6,0.00829942866337623,0.00436757402004591,0.000246330980765325,0.0174805823130863,1255
"Gsynth","Stock merger",7,0.0076390827616444,0.00484800622470419,-0.00123710461419731,0.0176229788540544,1255
"Gsynth","Stock merger",8,0.00735854250835856,0.00496572219036309,-0.00143322366977557,0.0172700880120701,1255
"Gsynth","Stock merger",9,0.00764356300898022,0.00542148966148657,-0.00207155409954252,0.0184635100413759,1255
"Gsynth","Stock merger",10,0.00654918582538507,0.00571243193879841,-0.00400555464204077,0.0175507986623747,1255
"Gsynth","Stock merger",11,0.0074611762623505,0.00597945748170178,-0.00365145008009103,0.0195545676323686,1255
"Gsynth","Stock merger",12,0.00787757559374058,0.0062600882232697,-0.00369079690877869,0.0203601981767548,1255
"Gsynth","Stock merger",13,0.00676768020336126,0.00611057425934436,-0.00436371212058501,0.0188586415558698,1255
"Gsynth","Stock merger",14,0.00838284393174315,0.00595750158217794,-0.00272007865549408,0.0198188921954075,1255
"Gsynth","Stock merger",15,0.00633030280754144,0.00599904029921656,-0.00504016665066486,0.0182431789394974,1255
"Gsynth","Stock merger",16,0.00442607413113137,0.0062734441209803,-0.00747175383987692,0.0171046219367183,1255
"Gsynth","Stock merger",17,0.00578011417764268,0.00630413417420945,-0.00653198190393725,0.0178993713013201,1255
"Gsynth","Stock merger",18,0.00546617006956952,0.0061699208177674,-0.00623152377303242,0.0171294643761108,1255
"Gsynth","Stock merger",19,0.00543436532578768,0.00611357190989942,-0.00667071744777807,0.0170731958007914,1255
"Gsynth","Stock merger",20,0.00437743885896024,0.00621958230008509,-0.00793571605402083,0.0161645761181139,1255
"Gsynth","Stock merger",21,0.0047161461736059,0.00620455602003726,-0.00739043825649182,0.0161559282787311,1255
"Gsynth","Stock merger",22,0.00317253376583654,0.00645899355949474,-0.00987725397661041,0.0150785565652919,1255
"Gsynth","Stock merger",23,0.00202617682157656,0.00654659876215546,-0.0106890650294951,0.0139234728808556,1255
"Gsynth","Stock merger",24,0.000923344026375079,0.00669291243343794,-0.0118306912778853,0.0129923971297495,1255
"Gsynth","Stock merger",25,0.0020990635407643,0.00676740169036674,-0.0107245791983501,0.0147988850565866,1255
"Gsynth","Stock merger",26,0.000220085792231284,0.00676047066938287,-0.0127128074195261,0.0128177927708735,1255
"Gsynth","Stock merger",27,0.000149242530043457,0.00742280214567918,-0.0142658828150483,0.0139229949462014,1255
"Gsynth","Stock merger",28,-0.000560822134405201,0.00738278151698979,-0.0150199254020933,0.013187008128051,1255
"Gsynth","Stock merger",29,-0.000796255307532377,0.00757984119813951,-0.0153870167669496,0.0131993800031136,1255
"Gsynth","Stock merger",30,-0.00137608352029808,0.00787156448699133,-0.0163596343658873,0.013250724545616,1255
"Gsynth","Stock merger",31,-0.0024405901423975,0.00851437232662714,-0.018667595130977,0.0137000420443066,1255
"Gsynth","Stock merger",32,-0.00201983252043213,0.00878926743374915,-0.0187210231055456,0.0147791766374342,1255
"Gsynth","Stock merger",33,-0.00215282092737483,0.0087440572402665,-0.0186421880901131,0.0147297537639101,1255
"Gsynth","Stock merger",34,-0.00364546495079613,0.00890847666397162,-0.0202126315412588,0.0140993460010131,1255
"Gsynth","Stock merger",35,-0.00454185683057473,0.00895303362190077,-0.0213425607009887,0.0133080856228017,1255
"Gsynth","Stock merger",36,-0.00511547672435611,0.00943015345875725,-0.0230259612890472,0.0136600715802271,1255
"Gsynth","Stock merger",37,-0.00415115094767384,0.00946049898725812,-0.0216472410462909,0.0150196020413941,1255
"Gsynth","Stock merger",38,-0.00559828612027594,0.00956011711608775,-0.0230736786320058,0.0142537409476964,1255
"Gsynth","Stock merger",39,-0.00514562258351087,0.00938661880915399,-0.0230347885507714,0.0137456500394177,1255
"Gsynth","Stock merger",40,-0.00570162964206372,0.00967923124021246,-0.0240242213758623,0.0136900837680082,1255
"Gsynth","Stock merger",41,-0.00381253021081439,0.00960476367364441,-0.0219853517201931,0.0151843791554633,1255
"Gsynth","Stock merger",42,-0.00398137612217174,0.0100045340633224,-0.0233010377703968,0.0154739452277256,1255
"Gsynth","Stock merger",43,-0.00529137735589468,0.009913984985936,-0.0244632383655417,0.0139227177183795,1255
"Gsynth","Stock merger",44,-0.00612313417307681,0.0101905021526036,-0.0258593713856254,0.0136685968731421,1255
"Gsynth","Stock merger",45,-0.00684829331087725,0.0102562284233685,-0.0263477319225447,0.0131614126041822,1255
"Gsynth","Stock merger",46,-0.00655496575119306,0.0100816519637215,-0.0259340334226963,0.012840840656119,1255
"Gsynth","Stock merger",47,-0.0062608198541947,0.00981047766009014,-0.025190870496725,0.0126514106883602,1255
"Gsynth","Stock merger",48,-0.00540185385319253,0.00942497484199594,-0.0227859427528391,0.0129292725057633,1255
"Gsynth","Stock merger",49,-0.00644945635033092,0.00990277456849188,-0.0254034293494392,0.013043026658464,1255
"Gsynth","Stock merger",50,-0.0064023219050545,0.00957562573708723,-0.0248567169627667,0.0118576180103297,1255
"Gsynth","Stock merger",51,-0.00691727129789708,0.00965654245883185,-0.0254768998113269,0.0123848944156485,1255
"Gsynth","Stock merger",52,-0.00656956564355655,0.00988262648786184,-0.0257872271862869,0.0130111369486077,1255
"Gsynth","Stock merger",53,-0.00682685673357246,0.00977634866822716,-0.0260847690249427,0.0118991696323841,1255
"Gsynth","Stock merger",54,-0.0076949394333909,0.0100563166814682,-0.0274038700522278,0.01203443086339,1255
"Gsynth","Stock merger",55,-0.00757263561745578,0.0100910981050316,-0.0278052002371164,0.0118688637170091,1255
"Gsynth","Stock merger",56,-0.00729563441159301,0.0102675808136619,-0.0277193475180666,0.0127978684012165,1255
"Gsynth","Stock merger",57,-0.00872243622146061,0.0107199457500106,-0.029027605073134,0.0129666890021646,1255
"Gsynth","Stock merger",58,-0.0112454384937955,0.0106281611911751,-0.0325437954725358,0.0101303986924589,1255
"Gsynth","Stock merger",59,-0.0122602984242538,0.0108268011277209,-0.0333671332794375,0.00910979868972071,1255
"Gsynth","Stock merger",60,-0.0134988805339968,0.0104797118455558,-0.0339266075095298,0.00751229635790929,1255
"Gsynth","Stock merger",61,-0.0145923516596207,0.0104958126470883,-0.034877054573604,0.00627722817403559,1255
"Gsynth","Stock merger",62,-0.014614766322865,0.0104041462476285,-0.0349086657377087,0.00530618282724982,1255
"Gsynth","Stock merger",63,-0.0136221188401056,0.0105469136772924,-0.0340595398704988,0.00581086375274971,1255
"Gsynth","Stock merger",64,-0.0153848616122265,0.0108713187566943,-0.0359619495744647,0.00671018871307874,1255
"Gsynth","Stock merger",65,-0.0172039061485281,0.0109405761494905,-0.0378212651487715,0.00520199170956326,1255
"Gsynth","Stock merger",66,-0.0186752774036034,0.011286047248757,-0.0399375479320678,0.00558031177686319,1255
"Gsynth","Stock merger",67,-0.0185734782342522,0.0113833440586123,-0.0400503472589925,0.00609368751107093,1255
"Gsynth","Stock merger",68,-0.0192279309671378,0.0109995426586273,-0.0403656448957726,0.00426186022643447,1255
"Gsynth","Stock merger",69,-0.0189664475818239,0.0106988285441446,-0.0400581856523573,0.00286238498609851,1255
"Gsynth","Stock merger",70,-0.0198161907709175,0.010825122425896,-0.04159561647869,0.00265277092452336,1255
"Gsynth","Stock merger",71,-0.0184672084105416,0.0108124278968998,-0.0402378609032751,0.00383513927195373,1255
"Gsynth","Stock merger",72,-0.0196200919997565,0.0110806688588404,-0.0416394716385503,0.00409968828953163,1255
"Gsynth","Stock merger",73,-0.0204108341663119,0.0114372674714425,-0.042504958225545,0.00494722676421508,1255
"Gsynth","Stock merger",74,-0.0211499811377545,0.0119092084618205,-0.0438625470630111,0.00517823169631707,1255
"Gsynth","Stock merger",75,-0.0209719388229284,0.0120637655566024,-0.0439006524831266,0.00736872967765033,1255
"Gsynth","Stock merger",76,-0.0233094913523861,0.0125124124269605,-0.0469815032334606,0.00581622417579869,1255
"Gsynth","Stock merger",77,-0.0233821883465388,0.0124634292996109,-0.047064470574807,0.00520154439774532,1255
"Gsynth","Stock merger",78,-0.0256526081165485,0.0122983225987537,-0.0487028115182749,0.00324817195370201,1255
"Gsynth","Stock merger",79,-0.0256159918812149,0.0126352352227467,-0.0490860843810168,0.00426669547670738,1255
"Gsynth","Stock merger",80,-0.0284539292609453,0.0132497365255064,-0.053634718088834,0.00104012333352979,1255
"Gsynth","Stock merger",81,-0.0265371142321845,0.0129933215569453,-0.0512420310928653,0.00263727237962309,1255
"Gsynth","Stock merger",82,-0.0270980982346301,0.0133569458107498,-0.0526413082625808,0.00293550591238394,1255
"Gsynth","Stock merger",83,-0.0288483829019543,0.0135264026617987,-0.0543696297282535,0.0018918489467887,1255
"Gsynth","Stock merger",84,-0.0282791690312965,0.0138557189812616,-0.0546310770776896,0.00327681672679261,1255
"Gsynth","Stock merger",85,-0.0291779997005481,0.0136658166684058,-0.0551933772596002,0.00194399162460373,1255
"Gsynth","Stock merger",86,-0.029534415624443,0.0140533825222517,-0.0562036220776878,0.00223761843358548,1255
"Gsynth","Stock merger",87,-0.0291052437111447,0.014372311174566,-0.0565039959937762,0.00284319468693849,1255
"Gsynth","Stock merger",88,-0.0284492215326753,0.0144164118854965,-0.0560056937607126,0.00324995142509406,1255
"Gsynth","Stock merger",89,-0.0298619319248947,0.0138647843938333,-0.0567856803891865,0.000168218208489523,1255
"Gsynth","Stock merger",90,-0.0319769297273232,0.0139162681831187,-0.05865410113458,-0.00216024246995954,1255
"Gsynth","Stock merger",91,-0.0329405981511911,0.014106896174697,-0.0593330281142814,-0.00153785384194716,1255
"Gsynth","Stock merger",92,-0.0308703467684919,0.0138148589716464,-0.0576166723880701,-0.00116995706760988,1255
"Gsynth","Stock merger",93,-0.0313330977391572,0.013802468302235,-0.0578887858006215,-0.00191792104900477,1255
"Gsynth","Stock merger",94,-0.0306714019150677,0.0141951360499141,-0.0585251072905463,0.000677945068236792,1255
"Gsynth","Stock merger",95,-0.0313937315872907,0.0143230554635817,-0.0590928247134142,0.000226230517624907,1255
"Gsynth","Stock merger",96,-0.0332468207989984,0.0143340501573709,-0.0608657098509925,-0.00192475686234262,1255
"Gsynth","Stock merger",97,-0.0321898540863641,0.0148427104208775,-0.0601068431202782,0.000250559594179922,1255
"Gsynth","Stock merger",98,-0.0356450635994142,0.0154756762520196,-0.0649900519657563,-0.00112237127109694,1255
"Gsynth","Stock merger",99,-0.0365529444154855,0.0154032767758627,-0.0659062992983136,-0.00269906516922694,1255
"Gsynth","Stock merger",100,-0.0372463532154504,0.0155498781113903,-0.0664517006019882,-0.00290382344951097,1255
"Gsynth","Stock merger",101,-0.0398403551149523,0.0161386435532223,-0.0696813707265919,-0.00341783243556966,1255
"Gsynth","Stock merger",102,-0.0402636607376723,0.0163805175544545,-0.070253640844238,-0.00322124276391491,1255
"Gsynth","Stock merger",103,-0.0422785417896399,0.0157649533981288,-0.0711414997357648,-0.00684363043434387,1255
"Gsynth","Stock merger",104,-0.0420328400608358,0.0154984861049172,-0.0708257961157869,-0.00813590903409989,1255
"Gsynth","Stock merger",105,-0.0418055086114159,0.0155704300498389,-0.0709526349652377,-0.00703013903799505,1255
"Gsynth","Stock merger",106,-0.0411578736097604,0.0154891356147675,-0.0693906539780994,-0.00691330164341757,1255
"Gsynth","Stock merger",107,-0.0417638776077618,0.0158794847087829,-0.0709021545104229,-0.00743492914994737,1255
"Gsynth","Stock merger",108,-0.0412103053479073,0.0163551523074234,-0.0712248150836329,-0.00659814384915525,1255
"Gsynth","Stock merger",109,-0.0430449591109999,0.0162207290201433,-0.0732240495628171,-0.00873584658988671,1255
"Gsynth","Stock merger",110,-0.0442574399926454,0.0162467567908835,-0.0746888021305125,-0.00952389039645537,1255
"Gsynth","Stock merger",111,-0.0424972406638785,0.0169791913050297,-0.0734078719579035,-0.00526274186709985,1255
"Gsynth","Stock merger",112,-0.04324618856725,0.0167550266266259,-0.0735338704933897,-0.00587861675405948,1255
"Gsynth","Stock merger",113,-0.0454269387941096,0.0173697237623553,-0.0770784300925974,-0.00685492784798916,1255
"Gsynth","Stock merger",114,-0.0448647941109201,0.0173844153555914,-0.0766198833989433,-0.00665553053937837,1255
"Gsynth","Stock merger",115,-0.0472643389583542,0.0178232922875041,-0.0785400205711042,-0.0081600855760484,1255
"Gsynth","Stock merger",116,-0.0476072201917783,0.017681311190546,-0.0793841831427299,-0.00925486179091985,1255
"Gsynth","Stock merger",117,-0.0477631024688126,0.0180554856356839,-0.0802199484900367,-0.00887036924683922,1255
"Gsynth","Stock merger",118,-0.0443571118721763,0.0187383689447279,-0.0778217406259081,-0.00315857042161814,1255
"Gsynth","Stock merger",119,-0.0454641528298148,0.018792195911427,-0.0794304344232464,-0.00489757690258296,1255
"Gsynth","Stock merger",120,-0.0458309483832466,0.0187771452676835,-0.080117086544602,-0.00607419555377403,1255
"Gsynth","Stock merger",121,-0.0471823781716399,0.0190502387081254,-0.0817003444319518,-0.00653465448376052,1255
"Gsynth","Stock merger",122,-0.046119556482083,0.0187663737062461,-0.0798527916960748,-0.00584796913689778,1255
"Gsynth","Stock merger",123,-0.0446016158409945,0.0189191440442973,-0.0790896472151648,-0.00398413072141918,1255
"Gsynth","Stock merger",124,-0.043398415500099,0.0194222272200647,-0.078601536231749,-0.000490657303759393,1255
"Gsynth","Stock merger",125,-0.0438884838817705,0.0196616737527236,-0.079683122568866,-0.000117860814969499,1255
"Gsynth","Stock merger",126,-0.0405540666640119,0.0193463572632535,-0.0761542925817655,0.00237799383717746,1255
"Gsynth","Stock merger",127,-0.0425260010424048,0.0192325014573218,-0.0781119504568451,-0.000633796906065702,1255
"Gsynth","Stock merger",128,-0.0444499002961269,0.0193867803362306,-0.0805906952815566,-0.00151945749635463,1255
"Gsynth","Stock merger",129,-0.046624997308788,0.019407549033844,-0.0821824878804076,-0.00359539762794444,1255
"Gsynth","Stock merger",130,-0.0476366851962928,0.0203244858126041,-0.0848934048229855,-0.00224994550980194,1255
"Gsynth","Stock merger",131,-0.0482877044576217,0.020061420237827,-0.085133380149873,-0.00357481220779782,1255
"Gsynth","Stock merger",132,-0.0496021536767228,0.019934368964933,-0.0861206444223224,-0.00606270394843431,1255
"Gsynth","Stock merger",133,-0.0501015599329874,0.0203727936985493,-0.087656067007003,-0.00581449388917003,1255
"Gsynth","Stock merger",134,-0.0511443198396277,0.0202413328848301,-0.088006382752803,-0.00690837970124289,1255
"Gsynth","Stock merger",135,-0.052752557592292,0.0203900108431761,-0.0900592719736609,-0.00806469043690083,1255
"Gsynth","Stock merger",136,-0.0519238852265367,0.0195973675718824,-0.0883038697191484,-0.00938079803614462,1255
"Gsynth","Stock merger",137,-0.0518478649118422,0.0197274158675181,-0.0875224042543123,-0.00872701472134951,1255
"Gsynth","Stock merger",138,-0.0521374781301209,0.01973355532997,-0.0878671431304913,-0.0097133021836648,1255
"Gsynth","Stock merger",139,-0.0523891501650053,0.0199836958197634,-0.0887927763060933,-0.00983460185032236,1255
"Gsynth","Stock merger",140,-0.0541994459371703,0.019756555039778,-0.0902343360943403,-0.0121776518925645,1255
"Gsynth","Stock merger",141,-0.0535159417583839,0.0200395107334586,-0.0908659305906156,-0.0107789700545291,1255
"Gsynth","Stock merger",142,-0.054075201866399,0.0195786537828674,-0.0896210946165991,-0.0123956681258662,1255
"Gsynth","Stock merger",143,-0.0555863493208212,0.019245226671218,-0.08994172190101,-0.0145211300411416,1255
"Gsynth","Stock merger",144,-0.0539507771584988,0.0194679126977544,-0.0884970564023373,-0.0126311954876273,1255
"Gsynth","Stock merger",145,-0.0556119238471942,0.0195323506489186,-0.0906789682281029,-0.0136004839241311,1255
"Gsynth","Stock merger",146,-0.0573803295637147,0.0195153562686798,-0.093425070284086,-0.0156792192823284,1255
"Gsynth","Stock merger",147,-0.0573254944973784,0.0190623827266919,-0.0930608727980232,-0.0160279258690496,1255
"Gsynth","Stock merger",148,-0.0582933416311381,0.0188320538503614,-0.0926796792370632,-0.0174419841427528,1255
"Gsynth","Stock merger",149,-0.0601944822655344,0.0194484122353406,-0.0968434288267752,-0.0181449596834195,1255
"Gsynth","Stock merger",150,-0.0602425920405639,0.0196298345740686,-0.0965145213570116,-0.0174680903093478,1255
"Gsynth","Stock merger",151,-0.0583281011053391,0.019291777776869,-0.0934938866183587,-0.0169325023387793,1255
"Gsynth","Stock merger",152,-0.056892812996932,0.0191657241084848,-0.0913993047957526,-0.0156103791805944,1255
"Gsynth","Stock merger",153,-0.058101487588289,0.0194415916782716,-0.0935115063789751,-0.0166153916789886,1255
"Gsynth","Stock merger",154,-0.0606099964645556,0.019295039397102,-0.095706122400025,-0.0191489574600482,1255
"Gsynth","Stock merger",155,-0.0593061855472551,0.0191525580016892,-0.0943047201379138,-0.0181596554208916,1255
"Gsynth","Stock merger",156,-0.0607425432082362,0.0194778327510117,-0.0964194856200728,-0.0192912728857496,1255
"Gsynth","Stock merger",157,-0.0620927863526047,0.0193179093811598,-0.0965622735338266,-0.0210940408498098,1255
"Gsynth","Stock merger",158,-0.0597533925233596,0.0201561652923031,-0.0951486903658066,-0.017333749177083,1255
"Gsynth","Stock merger",159,-0.0606005846098706,0.0201014122594875,-0.0962499842680702,-0.018208721486733,1255
"Gsynth","Stock merger",160,-0.05964504112083,0.0200730772445536,-0.0958403456703475,-0.0173256678611174,1255
"Gsynth","Stock merger",161,-0.0611244755666045,0.0199276932918912,-0.097591366535018,-0.0192089440094005,1255
"Gsynth","Stock merger",162,-0.062428924659446,0.0199540182978553,-0.098437365434064,-0.0204320732902994,1255
"Gsynth","Stock merger",163,-0.0617522573355339,0.0199259439585324,-0.0986720561718056,-0.019601719551238,1255
"Gsynth","Stock merger",164,-0.0650728060018739,0.0201080795842099,-0.102193122543323,-0.0227555577946718,1255
"Gsynth","Stock merger",165,-0.0657321563613902,0.0203336247866197,-0.102254829949069,-0.0224899910286715,1255
"Gsynth","Stock merger",166,-0.0661776070079788,0.0206413168505381,-0.103845365882774,-0.0233023323621159,1255
"Gsynth","Stock merger",167,-0.0667372622540969,0.0210068919467468,-0.104449030004604,-0.022800348085274,1255
"Gsynth","Stock merger",168,-0.0675992773192374,0.0206516508264961,-0.104133813619567,-0.0232236864708856,1255
"Gsynth","Stock merger",169,-0.0680716719037618,0.0210708908178296,-0.10473065622599,-0.0230517988975232,1255
"Gsynth","Stock merger",170,-0.0691840836795967,0.0207565852652139,-0.105612566586517,-0.0259600119434661,1255
"Gsynth","Stock merger",171,-0.0684027524949363,0.0208790814656698,-0.10529289705168,-0.0247748351726425,1255
"Gsynth","Stock merger",172,-0.0690515230807595,0.0207382213666081,-0.106351773009226,-0.0262693665643638,1255
"Gsynth","Stock merger",173,-0.0710882725164057,0.0206957503810667,-0.108962144787027,-0.0287463827417849,1255
"Gsynth","Stock merger",174,-0.0712574542632465,0.0206886978143025,-0.108032058818055,-0.0281089324176012,1255
"Gsynth","Stock merger",175,-0.0716833244869788,0.0205530955988536,-0.108296780838942,-0.0292740134912301,1255
"Gsynth","Stock merger",176,-0.0718725568444951,0.0199380536476741,-0.107614178107648,-0.0305901900810944,1255
"Gsynth","Stock merger",177,-0.0718536084276845,0.0199282589970125,-0.108131721613202,-0.030536087205188,1255
"Gsynth","Stock merger",178,-0.0726180815180578,0.0201476100285749,-0.108999205498218,-0.0305065206679972,1255
"Gsynth","Stock merger",179,-0.0737761279527159,0.0203249426597751,-0.110829971543845,-0.0311141948631163,1255
"Gsynth","Stock merger",180,-0.0756250523092342,0.0205876381914168,-0.112997777425225,-0.0326412367901996,1255
"Gsynth","Stock merger",181,-0.0773217207761991,0.0202768844143001,-0.11398933579146,-0.0348594041124792,1255
"Gsynth","Stock merger",182,-0.0789969612561312,0.0201943671197659,-0.115082436435012,-0.0370144301695132,1255
"Gsynth","Stock merger",183,-0.0796934572777784,0.0204392136098281,-0.116595726328586,-0.0371473261670116,1255
"Gsynth","Stock merger",184,-0.0796577283322457,0.0203966740918488,-0.116524776582607,-0.0374146718635087,1255
"Gsynth","Stock merger",185,-0.0790228692670982,0.0205496189498716,-0.116334230093193,-0.036049945449558,1255
"Gsynth","Stock merger",186,-0.0817535298748464,0.019989864946217,-0.119110268396497,-0.0396783159892894,1255
"Gsynth","Stock merger",187,-0.0788726440205207,0.0201549396567876,-0.116202635296396,-0.0370105912508112,1255
"Gsynth","Stock merger",188,-0.0787684189201018,0.019616144588932,-0.11452487633668,-0.0375728868447717,1255
"Gsynth","Stock merger",189,-0.0792924375655604,0.0198684257163948,-0.11613340982141,-0.0374814264721954,1255
"Gsynth","Stock merger",190,-0.0798650505668458,0.0201207824371174,-0.117635542598148,-0.037591562279209,1255
"Gsynth","Stock merger",191,-0.079675647320756,0.0198107507695883,-0.11656403980946,-0.0387188039391378,1255
"Gsynth","Stock merger",192,-0.0809640964260913,0.0197624933684622,-0.117874955466952,-0.0399622868476215,1255
"Gsynth","Stock merger",193,-0.0808025423501896,0.0189209066066396,-0.115980782385205,-0.0427542617209301,1255
"Gsynth","Stock merger",194,-0.084516253366749,0.0186946566820938,-0.118658067488932,-0.0467742576101057,1255
"Gsynth","Stock merger",195,-0.0845824358771621,0.0187894851866664,-0.119322852168845,-0.0457979960563736,1255
"Gsynth","Stock merger",196,-0.0866719383215381,0.0186305961525338,-0.121086211689725,-0.0482367225323035,1255
"Gsynth","Stock merger",197,-0.0871581085597495,0.0189520244661738,-0.122031215354118,-0.0479330270857683,1255
"Gsynth","Stock merger",198,-0.0903809745106913,0.0193269175622207,-0.125612406024755,-0.0508102128657494,1255
"Gsynth","Stock merger",199,-0.0917763422378289,0.0191457038626364,-0.126068659106032,-0.0530938612029901,1255
"Gsynth","Stock merger",200,-0.0906564959449119,0.0191592253691438,-0.125385382930841,-0.0525448799167714,1255
"Gsynth","Stock merger",201,-0.0903577097410445,0.0193676563634807,-0.125996486221557,-0.0518045680696744,1255
"Gsynth","Stock merger",202,-0.0917688627019144,0.0193706437757336,-0.127628730637034,-0.0528520465082209,1255
"Gsynth","Stock merger",203,-0.0932886804195611,0.0195131957864902,-0.129509975119683,-0.0540759772994911,1255
"Gsynth","Stock merger",204,-0.0919889773970535,0.0197927111649609,-0.128400305953626,-0.0515818589828498,1255
"Gsynth","Stock merger",205,-0.0921797517355268,0.0199482195227141,-0.129008841854267,-0.0513369979162978,1255
"Gsynth","Stock merger",206,-0.0919986586665886,0.0201586183015471,-0.129639314946823,-0.050121696547959,1255
"Gsynth","Stock merger",207,-0.0871387768179057,0.0207831279392846,-0.126497220094153,-0.0450026168436624,1255
"Gsynth","Stock merger",208,-0.0878487726359136,0.0211256828133884,-0.127522001625747,-0.0462461158374502,1255
"Gsynth","Stock merger",209,-0.0871581793811855,0.0213867853497744,-0.12751123753361,-0.0442946158486549,1255
"Gsynth","Stock merger",210,-0.089260213822235,0.021514526778843,-0.130633744666246,-0.0470760190053338,1255
"Gsynth","Stock merger",211,-0.0898445497212418,0.0215308407726273,-0.131192189329482,-0.0473017310068264,1255
"Gsynth","Stock merger",212,-0.0910749815108445,0.021936200419203,-0.13382101264164,-0.0478058833213507,1255
"Gsynth","Stock merger",213,-0.0918491358505628,0.0215859884800524,-0.134089788671026,-0.0500395365168524,1255
"Gsynth","Stock merger",214,-0.0924585386513519,0.022089681519474,-0.135389366640135,-0.0494613231053765,1255
"Gsynth","Stock merger",215,-0.0922800207975976,0.0217282076891295,-0.135154990092868,-0.0495629901411838,1255
"Gsynth","Stock merger",216,-0.0925108972762537,0.0217805306880133,-0.134714915446142,-0.0497025450756484,1255
"Gsynth","Stock merger",217,-0.0915291947521708,0.0220231216728539,-0.13484494538865,-0.0495369880148652,1255
"Gsynth","Stock merger",218,-0.0922180542202825,0.0220445498653721,-0.135403137703104,-0.0505098396493581,1255
"Gsynth","Stock merger",219,-0.0919769550905655,0.0214083729847315,-0.132930752259825,-0.0517300004357075,1255
"Gsynth","Stock merger",220,-0.0933894169974813,0.0213757361783587,-0.133975668818041,-0.0531054200983476,1255
"Gsynth","Stock merger",221,-0.0954999838387162,0.0216646958518843,-0.136738020988117,-0.0555055499347836,1255
"Gsynth","Stock merger",222,-0.0948134162471483,0.0218463402783476,-0.136090482390265,-0.0535565185831216,1255
"Gsynth","Stock merger",223,-0.0975588663836423,0.0220245294101017,-0.140057702835916,-0.0557158318525307,1255
"Gsynth","Stock merger",224,-0.0982607830444002,0.0220313272259939,-0.140980938452274,-0.0563485900733404,1255
"Gsynth","Stock merger",225,-0.0983657775072646,0.0222639788638345,-0.141584841508632,-0.0547756711090525,1255
"Gsynth","Stock merger",226,-0.0965439660546348,0.0224151228427711,-0.139682843145867,-0.0528604011991812,1255
"Gsynth","Stock merger",227,-0.0968685939035336,0.0228198819543202,-0.140995234744668,-0.0525509890667456,1255
"Gsynth","Stock merger",228,-0.0972268678505041,0.0225475848535456,-0.141409546483932,-0.0547337354779482,1255
"Gsynth","Stock merger",229,-0.0976490108069837,0.0231684505295958,-0.142089101207257,-0.0532215114550682,1255
"Gsynth","Stock merger",230,-0.0985604974619825,0.0232073667801467,-0.143852507726751,-0.0534121137160402,1255
"Gsynth","Stock merger",231,-0.101713368333527,0.0231381519952322,-0.146444584563865,-0.057348944366733,1255
"Gsynth","Stock merger",232,-0.104949946975903,0.0227182218984963,-0.148861031119405,-0.0595985691285165,1255
"Gsynth","Stock merger",233,-0.106570407450481,0.0229567631567963,-0.15147004158016,-0.0607607020746017,1255
"Gsynth","Stock merger",234,-0.106961413835498,0.0234549341280566,-0.15321730052101,-0.059964073585505,1255
"Gsynth","Stock merger",235,-0.106925027651809,0.0231858169051371,-0.152385279903825,-0.0602804365538171,1255
