"role","subsample","event_date","mean_car","boot_se","lo","hi","n","metric"
"Treated","Stock merger",206,-0.318830838407453,0.0382861278826625,-0.394550693860778,-0.24355993350094,5592,"log"
"Treated","Stock merger",207,-0.320347649488564,0.0385907325375608,-0.396366427749975,-0.244320709239525,5592,"log"
"Treated","Stock merger",208,-0.322330642101573,0.0385441577374063,-0.398415614684499,-0.246392944256156,5592,"log"
"Treated","Stock merger",209,-0.322934295137665,0.0386479488188815,-0.399100120349908,-0.246537595029357,5592,"log"
"Treated","Stock merger",210,-0.32464928374478,0.0388821728377634,-0.400616334096565,-0.247570939561424,5592,"log"
"Treated","Stock merger",211,-0.327767051370481,0.0393678844862628,-0.405851814614672,-0.249831009020064,5592,"log"
"Treated","Stock merger",212,-0.329549956132357,0.0396329841599787,-0.408069424544917,-0.250699750652618,5592,"log"
"Treated","Stock merger",213,-0.330463991681408,0.0392581035189719,-0.407725051991113,-0.252521105939579,5592,"log"
"Treated","Stock merger",214,-0.332054353964054,0.0393627177122946,-0.410048534581162,-0.254061977421111,5592,"log"
"Treated","Stock merger",215,-0.334733939989262,0.039742119800182,-0.414210433313506,-0.256076218363493,5592,"log"
"Treated","Stock merger",216,-0.336088072825228,0.039706903986077,-0.415862371859173,-0.258018506780586,5592,"log"
"Treated","Stock merger",217,-0.337342936949486,0.0397945251293659,-0.418202492600452,-0.258949625117089,5592,"log"
"Treated","Stock merger",218,-0.338358396339814,0.0399997934315758,-0.419908797971461,-0.259385599428741,5592,"log"
"Treated","Stock merger",219,-0.340269476750983,0.0403644568168056,-0.421953775051387,-0.2613087451425,5592,"log"
"Treated","Stock merger",220,-0.342698956948713,0.0401656607152817,-0.423879748748263,-0.263199459214361,5592,"log"
"Treated","Stock merger",221,-0.345937173601304,0.0405868972802343,-0.42805781819963,-0.265629063671982,5592,"log"
"Treated","Stock merger",222,-0.347179991459558,0.0410779294521377,-0.430896506385452,-0.266456094072014,5592,"log"
"Treated","Stock merger",223,-0.349296652577439,0.0410891404749684,-0.43282580720459,-0.268538348280113,5592,"log"
"Treated","Stock merger",224,-0.350821299273042,0.0410095500746514,-0.434228102155486,-0.270300215194694,5592,"log"
"Treated","Stock merger",225,-0.352722788516602,0.0411549837988893,-0.435596163547027,-0.271586947100485,5592,"log"
"Treated","Stock merger",226,-0.353904782544261,0.0416234806369736,-0.437856923997868,-0.271798114863721,5592,"log"
"Treated","Stock merger",227,-0.35541525374622,0.0416670986274209,-0.439124557282631,-0.273345412299455,5592,"log"
"Treated","Stock merger",228,-0.357621071047754,0.0418010615199907,-0.441789507369778,-0.275002396553167,5592,"log"
"Treated","Stock merger",229,-0.358113048434924,0.0418561534303665,-0.44238268835363,-0.275379550056208,5592,"log"
"Treated","Stock merger",230,-0.359848026375351,0.04188059781926,-0.443391604926057,-0.277774837691571,5592,"log"
"Treated","Stock merger",231,-0.36216857752177,0.0422319087350728,-0.446789434975087,-0.279323668608812,5592,"log"
"Treated","Stock merger",232,-0.364619472058907,0.0425305553185817,-0.449150825565338,-0.281142230403991,5592,"log"
"Treated","Stock merger",233,-0.36618092120541,0.0425542836609078,-0.450663991429388,-0.282013295536151,5592,"log"
"Treated","Stock merger",234,-0.367702153266539,0.0425846390705649,-0.451623482601285,-0.283364430530393,5592,"log"
"Treated","Stock merger",235,-0.369922787900109,0.0428620916237916,-0.454751433311985,-0.284585990464949,5592,"log"
"Treated","Stock merger",236,-0.371018511227489,0.0427123119316643,-0.455793082465057,-0.286370212138834,5592,"log"
"Treated","Stock merger",237,-0.371813227044021,0.0430052143947334,-0.457671969046194,-0.286081918167356,5592,"log"
"Treated","Stock merger",238,-0.3738494081551,0.0428424366165381,-0.459167157624884,-0.289448919034233,5592,"log"
"Treated","Stock merger",239,-0.37541388725769,0.0430702092613715,-0.460956964390279,-0.290287154060219,5592,"log"
"Treated","Stock merger",240,-0.37699467672652,0.042746561737135,-0.461602070450142,-0.292000897177742,5592,"log"
"Treated","Stock merger",241,-0.378809849673673,0.0430392070106167,-0.464288852713681,-0.293571406792504,5592,"log"
"Treated","Stock merger",242,-0.38078007597489,0.0431496552620753,-0.467180209737832,-0.29480374168037,5592,"log"
"Treated","Stock merger",243,-0.381503386247128,0.0434445657787795,-0.468344670195014,-0.295090014318987,5592,"log"
"Treated","Stock merger",244,-0.382548774010408,0.0435310673554723,-0.469684264809533,-0.296104284034074,5592,"log"
"Treated","Stock merger",245,-0.385438226037699,0.0433524751619036,-0.471551062191472,-0.299088044630931,5592,"log"
"Treated","Stock merger",246,-0.386726905483822,0.0438188952084857,-0.473876019111061,-0.299384821625164,5592,"log"
"Treated","Stock merger",247,-0.388855605217495,0.0440715998927612,-0.476280022024314,-0.301174184193151,5592,"log"
"Treated","Stock merger",248,-0.389365445896893,0.0446009212144142,-0.478617150697094,-0.301886926186528,5592,"log"
"Treated","Stock merger",249,-0.39200098786749,0.0444415867716048,-0.480999682588981,-0.304962142245996,5592,"log"
"Treated","Stock merger",250,-0.393698442334861,0.0447827148830821,-0.482890388602571,-0.305575852942795,5592,"log"
"Placebo","Full sample",-1,9.56781772934852e-05,0.000296503071030928,-0.000472611875923608,0.000675230687754236,14847,"arith"
"Placebo","Full sample",0,0.000321537639369174,0.000496760283260289,-0.000592678182204971,0.00135528344838431,14847,"arith"
"Placebo","Full sample",1,0.000634253208815549,0.000576717740600451,-0.000450474397727058,0.00185003255066165,14847,"arith"
"Placebo","Full sample",2,-2.96259380709502e-05,0.000684013585298767,-0.00137512740032224,0.00140234485020078,14847,"arith"
"Placebo","Full sample",3,0.000137881033173771,0.000772124788644141,-0.00137157364524984,0.00170600174036816,14847,"arith"
"Placebo","Full sample",4,-0.000331841031954647,0.000905405662316498,-0.00207261121763693,0.00145323053975484,14847,"arith"
"Placebo","Full sample",5,-0.00111308873003753,0.000880411351647455,-0.00288757140656396,0.000573275792029818,14847,"arith"
"Placebo","Full sample",6,-0.000729526948098495,0.000829561310528239,-0.00236977718300077,0.000867110940592237,14847,"arith"
"Placebo","Full sample",7,-0.000261655638648827,0.000995955652543301,-0.00213783967792806,0.00177919919165026,14847,"arith"
"Placebo","Full sample",8,-0.000112153418733191,0.00100497754828148,-0.00200115617570755,0.002021003213332,14847,"arith"
"Placebo","Full sample",9,-0.000440731222652594,0.00111524068623133,-0.00243615034395979,0.00193383547574391,14847,"arith"
"Placebo","Full sample",10,-0.000335339923393843,0.00117248521068819,-0.00247307027920744,0.00215004065113973,14847,"arith"
"Placebo","Full sample",11,-0.000554382644492223,0.0012475827568301,-0.00297805074928681,0.00201334180137935,14847,"arith"
"Placebo","Full sample",12,-0.000670285703853508,0.00133206762028436,-0.00322115438661155,0.00214379505345626,14847,"arith"
"Placebo","Full sample",13,-0.00067683761652799,0.00130929448440167,-0.00313680067140746,0.0021332225688793,14847,"arith"
"Placebo","Full sample",14,-0.000725983270218861,0.00136717289547005,-0.00328174647567603,0.00204964295395164,14847,"arith"
"Placebo","Full sample",15,-0.00101815845977814,0.00125170267673645,-0.00337537734567212,0.00145493108728971,14847,"arith"
"Placebo","Full sample",16,-0.00127987262889383,0.00127481857705268,-0.00367793501591194,0.00132810735840432,14847,"arith"
"Placebo","Full sample",17,-0.00140283867269563,0.00136148553881119,-0.00390314979040279,0.0013899316546579,14847,"arith"
"Placebo","Full sample",18,-0.00173321022636188,0.00142331610759081,-0.00442687720015518,0.00120825121292632,14847,"arith"
"Placebo","Full sample",19,-0.00160857709971173,0.00150747427362661,-0.00443329026596301,0.00155761840518296,14847,"arith"
"Placebo","Full sample",20,-0.00164553587472684,0.00150684859677332,-0.00439751176504198,0.00151641909255918,14847,"arith"
"Placebo","Full sample",21,-0.0011884231169284,0.00175396513596927,-0.00448517437097373,0.00230443803497654,14847,"arith"
"Placebo","Full sample",22,-0.00126556941828936,0.00179586970264319,-0.00461304473073556,0.00233245701987862,14847,"arith"
"Placebo","Full sample",23,-0.0013546558574301,0.00175890193965884,-0.00444844581192859,0.00225706916832426,14847,"arith"
"Placebo","Full sample",24,-0.00199594855586171,0.00181284771187327,-0.00526917988515828,0.00161625619679111,14847,"arith"
"Placebo","Full sample",25,-0.00199648100407073,0.00201313390170846,-0.00562808474255921,0.00213063649527668,14847,"arith"
"Placebo","Full sample",26,-0.00221306517453569,0.00192338123696451,-0.00584403697977693,0.00173715337781575,14847,"arith"
"Placebo","Full sample",27,-0.00281459119682896,0.00195254291173386,-0.006509452266076,0.00114637767612899,14847,"arith"
"Placebo","Full sample",28,-0.00243895864273997,0.00206802833814782,-0.00638594535013721,0.00172508146523905,14847,"arith"
"Placebo","Full sample",29,-0.00268280362270159,0.00206290131209907,-0.0066083366747421,0.00146802901654812,14847,"arith"
"Placebo","Full sample",30,-0.00377042591537437,0.00207513604962841,-0.00773135439843247,0.000485853882756147,14847,"arith"
"Placebo","Full sample",31,-0.00278312919562322,0.00216066285369641,-0.00687602008755414,0.00159302961583166,14847,"arith"
"Placebo","Full sample",32,-0.00286469630066192,0.00225628095533283,-0.00708649239863697,0.00169170290089568,14847,"arith"
"Placebo","Full sample",33,-0.00306041605727757,0.00229882635278167,-0.00751174531826278,0.00158535037588035,14847,"arith"
"Placebo","Full sample",34,-0.00239406842029213,0.00242213803858748,-0.0069537639089997,0.00250079450988321,14847,"arith"
"Placebo","Full sample",35,-0.00258655679936848,0.00238171808322635,-0.0071136092106263,0.00212456071706538,14847,"arith"
"Placebo","Full sample",36,-0.00289832783698904,0.00238906729644599,-0.00745971548973465,0.00180151325946133,14847,"arith"
"Placebo","Full sample",37,-0.00237188272955933,0.00262379676598507,-0.00747332173978944,0.0028356377100236,14847,"arith"
"Placebo","Full sample",38,-0.00266769466424325,0.00275011328122299,-0.00809336010692698,0.00283345748217848,14847,"arith"
"Placebo","Full sample",39,-0.00315603784678736,0.00275008852138903,-0.00859699489724714,0.00235101731004674,14847,"arith"
"Placebo","Full sample",40,-0.00255577824009355,0.00292059787681518,-0.00821802650218238,0.00330070264941853,14847,"arith"
"Placebo","Full sample",41,-0.00296401677381658,0.00289855545695452,-0.0087349336748198,0.00275400244137591,14847,"arith"
"Placebo","Full sample",42,-0.00284060650210081,0.00302155282546889,-0.00895599488810476,0.00321845207215406,14847,"arith"
"Placebo","Full sample",43,-0.00295819445543076,0.00304922103693098,-0.00925754423644242,0.00273404209700581,14847,"arith"
"Placebo","Full sample",44,-0.00332834316029405,0.0031794619425713,-0.0098021840241692,0.00277735042802196,14847,"arith"
"Placebo","Full sample",45,-0.00364730766248581,0.00315785524424512,-0.0102427643656134,0.00243032047207066,14847,"arith"
"Placebo","Full sample",46,-0.00367913832168409,0.00313781211482122,-0.0101883696818063,0.00238489014912451,14847,"arith"
"Placebo","Full sample",47,-0.00377307525886794,0.00322134772445254,-0.0105681348380694,0.0023445138757407,14847,"arith"
"Placebo","Full sample",48,-0.00426641813210264,0.00319824151974572,-0.0110494079601128,0.00186789793189296,14847,"arith"
"Placebo","Full sample",49,-0.0038897097716283,0.00321274783285855,-0.0108866780047417,0.00228925294068706,14847,"arith"
"Placebo","Full sample",50,-0.00377067796489788,0.00317191495149595,-0.0101703986648094,0.00222751227855406,14847,"arith"
"Placebo","Full sample",51,-0.00387484555227378,0.00325248739414838,-0.0102406204109735,0.00216522107638272,14847,"arith"
"Placebo","Full sample",52,-0.00386882513165881,0.00331687543866415,-0.0107075771210628,0.00237599648569902,14847,"arith"
"Placebo","Full sample",53,-0.00376260394962406,0.00339983465362838,-0.01074054181089,0.00273539410261065,14847,"arith"
"Placebo","Full sample",54,-0.00382318212032842,0.00333042957825568,-0.010683139512324,0.00255621134768893,14847,"arith"
"Placebo","Full sample",55,-0.0038630860897952,0.00345365392950449,-0.011055438908946,0.0027784717015005,14847,"arith"
"Placebo","Full sample",56,-0.0039020768739841,0.00351709708532323,-0.0112495824040019,0.00282833023121464,14847,"arith"
"Placebo","Full sample",57,-0.00355401382573234,0.00345824578731222,-0.0108487249979956,0.00301055650329662,14847,"arith"
"Placebo","Full sample",58,-0.00331872607663766,0.00355812138349371,-0.0104787209883456,0.00366414584628222,14847,"arith"
"Placebo","Full sample",59,-0.00345650070601976,0.00364963586423735,-0.0107336376479763,0.0036134286278903,14847,"arith"
