"method","subsample","event_date","calibrated","boot_se","lo","hi","n"
"SC","Cash merger",18,0.0188509199630443,0.00224932544191243,0.0141201215504393,0.0227848364170418,9261
"SC","Cash merger",19,0.0186418099471574,0.00218691140591443,0.0140470716457525,0.0225048801149119,9261
"SC","Cash merger",20,0.0186868980418577,0.00220339532333652,0.0139973400017445,0.0226222934917538,9261
"SC","Cash merger",21,0.0183263123442821,0.00214448944265077,0.0137488600787897,0.0221752611259224,9261
"SC","Cash merger",22,0.0177005856103913,0.00215054144493011,0.0130807968662923,0.0215738370471799,9261
"SC","Cash merger",23,0.0175299677801492,0.00220586795526382,0.0128187727000884,0.0213434424621044,9261
"SC","Cash merger",24,0.0177612118649227,0.00220779748070966,0.0131139307164536,0.0216029788638779,9261
"SC","Cash merger",25,0.0182933411446816,0.00243050467088031,0.013265171521627,0.0226656557549023,9261
"SC","Cash merger",26,0.0186690041119305,0.0024738701424772,0.0134498746455192,0.0231764721572873,9261
"SC","Cash merger",27,0.0185590496193361,0.00249505431363599,0.0132188714384283,0.0230626316102873,9261
"SC","Cash merger",28,0.0184815354330063,0.0025769329243748,0.0131260771207428,0.023317620542387,9261
"SC","Cash merger",29,0.0187176918609837,0.00266331075777722,0.0131309724636084,0.0236622440064362,9261
"SC","Cash merger",30,0.0193345352621257,0.00255749697364564,0.0139803378813358,0.0241361411913548,9261
"SC","Cash merger",31,0.0190947705142115,0.00274964704853273,0.0134111469240878,0.0240986012807752,9261
"SC","Cash merger",32,0.0191347670889477,0.00269945840415295,0.0135593145319215,0.0239827053828306,9261
"SC","Cash merger",33,0.0187630154473676,0.00279583863239328,0.0128977349888103,0.0239994505614373,9261
"SC","Cash merger",34,0.0185568898727455,0.00281892309704059,0.0126706238183582,0.0236861328699455,9261
"SC","Cash merger",35,0.0184777664143406,0.00280502011971787,0.0126691008580732,0.0237713692388346,9261
"SC","Cash merger",36,0.0188230580221511,0.00289510489643543,0.0130365507523531,0.0241383595322297,9261
"SC","Cash merger",37,0.017679417453543,0.0031901857248326,0.0111898057122599,0.0235796633230504,9261
"SC","Cash merger",38,0.0174318520781678,0.00320597079570144,0.010833016473691,0.0234072060133672,9261
"SC","Cash merger",39,0.0179159242867454,0.00337134422219809,0.010976128120714,0.0241830237065054,9261
"SC","Cash merger",40,0.0181240164460502,0.00337493236341432,0.0112108637513785,0.0242281289070164,9261
"SC","Cash merger",41,0.0175794456623822,0.00332092342077797,0.0109990765486498,0.0235552568571929,9261
"SC","Cash merger",42,0.0176896739852127,0.00350944369007325,0.0106099346179784,0.0240576194521389,9261
"SC","Cash merger",43,0.0187088751950771,0.00349466138826152,0.01196356224394,0.0253542711503863,9261
"SC","Cash merger",44,0.0191852160522826,0.00341445867411115,0.0124758396840912,0.0256013017152895,9261
"SC","Cash merger",45,0.0198166997577757,0.00335945561583881,0.0131428921527592,0.0260567447417116,9261
"SC","Cash merger",46,0.0195142247849561,0.00354377854544673,0.0125651364624749,0.0260595950869126,9261
"SC","Cash merger",47,0.0201017770762777,0.00361279034627067,0.0129865019168241,0.0267024659774751,9261
"SC","Cash merger",48,0.0209902719064715,0.0036241932353378,0.0137479535530219,0.0276882610860621,9261
"SC","Cash merger",49,0.021012622833014,0.00366294854006424,0.0139314209327127,0.0279355168647501,9261
"SC","Cash merger",50,0.0205485127429326,0.00368253456259733,0.0136355617369596,0.027460407959657,9261
"SC","Cash merger",51,0.0209591094751874,0.00361008876537181,0.0140681266080727,0.0279969289884761,9261
"SC","Cash merger",52,0.0212027836566916,0.00351632654710901,0.0146640605624868,0.0280296949053261,9261
"SC","Cash merger",53,0.0217724296494642,0.00368470412086725,0.014837370492562,0.0287024667694079,9261
"SC","Cash merger",54,0.0220379048112961,0.00365109601519231,0.0150876518932591,0.0290048931048013,9261
"SC","Cash merger",55,0.0218140660545131,0.0037763161768109,0.0146543332945861,0.029141935445803,9261
"SC","Cash merger",56,0.021625891557045,0.00385999271169373,0.014236824801319,0.0291173441762743,9261
"SC","Cash merger",57,0.0216757045080567,0.00389857218068924,0.0141892253863692,0.0294261473402862,9261
"SC","Cash merger",58,0.0211974929783427,0.00407115171989351,0.0131060051960746,0.0289405149233992,9261
"SC","Cash merger",59,0.0211422921344525,0.00409250422041058,0.0129080729918467,0.0287609101768217,9261
"SC","Cash merger",60,0.0211190276797974,0.00413289424003238,0.0128221834390361,0.0287776928780413,9261
"SC","Cash merger",61,0.0212482350529382,0.00424460995244877,0.0126750707702351,0.0292149067944182,9261
"SC","Cash merger",62,0.0210470704773465,0.00406585574611027,0.0131056932048648,0.0289107632144892,9261
"SC","Cash merger",63,0.0203737884954198,0.00429972105925988,0.0119658435571962,0.0285529504674061,9261
"SC","Cash merger",64,0.020458034582152,0.00440180762643855,0.0120603936432865,0.02854441978317,9261
"SC","Cash merger",65,0.0205093198356203,0.00423226745318983,0.0122559576093246,0.0283456208048503,9261
"SC","Cash merger",66,0.0203865357050881,0.00422375425007811,0.0121434177989416,0.0283152602994858,9261
"SC","Cash merger",67,0.0199523770311229,0.00435028015716298,0.0116925741081658,0.0282216577554949,9261
"SC","Cash merger",68,0.0192291812322266,0.00458746213438693,0.0102464287913654,0.0280439648520471,9261
"SC","Cash merger",69,0.0194363247349014,0.00463146033873937,0.0107325732618839,0.0282900065953344,9261
"SC","Cash merger",70,0.0189564581280196,0.0045622251020197,0.0102619631559244,0.027800233643985,9261
"SC","Cash merger",71,0.0181465689764052,0.00461715008517461,0.00925574490305634,0.0270685214570987,9261
"SC","Cash merger",72,0.0176643003226734,0.00464318351330667,0.0086522084149852,0.0265234629517686,9261
"SC","Cash merger",73,0.0162296777293487,0.0047561364343,0.00701580169329481,0.0253151529444913,9261
"SC","Cash merger",74,0.0161542453384487,0.00459012540128067,0.00737607271226497,0.0248188635353553,9261
"SC","Cash merger",75,0.0167987978554818,0.00452146344482543,0.0079875844396405,0.0253068665706906,9261
"SC","Cash merger",76,0.0168615317835719,0.00453205765712277,0.00793112268241749,0.0253845784820682,9261
"SC","Cash merger",77,0.0165470741761846,0.00460118158933283,0.00769194893949101,0.025431257922855,9261
"SC","Cash merger",78,0.017223896417673,0.00457340209290344,0.00832854619939698,0.0261971662005406,9261
"SC","Cash merger",79,0.0174050127019475,0.00447616263007373,0.00874351993674491,0.0258946575376867,9261
"SC","Cash merger",80,0.0178124170754223,0.0042987962714628,0.00953509161155969,0.0259929333751161,9261
"SC","Cash merger",81,0.017266165047399,0.00437143820362806,0.0088048017223077,0.0254885629045704,9261
"SC","Cash merger",82,0.019003927749474,0.00424732069331236,0.0106588189956575,0.0269031255776295,9261
"SC","Cash merger",83,0.0183654496664229,0.00419964723859768,0.0102335150836139,0.0263882967151943,9261
"SC","Cash merger",84,0.0179703901507717,0.00441125880320969,0.00927292005908702,0.0262817829441258,9261
"SC","Cash merger",85,0.0179323312934953,0.00436653001041521,0.0094704016333605,0.0262889502597561,9261
"SC","Cash merger",86,0.0183454429072395,0.00434083539411192,0.00993272144690754,0.026495262659672,9261
"SC","Cash merger",87,0.0175930968212332,0.00456292373873258,0.00843637607390711,0.0260929930634023,9261
"SC","Cash merger",88,0.0173803075609791,0.00448502140756525,0.00858460435784942,0.0259017145133765,9261
"SC","Cash merger",89,0.017312357721915,0.00455560045586728,0.008560148910397,0.0261543023968191,9261
"SC","Cash merger",90,0.0181976956736808,0.00456223163468831,0.00950128726329139,0.0270591217962146,9261
"SC","Cash merger",91,0.0183662115233112,0.00442932227991737,0.0100753319182587,0.0268461489013951,9261
"SC","Cash merger",92,0.0184222199493888,0.00450976090891887,0.00994037585742726,0.0270138067771904,9261
"SC","Cash merger",93,0.0183033375013372,0.00461542253882889,0.00938281867320362,0.0270030493077584,9261
"SC","Cash merger",94,0.01781864010845,0.00472594003783031,0.00884360360869637,0.0266581177247173,9261
"SC","Cash merger",95,0.0177749054247345,0.00478757746705612,0.00876291525319153,0.0267942102348325,9261
"SC","Cash merger",96,0.0182108971520684,0.00481313517718616,0.00933119984303914,0.0274118206767442,9261
"SC","Cash merger",97,0.0180266945008966,0.0046574838920178,0.00944032449347192,0.0269256306739795,9261
"SC","Cash merger",98,0.0189178284331716,0.00484370559176601,0.0101367949250553,0.0282553046584019,9261
"SC","Cash merger",99,0.0186495041217716,0.00487074976916834,0.00977734211739912,0.0282191465341251,9261
"SC","Cash merger",100,0.0188585794753749,0.0047747806531926,0.010115467713275,0.0282626436470705,9261
"SC","Cash merger",101,0.0189437062426268,0.00479095010282902,0.0100074393473786,0.0284197161928205,9261
"SC","Cash merger",102,0.0197723708690468,0.00481793133007259,0.0106621447746671,0.0292829266179951,9261
"SC","Cash merger",103,0.0194987518927899,0.00471359090098898,0.0105654411157309,0.0288813127766134,9261
"SC","Cash merger",104,0.0196852743264628,0.00482901190519322,0.0105867012854772,0.0293404680924302,9261
"SC","Cash merger",105,0.0187725270222929,0.004778724435975,0.00989306829932158,0.028155412229629,9261
"SC","Cash merger",106,0.0185062625254758,0.00496447727058142,0.00916936617057263,0.0281221956387971,9261
"SC","Cash merger",107,0.0164937065909638,0.00517579701063801,0.00653660543341301,0.0261351149663922,9261
"SC","Cash merger",108,0.0167220983393777,0.0051362097297373,0.00676871067963702,0.0267309846732812,9261
"SC","Cash merger",109,0.017431629010916,0.00517849438898653,0.00750580494683123,0.0275175641212943,9261
"SC","Cash merger",110,0.0174758744735695,0.0052585071002208,0.00744693127704586,0.0276263319191909,9261
"SC","Cash merger",111,0.016692012936681,0.00536249246252715,0.00653369381429401,0.0273129357039777,9261
"SC","Cash merger",112,0.0158410805295626,0.00539988673116836,0.00597103557277357,0.0266953470931979,9261
"SC","Cash merger",113,0.0161189787583126,0.00548621232905685,0.00608682876385783,0.0269940118634748,9261
"SC","Cash merger",114,0.0158152673054007,0.00579222104854888,0.00470869357772108,0.0271117018173713,9261
"SC","Cash merger",115,0.0159522324286021,0.0056924781083132,0.00530110135464277,0.0271207619346423,9261
"SC","Cash merger",116,0.0154338397089065,0.00551033156478928,0.00525701268797148,0.0258311945283588,9261
"SC","Cash merger",117,0.0150070929063328,0.00547643062923052,0.00490879264902287,0.0255428545913883,9261
"SC","Cash merger",118,0.0146039903531978,0.00564057021554536,0.00386703493582392,0.0254697347766593,9261
"SC","Cash merger",119,0.0151693382713671,0.00567319969539844,0.00496954323467045,0.0261884862723285,9261
"SC","Cash merger",120,0.0147354075449733,0.00554431069602312,0.00472456010580736,0.0256928898547374,9261
"SC","Cash merger",121,0.0139024309156707,0.00555191414170225,0.00375851363559065,0.0245106648907892,9261
"SC","Cash merger",122,0.0149029791888848,0.00566990455369025,0.00448062214536153,0.025831360513664,9261
"SC","Cash merger",123,0.0146735244293814,0.00573945358340253,0.00423777107108473,0.0260404049489836,9261
"SC","Cash merger",124,0.0141376517834158,0.00589809758833041,0.00328161171429653,0.0257126677982405,9261
"SC","Cash merger",125,0.0142315794713815,0.00599669002387971,0.00299271634022022,0.0259673020417486,9261
"SC","Cash merger",126,0.0147729860782325,0.00613159557712822,0.00313324260198371,0.0265116563836064,9261
"SC","Cash merger",127,0.0154866979522536,0.00599672165343955,0.00423669020832285,0.0272853683468377,9261
"SC","Cash merger",128,0.0143397828048807,0.00612109777194514,0.00284620449056087,0.0264345852839911,9261
"SC","Cash merger",129,0.0125324463558046,0.00616134414922152,0.00103021728772651,0.0243586809911043,9261
"SC","Cash merger",130,0.0126839061558051,0.00626512482068477,0.000480282999509412,0.0244909007369692,9261
"SC","Cash merger",131,0.0125057458283609,0.00621569894116893,0.000521335753483896,0.0239762928945966,9261
"SC","Cash merger",132,0.0121437105396024,0.0063510919550768,-0.000154175671648261,0.023827469468362,9261
"SC","Cash merger",133,0.0120339706260306,0.00637982916634796,-0.000496323686381992,0.0238229108140007,9261
"SC","Cash merger",134,0.0113765390658215,0.00653312745552531,-0.00158833551608337,0.023547602090939,9261
"SC","Cash merger",135,0.0111782067061209,0.00647247847087471,-0.00187136084970655,0.0234261408129242,9261
"SC","Cash merger",136,0.0110331175895264,0.00660633203966793,-0.00173693012592867,0.0232470771046052,9261
"SC","Cash merger",137,0.0115888834917395,0.00645174239607918,-0.000846488048682709,0.0237349344679719,9261
"SC","Cash merger",138,0.0115351647563085,0.00650937553913571,-0.00105797430799337,0.0237366470732671,9261
"SC","Cash merger",139,0.0110414189727113,0.00653904300183545,-0.00162299211707394,0.0236299904231356,9261
"SC","Cash merger",140,0.0108551518111447,0.0067361919574822,-0.00181338467780348,0.0237829111237457,9261
"SC","Cash merger",141,0.0107162950864936,0.00685422687144543,-0.0027208798778062,0.0233312945409475,9261
"SC","Cash merger",142,0.0103355938183026,0.00712768151251141,-0.0035671200431539,0.0238444464526054,9261
"SC","Cash merger",143,0.009703237066891,0.00723404163138631,-0.00444775647267512,0.0230531746423832,9261
"SC","Cash merger",144,0.0101245069408083,0.00716503459927877,-0.00387205571816333,0.0235686782720811,9261
"SC","Cash merger",145,0.0104370903293186,0.00741931602063151,-0.00423373334377788,0.0241679381813912,9261
"SC","Cash merger",146,0.00977788920524383,0.00745408310268349,-0.00509101245401922,0.02324562862264,9261
"SC","Cash merger",147,0.00914547048928147,0.00755705875960959,-0.00629853442343068,0.0228730966757479,9261
"SC","Cash merger",148,0.0089474832891521,0.00809692193823665,-0.00772015231009954,0.0236581405385756,9261
"SC","Cash merger",149,0.00784356191027391,0.00818293583325626,-0.0089916128301513,0.022697521232191,9261
"SC","Cash merger",150,0.00946697864712412,0.00786997266739001,-0.00623170579537653,0.0239492973196675,9261
"SC","Cash merger",151,0.00860217649227157,0.0079331080376981,-0.00726451586358927,0.0233506659383159,9261
"SC","Cash merger",152,0.00803222118843222,0.00808090499128068,-0.00853778842509807,0.0222713302562095,9261
"SC","Cash merger",153,0.00767574840850516,0.00791356103463618,-0.00850614050429594,0.0220232854776614,9261
"SC","Cash merger",154,0.00713792089768053,0.00796590534963433,-0.00880870915921289,0.0214444428824902,9261
"SC","Cash merger",155,0.00696837714546242,0.00813326605708336,-0.00944740758395094,0.0219289489667248,9261
"SC","Cash merger",156,0.0066912815551543,0.00826585864546013,-0.0100661635226214,0.0219704092417898,9261
"SC","Cash merger",157,0.00730703096527793,0.00814649387018734,-0.0090616931085763,0.0222885585601626,9261
"SC","Cash merger",158,0.0077939834751021,0.00807045226359231,-0.00880204898675616,0.0228908835664991,9261
"SC","Cash merger",159,0.00871891419468895,0.00807725525169862,-0.00819251806383452,0.0239177745884595,9261
"SC","Cash merger",160,0.00987553794612131,0.00800494754837386,-0.00659829210670357,0.0250071607197252,9261
"SC","Cash merger",161,0.00954063064064226,0.00805939737314019,-0.00689977846401696,0.024626967203707,9261
"SC","Cash merger",162,0.0092681675151966,0.00826820650659332,-0.00734203007081832,0.024816002276212,9261
"SC","Cash merger",163,0.00881718804524473,0.00833873056065723,-0.00814696408052613,0.0243922494905076,9261
"SC","Cash merger",164,0.00982154053753373,0.00831937705294001,-0.00678807142109911,0.0258029200013809,9261
"SC","Cash merger",165,0.0091706672358193,0.00837947561302308,-0.00777990963709353,0.0251366710762061,9261
"SC","Cash merger",166,0.00939591078960902,0.00847923334736641,-0.00726164563707573,0.0256694075398716,9261
"SC","Cash merger",167,0.00935886259842847,0.00841751568263529,-0.00705719727996779,0.025420315629556,9261
"SC","Cash merger",168,0.00876469500905397,0.0084734877526104,-0.00802419218401613,0.0247250359235434,9261
"SC","Cash merger",169,0.0091685064541985,0.00858172215573709,-0.0077545168543811,0.0253947381776962,9261
"SC","Cash merger",170,0.00958236500208623,0.00865762027059969,-0.0075361206301756,0.0260001008752979,9261
"SC","Cash merger",171,0.00909649080627023,0.00896820952943761,-0.00858163490955399,0.026364193711195,9261
"SC","Cash merger",172,0.00832173995140029,0.00892698327286595,-0.00935075809411756,0.0254282737709773,9261
"SC","Cash merger",173,0.00803193081644282,0.00912566819632366,-0.0100375436161005,0.0251975364068938,9261
"SC","Cash merger",174,0.00795536325501411,0.00916650831490759,-0.0100437160619113,0.0250523828175961,9261
"SC","Cash merger",175,0.00802568562757844,0.00903287379179343,-0.00926931267454492,0.0251168799711824,9261
"SC","Cash merger",176,0.0079026204607619,0.00908855383183809,-0.0102904266215043,0.0250250741299501,9261
"SC","Cash merger",177,0.00761189039398621,0.00911273830546846,-0.010344356043855,0.0248055396173282,9261
"SC","Cash merger",178,0.00738090702149416,0.00907123357866311,-0.010481161878131,0.0240223250505142,9261
"SC","Cash merger",179,0.00654354494780657,0.00907172500194539,-0.0114562643517093,0.0231311567961657,9261
"SC","Cash merger",180,0.00583648648517468,0.00924161210164112,-0.0123585134443624,0.0225627038026416,9261
"SC","Cash merger",181,0.00571328342930627,0.00924602531139783,-0.0123457812174454,0.0224873354009132,9261
"SC","Cash merger",182,0.00546404809248846,0.00933369833681628,-0.0133299676923169,0.0225091499830102,9261
"SC","Cash merger",183,0.00551076835454939,0.00951793781444557,-0.0134523782853717,0.0234206345671186,9261
"SC","Cash merger",184,0.00597059656962279,0.0095810147989225,-0.013082899049178,0.0238534317157182,9261
"SC","Cash merger",185,0.00575783359452189,0.00948840666898468,-0.0129352424985243,0.0234043595994128,9261
"SC","Cash merger",186,0.00534675579599381,0.00958396836351552,-0.0137361729463032,0.0227448075146482,9261
"SC","Cash merger",187,0.00475924972721123,0.00948040481577978,-0.0134612777515805,0.0220121623189089,9261
"SC","Cash merger",188,0.00560906788300075,0.00957989693733279,-0.0129148831549404,0.0230783809119864,9261
"SC","Cash merger",189,0.0059443433846986,0.00943594747369918,-0.012465789711249,0.0231263324995503,9261
"SC","Cash merger",190,0.00570761155727481,0.00958104548684363,-0.0130947021541478,0.0228479874668907,9261
"SC","Cash merger",191,0.00514292989895498,0.00976976713059025,-0.0142551860047872,0.0226412650516653,9261
"SC","Cash merger",192,0.00478141531776133,0.00984917630542614,-0.0143134227475454,0.0221863547839188,9261
"SC","Cash merger",193,0.00418437030586372,0.00984364212596508,-0.0153440528018005,0.0215455802148712,9261
"SC","Cash merger",194,0.00363629832220561,0.00987588686076711,-0.0162211141694731,0.0209087093575097,9261
"SC","Cash merger",195,0.00296914921003572,0.0100263699607624,-0.0179064315398542,0.0207565446692042,9261
"SC","Cash merger",196,0.0030710100400817,0.00995230073094066,-0.0176414161606655,0.0206513501999285,9261
"SC","Cash merger",197,0.00130225895202038,0.0102300173681729,-0.0195957743828374,0.0194460900023005,9261
"SC","Cash merger",198,0.00106486370332112,0.010477053937916,-0.0203244203680202,0.0195393248562803,9261
"SC","Cash merger",199,0.0014018001292059,0.0104228557545934,-0.0199224953960477,0.0198779120636499,9261
"SC","Cash merger",200,0.00203971245759921,0.0102817823245958,-0.0188769284634342,0.0200259613452976,9261
"SC","Cash merger",201,0.00141168719193704,0.0105580948118978,-0.0199279440941548,0.02037494607879,9261
"SC","Cash merger",202,0.001183468363356,0.0107048492142615,-0.0205963612626259,0.0203334206917726,9261
"SC","Cash merger",203,0.00089027874954839,0.0109752709734509,-0.0209869108476834,0.0204383320025321,9261
"SC","Cash merger",204,0.000484269046742591,0.0109669759223439,-0.0212600392611718,0.0198409248624356,9261
"SC","Cash merger",205,0.000330086509407745,0.0107738007234697,-0.021391201597225,0.0197052787333033,9261
"SC","Cash merger",206,0.000382514660837829,0.0106519228561744,-0.0214108694022633,0.0195096477035652,9261
"SC","Cash merger",207,0.000454173316670942,0.0106321344272252,-0.0214592339157063,0.0194025701559892,9261
"SC","Cash merger",208,-0.000494251879875507,0.0107879011327557,-0.022585365866262,0.0187161818340963,9261
"SC","Cash merger",209,-0.00124193352799754,0.0110459974290998,-0.0234826172520864,0.0182500621924483,9261
"SC","Cash merger",210,-0.00195937090854134,0.0110187223327193,-0.0242826848894396,0.0175181908910638,9261
"SC","Cash merger",211,-0.0018372208597911,0.0110226924236912,-0.0241148127394911,0.0177915960938211,9261
"SC","Cash merger",212,-0.00277040812880847,0.0110027535218089,-0.0252032978763184,0.0168983166273267,9261
"SC","Cash merger",213,-0.00305527010947829,0.0109045599440683,-0.0251846324834463,0.0163445287890497,9261
"SC","Cash merger",214,-0.00309370315474469,0.0109338033521683,-0.0254362035659557,0.0160024856356925,9261
"SC","Cash merger",215,-0.00243305745648073,0.0104875547931008,-0.0237895924983554,0.0162922537832191,9261
"SC","Cash merger",216,-0.00293240599519123,0.0105751923031826,-0.0244816708791885,0.0159602751636828,9261
"SC","Cash merger",217,-0.0024953705643958,0.0105137159310026,-0.0237758395448878,0.0160027235526628,9261
"SC","Cash merger",218,-0.00258333550636983,0.0105491047494202,-0.0239579825866284,0.0158961177649242,9261
"SC","Cash merger",219,-0.00270908583657994,0.0106602415021518,-0.0245657192810487,0.0161131893067069,9261
"SC","Cash merger",220,-0.00328450304551239,0.0107950145927927,-0.0257100729004302,0.0162078815315426,9261
"SC","Cash merger",221,-0.0036533452960682,0.0108061246692101,-0.0258533874999194,0.0155586267757456,9261
"SC","Cash merger",222,-0.00248862235266109,0.0109916810505405,-0.0246448441633749,0.0175505699234728,9261
"SC","Cash merger",223,-0.00138507212683225,0.0110588422152529,-0.023191951744854,0.0190421804485416,9261
"SC","Cash merger",224,-0.00184167862426818,0.0111922445271611,-0.0243534303751154,0.0184056317544342,9261
"SC","Cash merger",225,-0.00284550693394153,0.0114197439939381,-0.0256933687757459,0.0177204278014979,9261
"SC","Cash merger",226,-0.00280061711282595,0.0114018149948025,-0.026029032281007,0.0178865312540605,9261
"SC","Cash merger",227,-0.00206046879960925,0.0113673400735289,-0.0255491716734787,0.0189091451573831,9261
"SC","Cash merger",228,-0.00329541822315144,0.011478563076394,-0.0266408869557537,0.0179675903433347,9261
"SC","Cash merger",229,-0.0045099261782971,0.011625007366346,-0.0282478204653506,0.0166629772341612,9261
"SC","Cash merger",230,-0.00455201568969574,0.0114841970158903,-0.0277455569379393,0.0166288377610319,9261
"SC","Cash merger",231,-0.00483554538344066,0.011650712756329,-0.0283195120311926,0.0164141043862318,9261
"SC","Cash merger",232,-0.00446599957702654,0.0116519143120071,-0.0280760156606676,0.0163990891540115,9261
"SC","Cash merger",233,-0.00509499993124585,0.011625585063993,-0.0289694130694467,0.016066317664188,9261
"SC","Cash merger",234,-0.00535616318580148,0.0118462884031377,-0.0302495979517805,0.0163390428510212,9261
"SC","Cash merger",235,-0.005708611482345,0.0123280763052294,-0.0306649627190382,0.0167777049851261,9261
"SC","Cash merger",236,-0.00538354537318184,0.0122737155068859,-0.0308172198037664,0.0172035232517818,9261
"SC","Cash merger",237,-0.00552598634097348,0.0121584517259798,-0.0308316053573653,0.0167877545449324,9261
"SC","Cash merger",238,-0.00570360373584156,0.0120684356619689,-0.0301726977959676,0.0163639254351969,9261
"SC","Cash merger",239,-0.00674500954687193,0.0121013714802696,-0.0315011954498102,0.015572623020678,9261
"SC","Cash merger",240,-0.00677099887587004,0.0121143223924321,-0.0318775126517573,0.0154803452157579,9261
"SC","Cash merger",241,-0.00683392503044916,0.0119474931840692,-0.0313776652114123,0.014920334274142,9261
"SC","Cash merger",242,-0.00712438956289987,0.012068009509253,-0.0316798206367537,0.014954759230802,9261
"SC","Cash merger",243,-0.00790775237839267,0.01218061883823,-0.0330545990896983,0.0143917746603973,9261
"SC","Cash merger",244,-0.0083010745770768,0.0123647384022454,-0.0338880903823344,0.0146884433340745,9261
"SC","Cash merger",245,-0.00891228531327756,0.012607976999544,-0.0354710727430179,0.0142584959591646,9261
"SC","Cash merger",246,-0.00822089086012145,0.0126610155551663,-0.0348126506206129,0.0150275551601302,9261
"SC","Cash merger",247,-0.00813227713187703,0.0128436291009041,-0.0348338863599373,0.0159499942230889,9261
"SC","Cash merger",248,-0.00726690979470057,0.0127882838614479,-0.0341467907395457,0.0164726364323854,9261
"SC","Cash merger",249,-0.00646103053784394,0.0127804496922988,-0.0336189952708839,0.0172073625369498,9261
"SC","Cash merger",250,-0.00671570117891324,0.0126058294988398,-0.0331812834306136,0.0169237526665709,9261
"SC","Stock merger",-1,0.00296934974241973,0.00100350398547004,0.000758154171024267,0.00477665511610829,5592
"SC","Stock merger",0,0.00752044410408359,0.0021704229710012,0.00295107019600891,0.0117397930569243,5592
"SC","Stock merger",1,0.0104595100784672,0.00342177763577158,0.00402480503383794,0.0171562993687884,5592
"SC","Stock merger",2,0.0109430394247781,0.00352188276123253,0.00437752923938839,0.0181440267530421,5592
"SC","Stock merger",3,0.00970100178545618,0.00391357449833921,0.00221469791785634,0.0174703637033306,5592
"SC","Stock merger",4,0.00985883794817299,0.00412350751030527,0.00194234091168387,0.0179303994501587,5592
"SC","Stock merger",5,0.0108476306886469,0.0039931468693321,0.00336005977075688,0.0188256890771143,5592
"SC","Stock merger",6,0.0115365217961185,0.00408698137192656,0.0040496912549254,0.0201074565511027,5592
"SC","Stock merger",7,0.010329009408382,0.00397571298374674,0.00297060129230543,0.0187140146797472,5592
"SC","Stock merger",8,0.00997302286116581,0.00387508454891283,0.00284720869997139,0.017971268485493,5592
"SC","Stock merger",9,0.0116390950882376,0.00386284312002405,0.00453132005542272,0.0195486323775634,5592
"SC","Stock merger",10,0.0112275182638547,0.00376738861246169,0.00411836245121227,0.0186492763319493,5592
"SC","Stock merger",11,0.0130026408967589,0.0039374649379693,0.00539694256307306,0.0208715413330046,5592
"SC","Stock merger",12,0.0121395794498449,0.00382780554043987,0.00461985145200513,0.0194147256304591,5592
"SC","Stock merger",13,0.0131722794563962,0.00401530683711859,0.00519867697746827,0.0206051395320381,5592
"SC","Stock merger",14,0.0135216813232327,0.00384455554260858,0.00589468971457981,0.0207949899055381,5592
"SC","Stock merger",15,0.0135139480937951,0.00386624032017931,0.00567858145964049,0.020666492609859,5592
"SC","Stock merger",16,0.0132996704338505,0.00399895875761278,0.00499495318419798,0.0208128388869429,5592
"SC","Stock merger",17,0.0127474982008205,0.00393506843082549,0.00449226419400691,0.0200233930812165,5592
"SC","Stock merger",18,0.0134245280382123,0.00389676314104172,0.00559387448295352,0.020705991641245,5592
"SC","Stock merger",19,0.0137663172352226,0.00387746341826522,0.00595497381948149,0.0210187572570538,5592
"SC","Stock merger",20,0.0125022170514492,0.00360423507191622,0.00502171946499442,0.0190835214278869,5592
"SC","Stock merger",21,0.0130156371411405,0.00378100740048441,0.00535267356625081,0.0198497475090826,5592
"SC","Stock merger",22,0.0141684151777582,0.0039037681222381,0.00619793252461458,0.0212489614738073,5592
"SC","Stock merger",23,0.0139485667663227,0.00368514760255839,0.00663955680818025,0.0208137997679512,5592
"SC","Stock merger",24,0.0138777261261122,0.00376967879834051,0.00642341277284796,0.0210584425619622,5592
"SC","Stock merger",25,0.0126848834541531,0.00407879953888985,0.00465997829235841,0.0204914348703223,5592
"SC","Stock merger",26,0.0115859761820267,0.00407833192895189,0.00364734887706151,0.0195276038391106,5592
"SC","Stock merger",27,0.0121622785217271,0.00435871905770387,0.00327082036321375,0.0203536802726882,5592
"SC","Stock merger",28,0.0119746171077011,0.00440713431237254,0.00277348314349795,0.0203049546890951,5592
"SC","Stock merger",29,0.0118344427670767,0.00429803792046383,0.00259059454835664,0.0197870668026707,5592
"SC","Stock merger",30,0.0143044939218046,0.00485826618747444,0.00391403186434339,0.0226410050153534,5592
"SC","Stock merger",31,0.0120237663593379,0.00483323048426963,0.00173620596869939,0.0209127769586548,5592
"SC","Stock merger",32,0.011882910219656,0.00503039403187816,0.000958241177378191,0.0210180701339776,5592
"SC","Stock merger",33,0.0119814333946117,0.00489388742936939,0.00181369971189241,0.0208503088853352,5592
"SC","Stock merger",34,0.0109109642051512,0.0049250293720084,0.000408595560042531,0.0198204960564196,5592
"SC","Stock merger",35,0.0119057758615729,0.00492562272445438,0.00170201942899159,0.0208496525119392,5592
"SC","Stock merger",36,0.0124211165561053,0.00494846719723072,0.00205370727766035,0.0214627619398956,5592
"SC","Stock merger",37,0.0127888222664247,0.0051230225147952,0.00239965523194428,0.0223133435892429,5592
